"goalkeeper","birthPlace","team","ground"
"Daniel Alexandre Calado Casaleiro","Portugal","Benfica","Estádio do Sport Lisboa e Benfica"
"Daniel Alexandre Calado Casaleiro","Portugal","Sport Lisboa e Benfica","Estádio do Sport Lisboa e Benfica"
"Daniel Alexandre Calado Casaleiro","Portugal","Sport Lisboa e Benfica","Estádio da Luz"
"Daniel Alexandre Calado Casaleiro","Portugal","Benfica","Estádio da Luz"
"Daniel Casaleiro","Portugal","Benfica","Estádio do Sport Lisboa e Benfica"
"Daniel Casaleiro","Portugal","Sport Lisboa e Benfica","Estádio do Sport Lisboa e Benfica"
"Daniel Casaleiro","Portugal","Sport Lisboa e Benfica","Estádio da Luz"
"Daniel Casaleiro","Portugal","Benfica","Estádio da Luz"
"Daniel Islas","Argentina","Huracán","Estadio Tomás A. Ducó"
"Daniel Islas","Argentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Daniel Tudor","Romania","Krasnodar","Krasnodar Stadium"
"Daniel Tudor","Romania","Футбольный клуб Краснодар","Krasnodar Stadium"
"Danny Wintjens","Netherlands","Twente","De Grolsch Veste"
"Danny Wintjens","Netherlands","Football Club Twente","De Grolsch Veste"
"Danylo Dmytrovych Kanevtsev","Ukraine","Chornomorets Odesa","Chernomorets Stadium"
"Danylo Dmytrovych Kanevtsev","Ukraine","Football Club Chornomorets Odesa","Chernomorets Stadium"
"Danylo Kanevtsev","Ukraine","Chornomorets Odesa","Chernomorets Stadium"
"Danylo Kanevtsev","Ukraine","Football Club Chornomorets Odesa","Chernomorets Stadium"
"Darius Kampa","Poland","FC Augsburg","WWK Arena"
"Darius Kampa","Poland","Fußball-Club Augsburg 1907 e. V.","WWK Arena"
"Davide Falcioni","Italy","Juventus","Juventus Stadium"
"Davide Falcioni","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Davide Micillo","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Davide Micillo","Italy","Juventus","Juventus Stadium"
"Dennis Telgenkamp","Netherlands","Football Club Twente","De Grolsch Veste"
"Dennis Telgenkamp","Netherlands","Twente","De Grolsch Veste"
"Deola","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Deola","Brazil","Vitória","Estádio Manoel Barradas"
"Deola","Brazil","Esporte Clube Vitória","Barradão"
"Deola","Brazil","Vitória","Barradão"
"Dida","Brazil","Vitória","Barradão"
"Dida","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Dida","Brazil","Vitória","Estádio Manoel Barradas"
"Dida","Brazil","Esporte Clube Vitória","Barradão"
"Dida","Bahia","Esporte Clube Vitória","Estádio Manoel Barradas"
"Dida","Bahia","Esporte Clube Vitória","Barradão"
"Dida","Bahia","Vitória","Barradão"
"Dida","Bahia","Vitória","Estádio Manoel Barradas"
"Diego","Brazil","Juventude","Estádio Alfredo Jaconi"
"Diego","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Diego Costa Silva","Brazil","Juventude","Estádio Alfredo Jaconi"
"Diego Costa Silva","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Diego Lima","Brazil","Esporte Clube Vitória","Barradão"
"Diego Lima","Brazil","Vitória","Barradão"
"Diego Lima","Brazil","Vitória","Estádio Manoel Barradas"
"Diego Lima","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Diego Lima do Nascimento","Brazil","Esporte Clube Vitória","Barradão"
"Diego Lima do Nascimento","Brazil","Vitória","Barradão"
"Diego Lima do Nascimento","Brazil","Vitória","Estádio Manoel Barradas"
"Diego Lima do Nascimento","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Diego Martín Vásquez Castro","Argentina","Huracán","Estadio Tomás A. Ducó"
"Diego Martín Vásquez Castro","Argentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Diego Vásquez","Argentina","Huracán","Estadio Tomás A. Ducó"
"Diego Vásquez","Argentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Dionisis Chiotis","Greece","AEK","Olympic Stadium (full official name of the stadium)"
"Dionisis Chiotis","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Dionisis Chiotis","Greece","AEK","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Dionisis Chiotis","Greece","(Athletic Union of Constantinople)","Olympic Stadium (full official name of the stadium)"
"Dionisis Chiotis","Greece","(Athletic Union of Constantinople)","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Dionisis Chiotis","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Stadium (full official name of the stadium)"
"Dirk Krüssenberg","Germany","Fortuna 1895 e.V.","ESPRIT arena"
"Dirk Krüssenberg","Germany","Düsseldorfer Turn- und Sportverein","ESPRIT arena"
"Dirk Krüssenberg","Germany","Fortuna Düsseldorf","ESPRIT arena"
"Douglas","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Douglas","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Douglas Renato de Jesus","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Douglas Renato de Jesus","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Dragoș Balauru","Romania","Universitatea Cluj","Cluj Arena"
"Dragoș Balauru","Romania","Fotbal Club Universitatea Cluj","Cluj Arena"
"Dániel Ovidiu Tudor","Romania","Футбольный клуб Краснодар","Krasnodar Stadium"
"Dániel Ovidiu Tudor","Romania","Krasnodar","Krasnodar Stadium"
"Dániel Tudor","Romania","Krasnodar","Krasnodar Stadium"
"Dániel Tudor","Romania","Футбольный клуб Краснодар","Krasnodar Stadium"
"Edgardo Andrada","Argentina","Esporte Clube Vitória","Barradão"
"Edgardo Andrada","Argentina","Vitória","Estádio Manoel Barradas"
"Edgardo Andrada","Argentina","Esporte Clube Vitória","Estádio Manoel Barradas"
"Edgardo Andrada","Argentina","Vitória","Barradão"
"Edgardo Norberto Andrada","Argentina","Esporte Clube Vitória","Estádio Manoel Barradas"
"Edgardo Norberto Andrada","Argentina","Vitória","Barradão"
"Edgardo Norberto Andrada","Argentina","Esporte Clube Vitória","Barradão"
"Edgardo Norberto Andrada","Argentina","Vitória","Estádio Manoel Barradas"
"Eduardo Martini","Brazil","Juventude","Estádio Alfredo Jaconi"
"Eduardo Martini","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Egidio Micheloni","Italy","Juventus","Juventus Stadium"
"Egidio Micheloni","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Elias Atmatsidis","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Stadium (full official name of the stadium)"
"Elias Atmatsidis","Greece","(Athletic Union of Constantinople)","Olympic Stadium (full official name of the stadium)"
"Elias Atmatsidis","Greece","AEK","Olympic Stadium (full official name of the stadium)"
"Elias Atmatsidis","Greece","AEK","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Elias Atmatsidis","Greece","(Athletic Union of Constantinople)","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Elias Atmatsidis","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Eliton Deola","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Eliton Deola","Brazil","Vitória","Estádio Manoel Barradas"
"Eliton Deola","Brazil","Esporte Clube Vitória","Barradão"
"Eliton Deola","Brazil","Vitória","Barradão"
"Emanuele Manitta","Italy","Napoli","San Paolo"
"Emanuele Manitta","Italy","Napoli","Stadio San Paolo"
"Emanuele Manitta","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Emanuele Manitta","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Emilian Dolha","Romania","Universitatea Cluj","Cluj Arena"
"Emilian Dolha","Romania","Fotbal Club Universitatea Cluj","Cluj Arena"
"Emilian Ioan Dolha","Romania","Universitatea Cluj","Cluj Arena"
"Emilian Ioan Dolha","Romania","Fotbal Club Universitatea Cluj","Cluj Arena"
"Enrique Vázquez","Mexico","Club Deportivo Guadalajara S.A. de C.V.","Estadio Chivas"
"Enrique Vázquez del Mercado","Mexico","Club Deportivo Guadalajara S.A. de C.V.","Estadio Chivas"
"Fabio Costa","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Fabio Costa","Brazil","Vitória","Estádio Manoel Barradas"
"Fabio Costa","Brazil","Esporte Clube Vitória","Barradão"
"Fabio Costa","Brazil","Vitória","Barradão"
"Fanis Katergiannakis","Greece","Sevilla","Estadio Ramón Sánchez Pizjuán"
"Fanis Katergiannakis","Greece","Sevilla Fútbol ClubSAD","Estadio Ramón Sánchez Pizjuán"
"Fanis Katergiannakis","Greece","Sevilla","Ramón Sánchez Pizjuán"
"Fanis Katergiannakis","Greece","Sevilla Fútbol ClubSAD","Ramón Sánchez Pizjuán"
"Farouk Ben Mustapha","Tunisia","Club Africain","Stade Olympique de Radès"
"Federico Groppioni","Italy","Napoli","San Paolo"
"Federico Groppioni","Italy","Napoli","Stadio San Paolo"
"Federico Groppioni","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Federico Groppioni","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Felipe","Brazil","Esporte Clube Vitória","Barradão"
"Felipe","Brazil","Vitória","Barradão"
"Felipe","Brazil","Vitória","Estádio Manoel Barradas"
"Felipe","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Felipe Ventura dos Santos","Brazil","Esporte Clube Vitória","Barradão"
"Felipe Ventura dos Santos","Brazil","Vitória","Barradão"
"Felipe Ventura dos Santos","Brazil","Vitória","Estádio Manoel Barradas"
"Felipe Ventura dos Santos","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Ferdinando Coppola","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Ferdinando Coppola","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Ferdinando Coppola","Italy","Napoli","Stadio San Paolo"
"Ferdinando Coppola","Italy","Napoli","San Paolo"
"Filip Bednarek","Poland","Jong FC Twente","De Grolsch Veste"
"Filip Bednarek","Poland","Football Club Twente","De Grolsch Veste"
"Filip Bednarek","Poland","Twente","De Grolsch Veste"
"Filippo Cavalli","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Filippo Cavalli","Italy","Juventus","Juventus Stadium"
"Florian Müller","Germany","Mainz 05","Opel Arena"
"Florian Müller","Germany","1. Fußball- und Sport-Verein Mainz 05 e.V.","Opel Arena"
"Florin Matache","Romania","Universitatea Cluj","Cluj Arena"
"Florin Matache","Romania","Fotbal Club Universitatea Cluj","Cluj Arena"
"Fotis Karagiolidis","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Fotis Karagiolidis","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Stadium (full official name of the stadium)"
"Fotis Karagiolidis","Greece","(Athletic Union of Constantinople)","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Fotis Karagiolidis","Greece","AEK","Olympic Stadium (full official name of the stadium)"
"Fotis Karagiolidis","Greece","AEK","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Fotis Karagiolidis","Greece","(Athletic Union of Constantinople)","Olympic Stadium (full official name of the stadium)"
"Francesco Mancini","Italy","Napoli","Stadio San Paolo"
"Francesco Mancini","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Francesco Mancini","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Francesco Mancini","Italy","Napoli","San Paolo"
"Francisco Javier Prieto Caroca","Chile","Club Deportivo Corporación","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Francisco Javier Prieto Caroca","Chile","Arturo Fernandez Vial","Estadio Ester Roa"
"Francisco Javier Prieto Caroca","Chile","Club Deportivo Corporación","Estadio Ester Roa"
"Francisco Javier Prieto Caroca","Chile","Arturo Fernandez Vial","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Francisco Prieto","Chile","Club Deportivo Corporación","Estadio Ester Roa"
"Francisco Prieto","Chile","Arturo Fernandez Vial","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Francisco Prieto","Chile","Club Deportivo Corporación","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Francisco Prieto","Chile","Arturo Fernandez Vial","Estadio Ester Roa"
"Francisco Vieira","Portugal","Sport Lisboa e Benfica","Estádio da Luz"
"Francisco Vieira","Portugal","Benfica","Estádio da Luz"
"Francisco Vieira","Portugal","Benfica","Estádio do Sport Lisboa e Benfica"
"Francisco Vieira","Portugal","Sport Lisboa e Benfica","Estádio do Sport Lisboa e Benfica"
"Franck Fontan","France","Football Club des","Matmut Atlantique"
"Franck Fontan","France","Girondins de Bordeaux","Matmut Atlantique"
"Franck Fontan","France","Bordeaux","Matmut Atlantique"
"François Dubourdeau","France","Bordeaux","Matmut Atlantique"
"François Dubourdeau","France","Girondins de Bordeaux","Matmut Atlantique"
"François Dubourdeau","France","Football Club des","Matmut Atlantique"
"Fábio","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Fábio","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Fábio André da Silva","Portugal","Servette Football Club","Stade de Genève"
"Fábio André da Silva","Portugal","Servette","Stade de Genève"
"Fábio André da Silva","Portugal","Association du","Stade de Genève"
"Fábio Costa","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Fábio Costa","Brazil","Vitória","Estádio Manoel Barradas"
"Fábio Costa","Brazil","Esporte Clube Vitória","Barradão"
"Fábio Costa","Brazil","Vitória","Barradão"
"Fábio Gonçalves dos Santos","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Fábio Gonçalves dos Santos","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Fábio da Silva","Portugal","Servette Football Club","Stade de Genève"
"Fábio da Silva","Portugal","Servette","Stade de Genève"
"Fábio da Silva","Portugal","Association du","Stade de Genève"
"Galatto","Brazil","Málaga Club de Fútbol","La Rosaleda"
"Galatto","Brazil","Juventude","Estádio Alfredo Jaconi"
"Galatto","Brazil","Málaga","La Rosaleda"
"Galatto","Brazil","Málaga Club de Fútbol","Estadio La Rosaleda"
"Galatto","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Galatto","Brazil","Málaga","Estadio La Rosaleda"
"Gastón Monzón","Argentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Gastón Monzón","Argentina","Huracán","Estadio Tomás A. Ducó"
"Gatti","Brazil","Juventude","Estádio Alfredo Jaconi"
"Gatti","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Gaëtan Huard","France","Football Club des","Matmut Atlantique"
"Gaëtan Huard","France","Girondins de Bordeaux","Matmut Atlantique"
"Gaëtan Huard","France","Bordeaux","Matmut Atlantique"
"Gennaro Iezzo","Italy","Napoli","San Paolo"
"Gennaro Iezzo","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Gennaro Iezzo","Italy","Napoli","Stadio San Paolo"
"Gennaro Iezzo","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Georgios Abaris","Greece","Universitatea Cluj","Cluj Arena"
"Georgios Abaris","Greece","Fotbal Club Universitatea Cluj","Cluj Arena"
"Gerhard Prokop","Germany","Alemannia 1900 e.V.","Tivoli"
"Gerhard Prokop","Germany","Aachener Turn- und Sportverein","Tivoli"
"Gerhard Prokop","Germany","Alemannia Aachen","Tivoli"
"Giacomo Blason","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Giacomo Blason","Italy","Napoli","San Paolo"
"Giacomo Blason","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Giacomo Blason","Italy","Napoli","Stadio San Paolo"
"Giampaolo Di Magno","Italy","Espanyol de Barcelona, S.A.D.","RCDE Stadium"
"Giampaolo Di Magno","Italy","Reial Club Deportiu","RCDE Stadium"
"Giampaolo Di Magno","Italy","Espanyol","RCDE Stadium"
"Giancarlo Alessandrelli","Italy","Juventus","Juventus Stadium"
"Giancarlo Alessandrelli","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Gianni Romano","Italy","Juventus","Juventus Stadium"
"Gianni Romano","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Giannis Arabatzis","Greece","AEK","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Giannis Arabatzis","Greece","AEK","Olympic Stadium (full official name of the stadium)"
"Giannis Arabatzis","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Giannis Arabatzis","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Stadium (full official name of the stadium)"
"Giannis Arabatzis","Greece","(Athletic Union of Constantinople)","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Giannis Arabatzis","Greece","(Athletic Union of Constantinople)","Olympic Stadium (full official name of the stadium)"
"Giannis Fysekis","Greece","(Athletic Union of Constantinople)","Olympic Stadium (full official name of the stadium)"
"Giannis Fysekis","Greece","(Athletic Union of Constantinople)","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Giannis Fysekis","Greece","AEK","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Giannis Fysekis","Greece","AEK","Olympic Stadium (full official name of the stadium)"
"Giannis Fysekis","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Stadium (full official name of the stadium)"
"Giannis Fysekis","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Gianpiero Combi","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Gianpiero Combi","Italy","Juventus","Juventus Stadium"
"Gilles Rousset","France","Olympique Lyonnais","Parc Olympique Lyonnais"
"Gilles Rousset","France","Lyon","Parc Olympique Lyonnais"
"Giuliano Giuliani","Italy","Napoli","San Paolo"
"Giuliano Giuliani","Italy","Napoli","Stadio San Paolo"
"Giuliano Giuliani","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Giuliano Giuliani","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Giuliano Sarti","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Giuliano Sarti","Italy","Juventus","Juventus Stadium"
"Giuseppe Cavanna","Italy","Napoli","San Paolo"
"Giuseppe Cavanna","Italy","Napoli","Stadio San Paolo"
"Giuseppe Cavanna","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Giuseppe Cavanna","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Giuseppe Gaspari","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Giuseppe Gaspari","Italy","Juventus","Juventus Stadium"
"Giuseppe Peruchetti","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Giuseppe Peruchetti","Italy","Juventus","Juventus Stadium"
"Giuseppe Romano","Italy","Juventus","Juventus Stadium"
"Giuseppe Romano","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Giuseppe Taglialatela","Italy","Napoli","San Paolo"
"Giuseppe Taglialatela","Italy","Napoli","Stadio San Paolo"
"Giuseppe Taglialatela","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Giuseppe Taglialatela","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Giuseppe Vavassori","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Giuseppe Vavassori","Italy","Juventus","Juventus Stadium"
"Gu Chao","Shanghai","Hangzhou Greentown FC","Yellow Dragon Sports Centre Stadium"
"Gu Chao","Shanghai","杭州绿城足球俱乐部","Yellow Dragon Sports Centre Stadium"
"Gu Chao","Shanghai","杭州绿城","Yellow Dragon Sports Centre Stadium"
"Gu Chao","Shanghai","Hángzhōu Lǜchéng","Yellow Dragon Sports Centre Stadium"
"Gu Chao","Shanghai","Hangzhou Greentown","Yellow Dragon Sports Centre Stadium"
"Guilherme Mata Oliveira","Portugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Guilherme Mata Oliveira","Portugal","Sporting CP","Estádio José Alvalade"
"Guilherme Oliveira","Portugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Guilherme Oliveira","Portugal","Sporting CP","Estádio José Alvalade"
"Guillaume Warmuz","France","Arsenal","Ashburton Grove"
"Guillaume Warmuz","France","Arsenal Football Club","Ashburton Grove"
"Guillermo Viscarra","Bolivia","Vitória","Barradão"
"Guillermo Viscarra","Bolivia","Esporte Clube Vitória","Barradão"
"Guillermo Viscarra","Bolivia","Esporte Clube Vitória","Estádio Manoel Barradas"
"Guillermo Viscarra","Bolivia","Vitória","Estádio Manoel Barradas"
"Guillermo Viscarra Bruckner","Bolivia","Vitória","Barradão"
"Guillermo Viscarra Bruckner","Bolivia","Esporte Clube Vitória","Barradão"
"Guillermo Viscarra Bruckner","Bolivia","Esporte Clube Vitória","Estádio Manoel Barradas"
"Guillermo Viscarra Bruckner","Bolivia","Vitória","Estádio Manoel Barradas"
"Guillermo Vizcarra","Bolivia","Vitória","Barradão"
"Guillermo Vizcarra","Bolivia","Esporte Clube Vitória","Barradão"
"Guillermo Vizcarra","Bolivia","Esporte Clube Vitória","Estádio Manoel Barradas"
"Guillermo Vizcarra","Bolivia","Vitória","Estádio Manoel Barradas"
"Gurpreet Singh Sandhu","Punjab, India","Pailan Arrows","Vivekananda Yuva Bharati Krirangan"
"Gurpreet Singh Sandhu","Punjab, India","Pailan Arrows","সল্ট লেক স্টেডিয়াম"
"Gurpreet Singh Sandhu","Punjab, India","East Bengal Football Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Gurpreet Singh Sandhu","Punjab, India","Pailan Arrows","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Gurpreet Singh Sandhu","Punjab, India","East Bengal Football Club","Vivekananda Yuva Bharati Krirangan"
"Gurpreet Singh Sandhu","Punjab, India","East Bengal Football Club","সল্ট লেক স্টেডিয়াম"
"Gurpreet Singh Sandhu","Punjab, India","East Bengal Football Club","Salt Lake Stadium"
"Gurpreet Singh Sandhu","Punjab, India","Pailan Arrows","Salt Lake Stadium"
"Gustavo","Brazil","Vitória","Estádio Manoel Barradas"
"Gustavo","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Gustavo","Brazil","Esporte Clube Vitória","Barradão"
"Gustavo","Brazil","Vitória","Barradão"
"Gustavo Campagnuolo","Argentina","Valencia Club de Fútbol,SAD","Mestalla"
"Gustavo Campagnuolo","Argentina","Valencia","Mestalla"
"Gustavo Jorge Campagnuolo","Argentina","Valencia","Mestalla"
"Gustavo Jorge Campagnuolo","Argentina","Valencia Club de Fútbol,SAD","Mestalla"
"Guyan Joe Kanté","Ivory Coast","Association Sportive des Employés de Commerce Mimosas","Stade Félix Houphouët-Boigny"
"Guyan Joe Kanté","Ivory Coast","ASEC Mimosas","Stade Félix Houphouët-Boigny"
"Guyan Kanté","Ivory Coast","ASEC Mimosas","Stade Félix Houphouët-Boigny"
"Guyan Kanté","Ivory Coast","Association Sportive des Employés de Commerce Mimosas","Stade Félix Houphouët-Boigny"
"Hadi Zarrin-Saed","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Hamed Fallahzadeh","Iran","باشگاه فوتبال نفت تهران","Takhti Tehran"
"Hamed Fallahzadeh","Iran","نفت تهران","Takhti Tehran"
"Hamed Fallahzadeh","Iran","Naft Tehran Football Club","Takhti Tehran"
"Hamed Fallahzadeh","Iran","Naft Tehran","Takhti Tehran"
"Hamed Fallahzadeh","Iran","باشگاه فوتبال نفت تهران","Takhti Tehran Stadium"
"Hamed Fallahzadeh","Iran","Naft Tehran","Takhti Tehran Stadium"
"Hamed Fallahzadeh","Iran","نفت تهران","Takhti Tehran Stadium"
"Hamed Fallahzadeh","Iran","Naft Tehran Football Club","Takhti Tehran Stadium"
"Hamza Dahmane","Algeria","مولودية وهران","ملعب أحمد زبانة"
"Hamza Dahmane","Algeria","Mouloudia d'Oran","Stade Ahmed Zabana"
"Hamza Dahmane","Algeria","نادي مولودية وهران","ملعب أحمد زبانة"
"Hamza Dahmane","Algeria","مولودية وهران","Stade Ahmed Zabana"
"Hamza Dahmane","Algeria","Mouloudia d'Oran","ملعب أحمد زبانة"
"Hamza Dahmane","Algeria","Mouloudia Club d'Oran","Stade Ahmed Zabana"
"Hamza Dahmane","Algeria","نادي مولودية وهران","Stade Ahmed Zabana"
"Hamza Dahmane","Algeria","Mouloudia Club d'Oran","ملعب أحمد زبانة"
"Han Dong-Jin","South Korea","Jeju United Football Club","Jeju World Cup Stadium"
"Han Dong-Jin","South Korea","제주 유나이티드","Jeju World Cup Stadium"
"Han Dong-Jin","South Korea","Jeju United","Jeju World Cup Stadium"
"Han Dong-Jin","South Korea","제주 유나이티드 FC","Jeju World Cup Stadium"
"Han Il-Koo","South Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Han Il-Koo","South Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Han Il-Koo","South Korea","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Hans Spillmann","Netherlands","Alemannia Aachen","Tivoli"
"Hans Spillmann","Netherlands","Aachener Turn- und Sportverein","Tivoli"
"Hans Spillmann","Netherlands","Alemannia 1900 e.V.","Tivoli"
"Hans de Koning","Netherlands","Football Club Twente","De Grolsch Veste"
"Hans de Koning","Netherlands","Twente","De Grolsch Veste"
"Hichem Mezaïr","Algeria","Mouloudia Club d'Oran","Stade Ahmed Zabana"
"Hichem Mezaïr","Algeria","Mouloudia Club d'Oran","ملعب أحمد زبانة"
"Hichem Mezaïr","Algeria","Mouloudia d'Oran","Stade Ahmed Zabana"
"Hichem Mezaïr","Algeria","Mouloudia d'Oran","ملعب أحمد زبانة"
"Hichem Mezaïr","Algeria","مولودية وهران","Stade Ahmed Zabana"
"Hichem Mezaïr","Algeria","مولودية وهران","ملعب أحمد زبانة"
"Hichem Mezaïr","Algeria","نادي مولودية وهران","Stade Ahmed Zabana"
"Hichem Mezaïr","Algeria","نادي مولودية وهران","ملعب أحمد زبانة"
"Hichem Mezaïr","Algeria","USM Annaba","Stade 19 Mai 1956"
"Hichem Mezaïr","Algeria","Union Sportive Médinat d'Annaba","Stade 19 Mai 1956"
"Hossein Hooshyar","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Hugo Marques","Portugal","1º de Agosto","Estádio Nacional 11 de Novembro"
"Hugo Marques","Portugal","Clube Desportivo Primeiro de Agosto","Estádio Nacional 11 de Novembro"
"Hugo Miguel Barreto Henriques Marques","Portugal","1º de Agosto","Estádio Nacional 11 de Novembro"
"Hugo Miguel Barreto Henriques Marques","Portugal","Clube Desportivo Primeiro de Agosto","Estádio Nacional 11 de Novembro"
"Hugo Suárez","Bolivia","Club Deportivo Jorge Wilstermann","Estadio Sudamericano Félix Capriles"
"Hugo Suárez","Bolivia","Wilstermann","Estadio Sudamericano Félix Capriles"
"Hugo Suárez Vaca","Bolivia","Club Deportivo Jorge Wilstermann","Estadio Sudamericano Félix Capriles"
"Hugo Suárez Vaca","Bolivia","Wilstermann","Estadio Sudamericano Félix Capriles"
"Héctor Baley","Argentina","Huracán","Estadio Tomás A. Ducó"
"Héctor Baley","Argentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
