"city","state"
"Unadila","Nebraska, NE"
"Faldosta","Georgia, GA"
"Valdusta","Georgia, GA"
"Valey City","Ohio, OH"
"Valpariso","Indiana, IN"
"Vicksberg","Mississippi, MS"
"Victorhia","Texas, TX"
"Vidallia","Georgia, GA"
"Wacco","Texas, TX"
"Wako","Texas, TX"
"Wala Wala","Washington, WA"
"Walawala","Washington, WA"
"Walla","Washington, WA"
"Wallawalla","Washington, WA"
"Walace","Idaho, ID"
"Wallis","Idaho, ID"
"Walthum","Massachusetts, MA"
"Warensberg","Missouri, MO"
"Warensburg","Missouri, MO"
"Warrensberg","Missouri, MO"
"Waroad","Minnesota, MN"
"War Trace","Tennessee, TN"
"Wartrase","Tennessee, TN"
"Warwic","Georgia, GA"
"Warwik","Georgia, GA"
"Warwik","Rhode Island, RI"
"Wasko","California, CA"
"Wosco","California, CA"
"Wosko","California, CA"
"Washingtown","Missouri, MO"
"Waterbery","Connecticut, CT"
"Watsonvile","California, CA"
"Wainesboro","Georgia, GA"
"Wayneboro","Georgia, GA"
"Waynesborough","Georgia, GA"
"Waynesboru","Georgia, GA"
"Weatherferd","Texas, TX"
"Wetherford","Texas, TX"
"Weirten","West Virginia, WV"
"Werton","West Virginia, WV"
"West Havan","Connecticut, CT"
"Westfeild","Massachusetts, MA"
"Westfeild","New York, NY"
"Wetempka","Alabama, AL"
"Wikenburg","Arizona, AZ"
"Wilard","Ohio, OH"
"Wilimantic","Connecticut, CT"
"Wilits","California, CA"
"Wils Point","Texas, TX"
"Willmingten","Delaware, DE"
"Willmington","Delaware, DE"
"Willmington","Illinois, IL"
"Willminton","Illinois, IL"
"Wilmingten","Delaware, DE"
"Wilmingtown","North Carolina, NC"
"Wilmingtown","Ohio, OH"
"Winfeild","Alabama, AL"
"Winemuca","Nevada, NV"
"Winemucca","Nevada, NV"
"Winnemuca","Nevada, NV"
"Winokski","Vermont, VT"
"Winoski","Vermont, VT"
"Winston Salam","North Carolina, NC"
"Winstconstin Dells","Wisconsin, WI"
"Wochester","Massachusetts, MA"
"Worchester","Massachusetts, MA"
"Worthingtown","Minnesota, MN"
"Senia","Ohio, OH"
"Xenea","Ohio, OH"
"Yackima","Washington, WA"
"Yonkars","New York, NY"
"Yunkers","New York, NY"
"Yurba Linda","California, CA"
"Uba City","California, CA"
"Uma","Arizona, AZ"
"Zanesvile","Ohio, OH"
"Alameda","California, CA"
"Algona","Iowa, IA"
"Apex","North Carolina, NC"
"Austin","Texas, TX"
"Bangor","Maine, ME"
"Bardstown","Kentucky, KY"
"Bellevue","Washington, WA"
"Berthoud","Colorado, CO"
"Bethany Beach","Delaware, DE"
"Boston","Massachusetts, MA"
"Brooklyn","New York, NY"
"Buena Park","California, CA"
"Buhl","Idaho, ID"
"Cawker City","Kansas, KS"
"Charlotte","North Carolina, NC"
"Chatsworth","California, CA"
"Chico","California, CA"
"Chula Vista","California, CA"
"Colquitt","Georgia, GA"
"Concord","New Hampshire, NH"
"Cottonwood Heights","Utah, UT"
"Cozad","Nebraska, NE"
"Davison","Michigan, MI"
"Dayton","Ohio, OH"
"Denver","Colorado, CO"
"Detroit","Michigan, MI"
"Dickinson","North Dakota, ND"
"Dyersville","Iowa, IA"
"Eaton","Colorado, CO"
"El Paso","Texas, TX"
"Elgin","South Carolina, SC"
"Elkhart","Indiana, IN"
"Emmetsburg","Iowa, IA"
"Fayetteville","North Carolina, NC"
"Flagstaff","Arizona, AZ"
"Fortescue","New Jersey, NJ"
"Gridley","California, CA"
"Hacienda Heights","California, CA"
"Haines","Alaska, AK"
"Haines City","Florida, FL"
"Hammondsport","New York, NY"
"Hershey","Pennsylvania, PA"
"Hialeah","Florida, FL"
"Hot Springs","Arkansas, AR"
"Houston","Texas, TX"
"Inola","Oklahoma, OK"
"Jackson","Michigan, MI"
"Jonesboro","Arkansas, AR"
"Juneau","Alaska, AK"
"Kansas City","Missouri, MO"
"Keansburg","New Jersey, NJ"
"Kenai","Alaska, AK"
"Kirkwood","Missouri, MO"
"Kodiak","Alaska, AK"
"Lafayette","Louisiana, LA"
"Lake Benton","Minnesota, MN"
"Lake Oswego","Oregon, OR"
"Lompoc","California, CA"
"McCloud","California, CA"
"McMinnville","Tennessee, TN"
"Memphis","Tennessee, TN"
"Milpitas","California, CA"
"Milwaukee","Wisconsin, WI"
"Mishawaka","Indiana, IN"
"Modesto","California, CA"
"New Brunswick","New Jersey, NJ"
"New York","New York, NY"
"Newberry","Michigan, MI"
"North Loup","Nebraska, NE"
"O'Fallon","Missouri, MO"
"Ocoee","Florida, FL"
"Oklahoma City","Oklahoma, OK"
"Orem","Utah, UT"
"Ormond Beach","Florida, FL"
"Oroville","California, CA"
"Ouray","Colorado, CO"
"Owensboro","Kentucky, KY"
"Pacifica","California, CA"
"Pasadena","California, CA"
"Perth Amboy","New Jersey, NJ"
"Pinehurst","North Carolina, NC"
"Plymouth","Massachusetts, MA"
"Punxsutawney","Pennsylvania, PA"
"Purcell","Oklahoma, OK"
"Rayne","Louisiana, LA"
"Reedley","California, CA"
"Rehoboth Beach","Delaware, DE"
"Rhinebeck","New York, NY"
"Santa Fe","New Mexico, NM"
"Sedalia","Missouri, MO"
"Senatobia","Mississippi, MS"
"Severance","Colorado, CO"
"Siloam Springs","Arkansas, AR"
"Slocomb","Alabama, AL"
"Somerville","Massachusetts, MA"
"Spencer","Idaho, ID"
"Stilwell","Oklahoma, OK"
"Sugar Land","Texas, TX"
"Sumner","Missouri, MO"
"Sumner","Washington, WA"
"Sylacauga","Alabama, AL"
"Takoma Park","Maryland, MD"
"Tallahassee","Florida, FL"
"Taos","New Mexico, NM"
"Terlingua","Texas, TX"
"Traverse City","Michigan, MI"
"Tulsa","Oklahoma, OK"
"Tuskegee","Alabama, AL"
"Valparaiso","Indiana, IN"
"Victoria","Texas, TX"
"Waterville","Maine, ME"
"Waynesville","Ohio, OH"
"Wichita","Kansas, KS"
"Williamsburg","Virginia, VA"
"Willimantic","Connecticut, CT"
"Willits","California, CA"
"Wilmington","Illinois, IL"
