"name","birthDate","birthPlace","region","country"
"Richard Byrd","1962-03-20","Natchez","Mississippi","United States"
"Walter Roberts","1942-02-15","Texarkana","Bowie County, Texas","United States"
"Craig Robertson","1988-02-11","Stafford","Fort Bend County, Texas","United States"
"Chris Cooley","1982-07-11","Powell","Park County, Wyoming","United States"
"Carlos Rogers","1981-07-02","Augusta","Richmond County, Georgia","United States"
"Mike Montgomery","1949-07-10","Wichita Falls","Wichita County, Texas","United States"
"Al Harris","1974-12-07","Pompano Beach","Broward County, Florida","United States"
"Jason Wright","1982-07-12","Upland","California","United States"
"Lee Evans","1981-03-11","Sandusky","Ohio","United States"
"Cedric Tillman","1970-07-22","Natchez","Adams County, Mississippi","United States"
"Melvin White","1990-06-26","Freeport","Brazoria County, Texas","United States"
"Jesse Anderson","1966-07-26","West Point","Clay County, Mississippi","United States"
"Ross Martin","1993-07-03","Solon","Cuyahoga County, Ohio","United States"
"Michael Huey","1988-09-28","Longview","Harrison County, Texas","United States"
"Justin Thomas","1994-03-15","Montgomery","Montgomery County, Alabama","United States"
"Anthony Carter","1960-09-17","Riviera Beach","Palm Beach County, Florida","United States"
"Derrick Shepard","1964-01-22","Odessa","Texas","United States"
"Aaron Brown","1956-01-13","Warren","Trumbull County, Ohio","United States"
"Jesse Anderson","1966-07-26","West Point","Mississippi","United States"
"Drew Miller","1978-03-17","Tacoma","Washington (state)","United States"
"Charles Davis","1964-11-14","Elizabethton","Carter County, Tennessee","United States"
"Arthur Brown","1990-06-17","Wichita","Sedgwick County, Kansas","United States"
"Paul Miller","1913-01-23","Platte","Charles Mix County, South Dakota","United States"
"Brian Williams","1979-07-02","High Point","Davidson County, North Carolina","United States"
"Brian Williams","1979-07-02","High Point","Randolph County, North Carolina","United States"
"Jack Johnson","1909-11-28","Grantsville","Utah","United States"
"James Reed","1977-02-03","Saginaw","Michigan","United States"
"Curtis Johnson","1948-06-22","Toledo","Ohio","United States"
"Tom Pratt","1935-06-21","Edgerton","Dane County, Wisconsin","United States"
"Kevin Barry","1979-07-20","Racine","Racine County, Wisconsin","United States"
"Willie Williams","1984-09-19","Milledgeville","Georgia (U.S. state)","United States"
"Randy Johnson","1953-01-02","Rome","Georgia (U.S. state)","United States"
"Steve White","1973-10-25","Memphis","Tennessee","United States"
"Michael Matthews","1983-10-09","West Covina","California","United States"
"Steve Sidwell","1944-08-30","Winfield","Kansas","United States"
"Steve Sidwell","1944-08-30","Winfield","Cowley County, Kansas","United States"
"Kevin Turner","1969-06-12","Prattville","Autauga County, Alabama","United States"
"Clarence Williams","1946-09-03","Brazoria","Brazoria County, Texas","United States"
"Kevin Turner","1969-06-12","Prattville","Elmore County, Alabama","United States"
"Brady Smith","1973-06-05","Royal Oak","Oakland County, Michigan","United States"
"John Carlson","1984-05-12","St. Cloud","Benton County, Minnesota","United States"
"John Carlson","1984-05-12","St. Cloud","Sherburne County, Minnesota","United States"
"David Anderson","1983-07-28","Westlake Village","California","United States"
"Nate Allen","1948-05-13","Georgetown","South Carolina","United States"
"Keith Mitchell","1974-07-24","Garland","Dallas County, Texas","United States"
"Charles Bennett","1983-04-04","Camden","Kershaw County, South Carolina","United States"
"Randy Jackson","1948-11-13","Atlanta","Texas","United States"
"Chris Johnson","1985-09-23","Orlando","Florida","United States"
"Chuck Smith","1969-12-21","Athens","Georgia (U.S. state)","United States"
"James Jefferson","1963-11-18","Portsmouth","Virginia","United States"
"Manny Fernandez","1946-07-03","Oakland","California","United States"
"Larry Brown","1984-10-15","Spartanburg","South Carolina","United States"
"Kevin Long","1955-01-20","Clinton","Laurens County, South Carolina","United States"
"Ron Hansen","1932-02-10","Northfield","Rice County, Minnesota","United States"
"Andre Smith","1988-09-26","Savannah","Georgia (U.S. state)","United States"
"Aaron Williams","1990-04-23","San Jose","California","United States"
"Michael Swift","1974-02-28","Dyersburg","Dyer County, Tennessee","United States"
"Gerald Harris","1988-04-16","Terrell","Kaufman County, Texas","United States"
"Thomas Sanders","1962-01-04","Giddings","Lee County, Texas","United States"
"Ken Gray","1936-03-10","San Saba","Texas","United States"
"Richard Crawford","1990-08-01","Mission Viejo","California","United States"
"Charles Dillon","1986-01-30","Ventura","California","United States"
"Greg Davis","1965-10-29","Rome","Floyd County, Georgia","United States"
"George Blair","1938-05-10","Pascagoula","Jackson County, Mississippi","United States"
"Tim Ryan","1967-09-08","Memphis","Shelby County, Tennessee","United States"
"James Davidson","1990-11-01","Huntsville","Texas","United States"
"Brian Smith","1983-09-16","Denton","Texas","United States"
"Ed Williams","1961-09-08","Odessa","Texas","United States"
"David Sutton","1984-05-30","Westminster","California","United States"
"George Atkinson","1947-01-04","Savannah","Chatham County, Georgia","United States"
"Wes Sims","1981-04-08","Weatherford","Custer County, Oklahoma","United States"
"Mike Hogan","1954-11-01","Rome","Floyd County, Georgia","United States"
"John Davis","1973-05-14","Jasper","Texas","United States"
"Walter Church","1978-07-23","Ypsilanti","Washtenaw County, Michigan","United States"
"Adam Smith","1990-04-09","Murfreesboro","Tennessee","United States"
"Randall Cobb","1990-08-22","Maryville","Tennessee","United States"
"Tom Knight","1974-12-29","Summit","New Jersey","United States"
"James Ruffin","1987-02-06","Newark","New Jersey","United States"
"Jason Phillips","1986-02-14","Waller","Harris County, Texas","United States"
"Robert Nelson","1990-02-16","Tucker","Georgia (U.S. state)","United States"
"Eric Martin","1991-07-21","Moreno Valley","California","United States"
"John Jenkins","1989-07-11","Meriden","Connecticut","United States"
"Charles Bartlett","1899-06-14","Marlin","Falls County, Texas","United States"
"Ian Scott","1981-11-08","Greenville","Greenville County, South Carolina","United States"
"Eric Edwards","1980-08-04","Monroe","Ouachita Parish, Louisiana","United States"
"Tyson Smith","1981-10-09","West Des Moines","Warren County, Iowa","United States"
"Chris Hanson","1976-10-25","Riverdale","Georgia (U.S. state)","United States"
"Leon Johnson","1974-07-13","Morganton","North Carolina","United States"
"Ryan Benjamin","1977-11-17","Greenfield","Franklin County, Massachusetts","United States"
"Mike Kirkland","1954-06-29","Pasadena","Harris County, Texas","United States"
"Andy Lee","1982-08-11","Westminster","Oconee County, South Carolina","United States"
"Daniel Kilgore","1987-12-18","Kingsport","Tennessee","United States"
"Sheldon Brown","1979-03-19","Lancaster","South Carolina","United States"
"Tony Collins","1959-05-27","Sanford","Seminole County, Florida","United States"
"Homer Jones","1941-02-18","Pittsburg","Texas","United States"
"Al Harris","1974-12-07","Pompano Beach","Florida","United States"
"Anthony Carter","1960-09-17","Riviera Beach","Florida","United States"
"Edward Thomas","1974-09-27","Thomasville","Georgia (U.S. state)","United States"
"Eric Taylor","1981-12-14","Winchester","Tennessee","United States"
"Nick Harper","1974-09-10","Milledgeville","Baldwin County, Georgia","United States"
"Randy Johnson","1953-01-02","Rome","Floyd County, Georgia","United States"
"Johnny Davis","1956-07-17","Montgomery","Montgomery County, Alabama","United States"
"Bill Jones","1966-09-10","Abilene","Texas","United States"
"Tony Brown","1995-07-13","Beaumont","Texas","United States"
"Jack Johnson","1909-11-28","Grantsville","Tooele County, Utah","United States"
"Robert Davis","1921-09-26","Monongahela","Washington County, Pennsylvania","United States"
"Tom Pratt","1935-06-21","Edgerton","Wisconsin","United States"
"Colin David Jones","1987-10-27","Bridgeport","Wise County, Texas","United States"
"Ryan Moore","1983-12-08","Orlando","Orange County, Florida","United States"
"Vincent Brown","1989-01-25","Upland","California","United States"
"David Parry","1992-03-07","Carrollton","Collin County, Texas","United States"
"James Morris","1991-11-20","Solon","Johnson County, Iowa","United States"
"Scott Chandler","1985-07-23","Bedford","Tarrant County, Texas","United States"
"Dexter Jackson","1977-07-28","Quincy","Florida","United States"
"Ed Taylor","1953-05-13","Memphis","Shelby County, Tennessee","United States"
"Simon Fletcher","1962-02-18","Bay City","Texas","United States"
"Timothy Brown","1937-05-24","Richmond","Wayne County, Indiana","United States"
"Jeff Lee","1955-05-23","Racine","Wisconsin","United States"
"Ted Robinson","1923-05-17","Long Beach","California","United States"
"Frank Williams","1936-12-14","Ashburn","Turner County, Georgia","United States"
"Robert Stone","1968-08-15","Palm Springs","California","United States"
"Paul Rudolph","1918-10-23","Elkton","Todd County, Kentucky","United States"
"Paul Rudolph","1918-10-23","Elkton","Kentucky","United States"
"Ken Carpenter","1913-04-19","Compton","California","United States"
"Frank Williams","1936-12-14","Ashburn","Georgia (U.S. state)","United States"
"David Smith","1906-03-09","Decatur","Adams County, Indiana","United States"
"Barbara Morgan","1900-07-08","Buffalo","Wilson County, Kansas","United States"
"Roger Brown","1941-12-10","Hamilton","Alabama","United States"
"Roger Brown","1941-12-10","Hamilton","Marion County, Alabama","United States"
"Daniel Parker","1959-11-18","Portland","Washington County, Oregon","United States"
"Mark Wilson","1943-05-13","Cottage Grove","Lane County, Oregon","United States"
"Ann Hamilton","1956-06-22","Lima","Ohio","United States"
"John Paul Jones","1924-11-18","Indianola","Iowa","United States"
"Walter Pierce","1930-11-11","Cambridge","Massachusetts","United States"
"Brian Smith","1959-07-16","Ames","Story County, Iowa","United States"
"Jack Mitchell","1925-09-13","Key West","Monroe County, Florida","United States"
"Robert Watts","1923-06-14","Burlington","Iowa","United States"
"Mike Kelley","1954-10-27","Wayne","Wayne County, Michigan","United States"
"Daniel Parker","1959-11-18","Portland","Oregon","United States"
"Brian Smith","1959-07-16","Ames","Iowa","United States"
"Jim Warren","1949-11-24","Long Beach","California","United States"
"Barbara Morgan","1900-07-08","Buffalo","Kansas","United States"
"Joshua Field","1973-10-27","North Adams","Massachusetts","United States"
"David Carson","1955-09-08","Corpus Christi","Nueces County, Texas","United States"
"Shirley Jaffe","1923-10-02","Elizabeth","Union County, New Jersey","United States"
"Greg Roberts","1969-09-18","Bloomington","Indiana","United States"
"Thomas Miller","1920-12-24","Bristol","Virginia","United States"
"Sam Smith","1918-02-11","Thorndale","Milam County, Texas","United States"
"Michael O'Brien","1950-06-27","Memphis","Tennessee","United States"
"John Hoover","1919-10-13","Cordova","Alaska","United States"
"John Chamberlain","1927-04-16","Rochester","Indiana","United States"
"Robert Watts","1923-06-14","Burlington","Des Moines County, Iowa","United States"
"Shirley Jaffe","1923-10-02","Elizabeth","New Jersey","United States"
"Daniel Parker","1959-11-18","Portland","Multnomah County, Oregon","United States"
"Eugene Bennett","1921-12-20","Central Point","Oregon","United States"
"Mark Wilson","1943-05-13","Cottage Grove","Oregon","United States"
"John Paul Jones","1924-11-18","Indianola","Warren County, Iowa","United States"
"Michael O'Brien","1950-06-27","Memphis","Shelby County, Tennessee","United States"
"Paul Alexander","1937-09-03","Richmond","Wayne County, Indiana","United States"
"David Carson","1955-09-08","Corpus Christi","Kleberg County, Texas","United States"
"David Carson","1955-09-08","Corpus Christi","Texas","United States"
"Eugene Bennett","1921-12-20","Central Point","Jackson County, Oregon","United States"
"John McDermott","1919-08-30","Pueblo","Colorado","United States"
"Walter Pierce","1930-11-11","Cambridge","Middlesex County, Massachusetts","United States"
"Ann Hamilton","1956-06-22","Lima","Allen County, Ohio","United States"
"David Smith","1906-03-09","Decatur","Indiana","United States"
"Michael Bowen","1937-12-08","Beverly Hills","California","United States"
"Jack Mitchell","1925-09-13","Key West","Florida","United States"
"Joshua Field","1973-10-27","North Adams","Berkshire County, Massachusetts","United States"
"Daniel Parker","1959-11-18","Portland","Clackamas County, Oregon","United States"
"Alan Chin","1987-10-15","Berkeley","California","United States"
"Greg Roberts","1969-09-18","Bloomington","Monroe County, Indiana","United States"
"Robert Irwin","1928-09-12","Long Beach","California","United States"
"Tim O'Brien","1964-11-16","New Haven","Connecticut","United States"
"Mike Kelley","1954-10-27","Wayne","Michigan","United States"
"Edward Hagedorn","1902-01-26","Oakland","California","United States"
"John McDermott","1919-08-30","Pueblo","Pueblo County, Colorado","United States"
"John Chamberlain","1927-04-16","Rochester","Fulton County, Indiana","United States"
"David Campbell","1936-03-31","Takoma Park","Maryland","United States"
"William Armstrong","1938-05-08","Newark","Essex County, New Jersey","United States"
"Paul Alexander","1937-09-03","Richmond","Indiana","United States"
"Dana Levin","1969-06-26","Alexandria","Virginia","United States"
"Kanae Yamamoto","1882-10-24","Okazaki","Aichi Prefecture","Japan"
"Sam Smith","1918-02-11","Thorndale","Williamson County, Texas","United States"
"David Carson","1955-09-08","Corpus Christi","Aransas County, Texas","United States"
"Mark Jenkins","1970-10-07","Alexandria","Virginia","United States"
"John Duncan","1953-06-17","Wichita","Sedgwick County, Kansas","United States"
"Sam Smith","1918-02-11","Thorndale","Texas","United States"
"David Carson","1955-09-08","Corpus Christi","San Patricio County, Texas","United States"
"William Armstrong","1938-05-08","Newark","New Jersey","United States"
"David Lee","1982-07-21","Whittier","California","United States"
"John Duncan","1953-06-17","Wichita","Kansas","United States"
"Paul Drayton","1939-05-08","Glen Cove","Nassau County, New York","United States"
"Robert Marx","1956-09-25","Portland","Clackamas County, Oregon","United States"
"Christian Taylor","1990-06-18","Fayetteville","Georgia (U.S. state)","United States"
"Charles Reid","1990-04-12","Mont-Tremblant","Laurentides","Canada"
"Sheila Armstrong","1949-11-26","Upland","California","United States"
"Andrew Evans","1991-01-25","Portage","Kalamazoo County, Michigan","United States"
"John Barnhill","1903-02-23","Savannah","Tennessee","United States"
"James King","1943-02-09","Akron","Ohio","United States"
"John Jackson","1885-02-14","Lincoln","Lancaster County, Nebraska","United States"
"Steve Scott","1956-05-05","Upland","California","United States"
"Scott Taylor","1945-05-08","Portland","Clackamas County, Oregon","United States"
"William Wynne","1990-01-30","Marietta","Georgia (U.S. state)","United States"
"Ernie Johnson","1926-01-29","Berkeley","California","United States"
"Thomas Scott","1833-01-03","Warren","Trumbull County, Ohio","United States"
"Eric Harris","1991-06-07","Marietta","Georgia (U.S. state)","United States"
"Sarah Clark","1978-01-03","Durham","County Durham","United Kingdom"
"Vernon Smith","1908-01-14","Macon","Georgia (U.S. state)","United States"
"Robert Simpson","1892-05-25","Bosworth","Missouri","United States"
"Thomas Jeter","1898-08-25","Florence","Lauderdale County, Alabama","United States"
"Jack London","1905-01-13","Georgetown","Demerara-Mahaica","Guyana"
"Jesse Williams","1983-12-27","Modesto","California","United States"
"Dick Hanley","1894-11-19","Cloquet","Carlton County, Minnesota","United States"
"Edwin Anderson","1886-11-26","Eutaw","Alabama","United States"
"Robert Marx","1956-09-25","Portland","Washington County, Oregon","United States"
"Brad Walker","1981-06-21","Aberdeen","Brown County, South Dakota","United States"
"John Noel","1888-02-06","Nashville","Davidson County, Tennessee","United States"
"John Boles","1888-01-31","Fort Smith","Sebastian County, Arkansas","United States"
"Akira Matsunaga","1948-08-08","Shizuoka","Shizuoka Prefecture","Japan"
"David Collins","1969-10-12","Thousand Oaks","California","United States"
"Luke Watson","1980-08-20","Stillwater","Washington County, Minnesota","United States"
"Thomas Jeter","1898-08-25","Florence","Alabama","United States"
"Chris Ward","1978-12-11","Galveston","Galveston County, Texas","United States"
"Jeff Richards","1924-11-01","Portland","Multnomah County, Oregon","United States"
"Fred Kelly","1891-09-12","Beaumont","California","United States"
"John Cashman","1972-07-13","San Rafael","California","United States"
"Bob Simmons","1948-06-13","Livingston","Alabama","United States"
"Billy Martin","1956-12-25","Evanston","Illinois","United States"
"Wally Grant","1927-12-08","Leonidas","Minnesota","United States"
"Don Miller","1902-03-29","Defiance","Ohio","United States"
"Brad Walker","1981-06-21","Aberdeen","South Dakota","United States"
"Mark Albert Fuller","1961-03-25","Roseville","California","United States"
"William Wynne","1990-01-30","Marietta","Cobb County, Georgia","United States"
"John Marshall","1963-11-05","Plainfield","New Jersey","United States"
"Alice Brown","1960-09-20","Jackson","Hinds County, Mississippi","United States"
"Alice Brown","1960-09-20","Jackson","Madison County, Mississippi","United States"
"Vernon Smith","1908-01-14","Macon","Bibb County, Georgia","United States"
"Ted Nash","1932-10-29","Melrose","Middlesex County, Massachusetts","United States"
"Louis Scott","1889-11-16","Paterson","Passaic County, New Jersey","United States"
"Jeff Richards","1924-11-01","Portland","Clackamas County, Oregon","United States"
"William Bell","1902-12-25","Creston","Union County, Iowa","United States"
"Jeff Richards","1924-11-01","Portland","Washington County, Oregon","United States"
"Christian Taylor","1990-06-18","Fayetteville","Fayette County, Georgia","United States"
"Jim George","1935-06-01","Akron","Summit County, Ohio","United States"
"John Mann","1985-06-27","Beverly Hills","California","United States"
"William Martin","1866-05-13","Elizabeth","New Jersey","United States"
"John Noel","1888-02-06","Nashville","Tennessee","United States"
"Al Michaels","1911-11-14","DuBois","Clearfield County, Pennsylvania","United States"
"Scott Owens","1956-03-07","Madison","Dane County, Wisconsin","United States"
"Robert Simpson","1892-05-25","Bosworth","Carroll County, Missouri","United States"
"Charles Richards","1945-03-19","Tacoma","Pierce County, Washington","United States"
"Sherman Hall","1885-05-11","Cambridge","Middlesex County, Massachusetts","United States"
"Sherman Hall","1885-05-11","Cambridge","Massachusetts","United States"
"Chris Ward","1978-12-11","Galveston","Texas","United States"
"Jeff Richards","1924-11-01","Portland","Oregon","United States"
"Jeffrey McLaughlin","1965-10-31","Summit","Union County, New Jersey","United States"
"John Napier","1986-12-12","Schenectady","Schenectady County, New York","United States"
"Paul Drayton","1939-05-08","Glen Cove","New York","United States"
"Robert Marx","1956-09-25","Portland","Oregon","United States"
"James Ferguson","1949-04-27","Kokomo","Howard County, Indiana","United States"
"Timothy O'Donnell","1980-10-01","Orlando","Orange County, Florida","United States"
"Tom Price","1933-05-28","Long Branch","New Jersey","United States"
"Thomas Carr","1905-08-09","Butte","Montana","United States"
"James Flynn","1907-08-08","Paterson","New Jersey","United States"
"Scott Taylor","1945-05-08","Portland","Multnomah County, Oregon","United States"
"Michelle Carter","1985-10-12","San Jose","California","United States"
"Jerome Davis","1977-08-22","Ridgecrest","California","United States"
"Julie Smith","1968-05-10","Glendora","California","United States"
"Thomas Scott","1833-01-03","Warren","Ohio","United States"
"Alice Brown","1960-09-20","Jackson","Rankin County, Mississippi","United States"
"James Smith","1931-11-20","Waltham","Middlesex County, Massachusetts","United States"
"Ryan Martin","1989-03-23","Lake Forest","California","United States"
"Jim Lind","1947-11-11","Isle","Minnesota","United States"
"George Lambert","1928-09-01","Hampton","Franklin County, Iowa","United States"
"Charles Davis","1927-02-12","Hazard","Perry County, Kentucky","United States"
"Stephan James","1993-06-13","Georgetown","Demerara-Mahaica","Guyana"
"Barry Wilson","1943-05-12","Savannah","Georgia (U.S. state)","United States"
"Charles Clark","1987-08-10","Virginia Beach","Virginia","United States"
"John McKenna","1914-11-12","Lawrence","Massachusetts","United States"
"Richard Browne","1991-07-09","Jackson","Madison County, Mississippi","United States"
"Richard Browne","1991-07-09","Jackson","Rankin County, Mississippi","United States"
"Richard Browne","1991-07-09","Jackson","Mississippi","United States"
"Andrew Love","1941-11-21","Memphis","Tennessee","United States"
"William Clarke","1951-03-21","Inglewood","California","United States"
"Jim George","1935-06-01","Akron","Ohio","United States"
"Jay Clark","1880-01-25","Newton","Iowa","United States"
"John Jackson","1885-02-14","Lincoln","Nebraska","United States"
"Oscar Acosta","1957-03-21","Portales","New Mexico","United States"
"Tom Price","1933-05-28","Long Branch","Monmouth County, New Jersey","United States"
"Wally Grant","1927-12-08","Leonidas","St. Louis County, Minnesota","United States"
"Thomas Smith","1931-10-30","Sabinal","Texas","United States"
"Frank Cavanaugh","1876-04-28","Worcester","Worcester County, Massachusetts","United States"
"Edward Cook","1889-11-27","Chillicothe","Ohio","United States"
"Edward Cook","1888-11-27","Chillicothe","Ohio","United States"
"John Rambo","1943-08-09","Atlanta","Cass County, Texas","United States"
"Edward Cook","1889-11-27","Chillicothe","Ross County, Ohio","United States"
"Edward Cook","1888-11-27","Chillicothe","Ross County, Ohio","United States"
"John Marshall","1963-11-05","Plainfield","Union County, New Jersey","United States"
"Alice Brown","1960-09-20","Jackson","Mississippi","United States"
"Greg Shaw","1990-02-28","Cape Canaveral","Brevard County, Florida","United States"
"John Forman","1925-04-27","Jackson","Hinds County, Mississippi","United States"
"John Forman","1925-04-27","Jackson","Madison County, Mississippi","United States"
"John Forman","1925-04-27","Jackson","Rankin County, Mississippi","United States"
"Greg Shaw","1990-02-28","Cape Canaveral","Florida","United States"
"John Forman","1925-04-27","Jackson","Mississippi","United States"
"Eric Harris","1991-06-07","Marietta","Cobb County, Georgia","United States"
"Greg Bell","1930-11-07","Terre Haute","Vigo County, Indiana","United States"
"Adam Wright","1977-05-04","Huntington Beach","California","United States"
"Ralph Williams","1900-08-24","Quincy","Norfolk County, Massachusetts","United States"
"Ralph Williams","1900-08-24","Quincy","Massachusetts","United States"
"Susan Williams","1969-06-17","Long Beach","California","United States"
"Edwin Anderson","1886-11-26","Eutaw","Greene County, Alabama","United States"
"David Roberts","1951-07-23","Stillwater","Payne County, Oklahoma","United States"
"Bill Green","1960-04-28","Laurel","Prince George's County, Maryland","United States"
"William Bell","1902-12-25","Creston","Iowa","United States"
"Richard Browne","1991-07-09","Jackson","Hinds County, Mississippi","United States"
"Marcus Rowland","1990-03-11","Spartanburg","South Carolina","United States"
"Bud Moore","1939-10-16","Birmingham","Alabama","United States"
"Bud Moore","1939-10-16","Birmingham","Shelby County, Alabama","United States"
"James Ferguson","1949-04-27","Kokomo","Indiana","United States"
"Paul Kemp","1931-02-09","Waterloo","Iowa","United States"
"John Parker","1946-09-13","Long Beach","California","United States"
"James King","1943-02-09","Akron","Summit County, Ohio","United States"
"John Boles","1888-01-31","Fort Smith","Arkansas","United States"
"William Martin","1866-05-13","Elizabeth","Union County, New Jersey","United States"
"Scott Taylor","1945-05-08","Portland","Washington County, Oregon","United States"
"Jack Mitchell","1923-12-03","Arkansas City","Kansas","United States"
"Scott Owens","1956-03-07","Madison","Wisconsin","United States"
"Charles Davis","1927-02-12","Hazard","Kentucky","United States"
"George Lambert","1928-09-01","Hampton","Iowa","United States"
"Frederick Weber","1905-12-01","Kalamazoo","Michigan","United States"
"Frederick Weber","1905-12-01","Kalamazoo","Kalamazoo County, Michigan","United States"
"Clyde Williams","1879-03-24","Shelby","Shelby County, Iowa","United States"
"Clyde Williams","1879-03-24","Shelby","Iowa","United States"
"John Foster","1936-09-13","Muskegon","Michigan","United States"
"Robert Marx","1956-09-25","Portland","Multnomah County, Oregon","United States"
"James Stanley","1978-11-12","Jackson","Jackson County, Michigan","United States"
"Harold Hunt","1907-12-12","Milford","Geary County, Kansas","United States"
"John McLean","1878-01-10","Menominee","Michigan","United States"
"John Parker","1946-09-13","Newport","Rhode Island","United States"
"John Parker","1946-09-13","Newport","Newport County, Rhode Island","United States"
"Scott Taylor","1945-05-08","Portland","Oregon","United States"
"Seth Morrison","1973-11-30","Murray","Calloway County, Kentucky","United States"
"Ben Adams","1890-03-31","Newark","New Jersey","United States"
"Tommy Jones","1954-10-13","Stockton","California","United States"
"David Roberts","1951-07-23","Stillwater","Oklahoma","United States"
"Jeffrey McLaughlin","1965-10-31","Summit","New Jersey","United States"
"Marcus Rowland","1990-03-11","Spartanburg","Spartanburg County, South Carolina","United States"
"Richard Meredith","1932-12-22","South Bend","St. Joseph County, Indiana","United States"
"Richard Meredith","1932-12-22","South Bend","Indiana","United States"
"Larry Smith","1939-09-12","Van Wert","Ohio","United States"
"Patricia Roberts","1955-06-14","Monroe","Georgia (U.S. state)","United States"
"Earl Young","1941-02-14","San Fernando","California","United States"
"Andrew Love","1941-11-21","Memphis","Shelby County, Tennessee","United States"
"Patricia Roberts","1955-06-14","Monroe","Walton County, Georgia","United States"
"Lloyd Butler","1924-11-11","Sparks","Nevada","United States"
"Frank Thomas","1898-11-15","Muncie","Indiana","United States"
"Jay Clark","1880-01-25","Newton","Jasper County, Iowa","United States"
"James Robinson","1954-08-27","Oakland","California","United States"
"Thomas Smith","1931-10-30","Sabinal","Uvalde County, Texas","United States"
"Larry Jones","1933-12-18","Pottsville","Arkansas","United States"
"Brian Alexander","1983-05-03","Santa Ana","California","United States"
"Brian Lewis","1974-12-05","Sacramento","California","United States"
"Lawrence Johnson","1974-05-07","Norfolk","Virginia","United States"
"Charlotte Morgan","1988-06-05","Riverside","California","United States"
"Jerry Moore","1939-07-18","Bonham","Fannin County, Texas","United States"
"Jerry Moore","1939-07-18","Bonham","Texas","United States"
"Luke Watson","1980-08-20","Stillwater","Minnesota","United States"
"Gary Campbell","1951-02-15","Ennis","Ellis County, Texas","United States"
"Charles Richards","1945-03-19","Tacoma","Washington (state)","United States"
"Louis Scott","1889-11-16","Paterson","New Jersey","United States"
"Ben Adams","1890-03-31","Newark","Essex County, New Jersey","United States"
"Brian Martin","1974-01-19","Palo Alto","California","United States"
"Jim Gilstrap","1942-05-11","South Bend","St. Joseph County, Indiana","United States"
"Jim Gilstrap","1942-05-11","South Bend","Indiana","United States"
"Andrew Evans","1991-01-25","Portage","Michigan","United States"
"Kim Jones","1958-05-02","Sonoma","California","United States"
"Timothy O'Donnell","1980-10-01","Orlando","Florida","United States"
"John Rambo","1943-08-09","Atlanta","Texas","United States"
"James Clark","1936-01-08","Borger","Hutchinson County, Texas","United States"
"Seth Morrison","1973-11-30","Murray","Kentucky","United States"
"Daniel Walsh","1979-05-31","Norwalk","Connecticut","United States"
"Fred Kelly","1891-09-12","Orange","California","United States"
"Pat Jones","1947-11-04","Memphis","Shelby County, Tennessee","United States"
"Gordon Kirkland","1904-07-26","Durham","Durham County, North Carolina","United States"
"Gordon Kirkland","1904-07-26","Durham","Orange County, North Carolina","United States"
"Gordon Kirkland","1904-07-26","Durham","Wake County, North Carolina","United States"
"Lloyd Butler","1924-11-11","Sparks","Washoe County, Nevada","United States"
"Ryan Hall","1982-10-14","Kirkland","Washington (state)","United States"
"Randy Walker","1954-05-29","Troy","Miami County, Ohio","United States"
"Oscar Acosta","1957-03-21","Portales","Roosevelt County, New Mexico","United States"
"James Flynn","1907-08-08","Paterson","Passaic County, New Jersey","United States"
"Thomas Carr","1905-08-09","Butte","Silver Bow County, Montana","United States"
"Bob Woodruff","1916-03-14","Athens","Clarke County, Georgia","United States"
"John Patrick","1898-11-25","Palo Alto","California","United States"
"James Smith","1931-11-20","Waltham","Massachusetts","United States"
"James Clark","1936-01-08","Borger","Texas","United States"
"Gary Campbell","1951-02-15","Ennis","Texas","United States"
"Curtis Johnson","1973-12-24","Palmetto","Florida","United States"
"Ted Nash","1932-10-29","Melrose","Massachusetts","United States"
"Sam Boyd","1914-08-12","Rockwall","Rockwall County, Texas","United States"
"Fred Taylor","1920-04-30","Gunter","Grayson County, Texas","United States"
"John Foster","1936-09-13","Muskegon","Muskegon County, Michigan","United States"
"Ryan Hall","1982-10-14","Kirkland","King County, Washington","United States"
"Paul Kemp","1931-02-09","Waterloo","Black Hawk County, Iowa","United States"
"Mark Thompson","1951-07-09","Cartersville","Georgia (U.S. state)","United States"
"Christopher Stevens","1967-11-29","Eugene","Lane County, Oregon","United States"
"William Miller","1957-01-03","Rison","Cleveland County, Arkansas","United States"
"Christopher Stevens","1967-11-29","Eugene","Oregon","United States"
"Jack Hill","1932-10-17","Ogden","Weber County, Utah","United States"
"Mickey Thomas","1949-12-03","Cairo","Grady County, Georgia","United States"
"Mickey Thomas","1949-12-03","Cairo","Georgia (U.S. state)","United States"
"Dale Watson","1962-10-07","Birmingham","Jefferson County, Alabama","United States"
"Howard Armstrong","1909-03-04","Dayton","Tennessee","United States"
"Howard Armstrong","1909-03-04","Dayton","Rhea County, Tennessee","United States"
"Jim Ellis","1945-03-25","Tulare","California","United States"
"George Harper","1892-06-24","Arlington","Kentucky","United States"
"Dave Williams","1881-02-07","Scranton","Pennsylvania","United States"
"David Hale","1987-09-27","Marietta","Cobb County, Georgia","United States"
"Joe Harris","1882-02-01","Melrose","Middlesex County, Massachusetts","United States"
"Chris Martin","1986-06-02","Arlington","Texas","United States"
"Cozy Dolan","1889-12-23","Oshkosh","Winnebago County, Wisconsin","United States"
"Mark Lewis","1969-11-30","Hamilton","Butler County, Ohio","United States"
