"city","state"
"St. Albans","Vermont, VT"
"St. Cloud","Minnesota, MN"
"St. Louis","Missouri, MO"
"St. Petersburg","Florida, FL"
"Staten Island","New York, NY"
"Sugar Land","Texas, TX"
"Sumner","Missouri, MO"
"Sumner","Washington, WA"
"Sunnyvale","California, CA"
"Sylacauga","Alabama, AL"
"Tacoma","Washington, WA"
"Talent","Oregon, OR"
"Tallahassee","Florida, FL"
"Taos","New Mexico, NM"
"Tarpon Springs","Florida, FL"
"Taunton","Massachusetts, MA"
"Telluride","Colorado, CO"
"Terlingua","Texas, TX"
"Terre Haute","Indiana, IN"
"Texarkana","Arkansas, AR"
"Texas City","Texas, TX"
"Thomasville","North Carolina, NC"
"Toledo","Ohio, OH"
"Towner","North Dakota, ND"
"Traverse City","Michigan, MI"
"Tucson","Arizona, AZ"
"Tulsa","Oklahoma, OK"
"Tuscaloosa","Alabama, AL"
"Tuskegee","Alabama, AL"
"Tyler","Texas, TX"
"Unadilla","Nebraska, NE"
"Valdosta","Georgia, GA"
"Valparaiso","Indiana, IN"
"Victoria","Texas, TX"
"Waco","Texas, TX"
"Walla Walla","Washington, WA"
"Wallace","Idaho, ID"
"Waltham","Massachusetts, MA"
"Warrensburg","Missouri, MO"
"Wartrace","Tennessee, TN"
"Warwick","Georgia, GA"
"Warwick","Rhode Island, RI"
"Wasco","California, CA"
"Watsonville","California, CA"
"Waynesboro","Georgia, GA"
"Weatherford","Texas, TX"
"Weirton","West Virginia, WV"
"Westfield","Massachusetts, MA"
"Wetumpka","Alabama, AL"
"Willard","Ohio, OH"
"Williamsburg","Virginia, VA"
"Willimantic","Connecticut, CT"
"Wills Point","Texas, TX"
"Wilmington","Delaware, DE"
"Wilmington","Illinois, IL"
"Wilmington","Ohio, OH"
"Winfield","Alabama, AL"
"Winnemucca","Nevada, NV"
"Winooski","Vermont, VT"
"Winston-Salem","North Carolina, NC"
"Worcester","Massachusetts, MA"
"Worthington","Minnesota, MN"
"Xenia","Ohio, OH"
"Yakima","Washington, WA"
"Yonkers","New York, NY"
"Yorba Linda","California, CA"
"Yuba City","California, CA"
"Zanesville","Ohio, OH"
