"city","state"
"Plymouth","Massachusetts, MA"
"Pocatello","Idaho, ID"
"Ponchatoula","Louisiana, LA"
"Portland","Oregon, OR"
"Preston","Minnesota, MN"
"Provo","Utah, UT"
"Pueblo","Colorado, CO"
"Punxsutawney","Pennsylvania, PA"
"Purcell","Oklahoma, OK"
"Quincy","Illinois, IL"
"Quitman","Texas, TX"
"Radford","Virginia, VA"
"Raleigh","North Carolina, NC"
"Rayne","Louisiana, LA"
"Redwood City","California, CA"
"Reedley","California, CA"
"Rehoboth Beach","Delaware, DE"
"Reno","Nevada, NV"
"Rhinebeck","New York, NY"
"Rochester","New Hampshire, NH"
"Rockland","Maine, ME"
"Roscoe","New York, NY"
"Rumney","New Hampshire, NH"
"Sacramento","California, CA"
"Saint Paul","Minnesota, MN"
"Salem","Massachusetts, MA"
"San Angelo","Texas, TX"
"San Diego","California, CA"
"San Francisco","California, CA"
"San Jose","California, CA"
"Sandersville","Georgia, GA"
"Sanger","California, CA"
"Sansom Park","Texas, TX"
"Santa Monica","California, CA"
"Santa Rosa","New Mexico, NM"
"Sarasota","Florida, FL"
"Savannah","Georgia, GA"
"Schenectady","New York, NY"
"Scranton","Pennsylvania, PA"
"Seaside Heights","New Jersey, NJ"
"Sedalia","Missouri, MO"
"Sedona","Arizona, AZ"
"Severance","Colorado, CO"
"Sierra Vista","Arizona, AZ"
"Siloam Springs","Arkansas, AR"
"Sioux City","Iowa, IA"
"Slocomb","Alabama, AL"
"Soldiers Grove","Wisconsin, WI"
"Solvang","California, CA"
"Somerville","Massachusetts, MA"
"South Haven","Michigan, MI"
"Springfield","Missouri, MO"
"St. Albans","Vermont, VT"
"St. Martinville","Louisiana, LA"
"St. Petersburg","Florida, FL"
"Stamford","Connecticut, CT"
"Staten Island","New York, NY"
"Stilwell","Oklahoma, OK"
"Stockton","California, CA"
"Stuttgart","Arkansas, AR"
"Sugarcreek","Ohio, OH"
"Sumner","Missouri, MO"
"Sylacauga","Alabama, AL"
"Tacoma","Washington, WA"
"Talent","Oregon, OR"
"Tallahassee","Florida, FL"
"Taos","New Mexico, NM"
"Tarpon Springs","Florida, FL"
"Tarryall","Colorado, CO"
"Taunton","Massachusetts, MA"
"Telluride","Colorado, CO"
"Terre Haute","Indiana, IN"
"Texas City","Texas, TX"
"Thomasville","North Carolina, NC"
"Toledo","Ohio, OH"
"Tombstone","Arizona, AZ"
"Tulsa","Oklahoma, OK"
"Tuscaloosa","Alabama, AL"
"Tuskegee","Alabama, AL"
"Tyler","Texas, TX"
"Valdosta","Georgia, GA"
"Valparaiso","Indiana, IN"
"Victoria","Texas, TX"
"Vidalia","Georgia, GA"
"Waco","Texas, TX"
"Walla Walla","Washington, WA"
"Waltham","Massachusetts, MA"
"Warrensburg","Missouri, MO"
"Warwick","Georgia, GA"
"Warwick","Rhode Island, RI"
"Waterbury","Connecticut, CT"
"Watsonville","California, CA"
"Waynesboro","Georgia, GA"
"Weatherford","Texas, TX"
"Weirton","West Virginia, WV"
"Westfield","New York, NY"
"Willimantic","Connecticut, CT"
"Wilmington","Illinois, IL"
"Wilmington","North Carolina, NC"
"Wilmington","Ohio, OH"
"Winfield","Alabama, AL"
"Winnemucca","Nevada, NV"
"Winston-Salem","North Carolina, NC"
"Worthington","Minnesota, MN"
"Xenia","Ohio, OH"
"Yakima","Washington, WA"
"Yonkers","New York, NY"
"Yorba Linda","California, CA"
"Yuba City","California, CA"
"Yuma","Arizona, AZ"
"Zanesville","Ohio, OH"
