"city","state"
"Waterbury","Connecticut, CT"
"Waynesboro","Georgia, GA"
"Waynesville","Ohio, OH"
"Weirton","West Virginia, WV"
"West Haven","Connecticut, CT"
"Westfield","Massachusetts, MA"
"Westfield","New York, NY"
"Wichita","Kansas, KS"
"Willard","Ohio, OH"
"Williamsburg","Virginia, VA"
"Willimantic","Connecticut, CT"
"Willits","California, CA"
"Wilmington","Delaware, DE"
"Wilmington","Illinois, IL"
"Winfield","Alabama, AL"
"Winooski","Vermont, VT"
"Wisconsin Dells","Wisconsin, WI"
"Xenia","Ohio, OH"
"Yakima","Washington, WA"
"Yonkers","New York, NY"
"Yorba Linda","California, CA"
"Yuba City","California, CA"
"Zanesville","Ohio, OH"
