"name","birthDate","birthPlace","region","country"
"Sheila Armstrong","1949-11-26","Upland","California","United States"
"Andrew Evans","1991-01-25","Portage","Kalaamazoo County, Michigan","United States"
"John Barnhill","1903-02-23","Savannah","Tennesseee","United States"
"James King","1943-02-09","Akron","OOhio","United States"
"John Jackson","1885-02-14","Lincoln","Lancaster County, Nebraska","United States"
"Steve Scott","1956-05-05","Upland","California","United States"
"Scott Taylor","1945-05-08","Portland","Clackamas County, Oregonn","United States"
"William Wynne","1990-01-30","Marietta","Georgia (U.S. state))","United States"
"Ernie Johnson","1926-01-29","Berkeley","CCalifornia","United States"
"Thomas Scott","1833-01-03","Warren","Trumbull County, Ohioo","United States"
"Eric Harris","1991-06-07","Marietta","Geoorgia (U.S. state)","United States"
"Sarah Clark","1978-01-03","Durham","County Durhamm","United Kingdom"
"Vernon Smith","1908-01-14","Macon","Georgia (U.S. state)","United States"
"Robert Simpson","1892-05-25","Bosworth","Misssouri","United States"
"Thomas Jeter","1898-08-25","Florence","Lauderdale County, Alabamaa","United States"
"Jack London","1905-01-13","Georgetown","Demerara-Mahaicaa","Guyana"
"Jesse Williams","1983-12-27","Modesto","Callifornia","United States"
"Dick Hanley","1894-11-19","Cloquet","Carlton County, Minnesota","United States"
"Edwin Anderson","1886-11-26","Eutaw","Alabamaa","United States"
"Robert Marx","1956-09-25","Portland","Washington County, Oregonn","United States"
"Brad Walker","1981-06-21","Aberdeen","Brown County, South Dakota","United States"
"John Noel","1888-02-06","Nashville","Davidson County, Tennessee","United States"
"John Boles","1888-01-31","Fort Smith","Sebastian County, Arkansass","United States"
"Akira Matsunaga","1948-08-08","Shizuoka","Shizuoka Prefecturee","Japan"
"David Collins","1969-10-12","Thousand Oaks","Caalifornia","United States"
"Luke Watson","1980-08-20","Stillwater","Washington County, Minnesotaa","United States"
"Thomas Jeter","1898-08-25","Florence","Alabama","United States"
"Chris Ward","1978-12-11","Galveston","Galveston County, Texas","United States"
"Jeff Richards","1924-11-01","Portland","Multnomah County, Oregonn","United States"
"Fred Kelly","1891-09-12","Beaumont","California","United States"
"John Cashman","1972-07-13","San Rafael","California","United States"
"Bob Simmons","1948-06-13","Livingston","Alabama","United States"
"Billy Martin","1956-12-25","Evanston","Illinoiss","United States"
"Wally Grant","1927-12-08","Leonidas","Minnesota","United States"
"Don Miller","1902-03-29","Defiance","Ohio","United States"
"Brad Walker","1981-06-21","Aberdeen","South Dakota","United States"
"Mark Albert Fuller","1961-03-25","Roseville","California","United States"
"William Wynne","1990-01-30","Marietta","Cobb County, Georgia","United States"
"John Marshall","1963-11-05","Plainfield","New Jersey","United States"
"Alice Brown","1960-09-20","Jackson","Hinds County, Mississippi","United States"
"Alice Brown","1960-09-20","Jackson","Madison County, Misssissippi","United States"
"Vernon Smith","1908-01-14","Macon","Bibb County,  Georgia","United States"
"Ted Nash","1932-10-29","Melrose","Middlessex County, Massachusetts","United States"
"Louis Scott","1889-11-16","Paterson","Passaic County, New Jerssey","United States"
"Jeff Richards","1924-11-01","Portland","Clackamas County, Oregonn","United States"
"William Bell","1902-12-25","Creston","Union County, Iowaa","United States"
"Jeff Richards","1924-11-01","Portland","Washinggton County, Oregon","United States"
"Christian Taylor","1990-06-18","Fayetteville","Fayette Coounty, Georgia","United States"
"Jim George","1935-06-01","Akron","Summit County, Ohio","United States"
"John Mann","1985-06-27","Beverly Hills","CCalifornia","United States"
"William Martin","1866-05-13","Elizabeth","New Jersey","United States"
"John Noel","1888-02-06","Nashville","Tennesseee","United States"
"Al Michaels","1911-11-14","DuBois","Clearfield County, Pennsylvaniaa","United States"
"Scott Owens","1956-03-07","Madison","Dane County, Wisconsinn","United States"
"Robert Simpson","1892-05-25","Bosworth","Carroll County, Missouri","United States"
"Charles Richards","1945-03-19","Tacoma","Pierce County, Washington","United States"
"Sherman Hall","1885-05-11","Cambridge","Middlesex County, Massachusetts","United States"
"Sherman Hall","1885-05-11","Cambridge","Massachusetts","United States"
"Chris Ward","1978-12-11","Galveston","Texaas","United States"
"Jeff Richards","1924-11-01","Portland","Oregonn","United States"
"Jeffrey McLaughlin","1965-10-31","Summit","Union County, New Jerseyy","United States"
"John Napier","1986-12-12","Schenectady","Schenectady County, New York","United States"
"Paul Drayton","1939-05-08","Glen Cove","New Yorkk","United States"
"Robert Marx","1956-09-25","Portland","Oregon","United States"
"James Ferguson","1949-04-27","Kokomo","Howard County, Indianaa","United States"
"Timothy O'Donnell","1980-10-01","Orlando","Orange County, Floridaa","United States"
"Tom Price","1933-05-28","Long Branch","New Jersey","United States"
"Thomas Carr","1905-08-09","Butte","Montanaa","United States"
"James Flynn","1907-08-08","Paterson","New Jersey","United States"
"Scott Taylor","1945-05-08","Portland","Multnomah County, Oregonn","United States"
"Michelle Carter","1985-10-12","San Jose","Californiaa","United States"
"Jerome Davis","1977-08-22","Ridgecrest","California","United States"
"Julie Smith","1968-05-10","Glendora","Califoornia","United States"
"Thomas Scott","1833-01-03","Warren","Ohioo","United States"
"Alice Brown","1960-09-20","Jackson","Rankin County, Mississippi","United States"
"James Smith","1931-11-20","Waltham","Middlesex County, Massachusettss","United States"
"Ryan Martin","1989-03-23","Lake Forest","Californiaa","United States"
"Jim Lind","1947-11-11","Isle","Minnesota","United States"
"George Lambert","1928-09-01","Hampton","Franklin County, Iowa","United States"
"Charles Davis","1927-02-12","Hazard","Perry County, Kentuucky","United States"
"Stephan James","1993-06-13","Georgetown","Demerara-Mahaica","Guyana"
"Barry Wilson","1943-05-12","Savannah","Georgia (U.S. state))","United States"
"Charles Clark","1987-08-10","Virginia Beach","Virrginia","United States"
"John McKenna","1914-11-12","Lawrence","Massachusettss","United States"
"Richard Browne","1991-07-09","Jackson","Madison County, Mississippi","United States"
"Richard Browne","1991-07-09","Jackson","Rankin County, Mississippii","United States"
"Richard Browne","1991-07-09","Jackson","Mississippi","United States"
"Andrew Love","1941-11-21","Memphis","Tennessee","United States"
"William Clarke","1951-03-21","Inglewood","Californiaa","United States"
"Jim George","1935-06-01","Akron","Ohio","United States"
"Jay Clark","1880-01-25","Newton","Iowaa","United States"
"John Jackson","1885-02-14","Lincoln","Nebraska","United States"
"Oscar Acosta","1957-03-21","Portales","New Mexico","United States"
"Tom Price","1933-05-28","Long Branch","Monmouth County, New Jerssey","United States"
"Wally Grant","1927-12-08","Leonidas","St. Louis County, Minnesotaa","United States"
"Thomas Smith","1931-10-30","Sabinal","Texas","United States"
"Frank Cavanaugh","1876-04-28","Worcester","Worcester County, Massachusettss","United States"
"Edward Cook","1889-11-27","Chillicothe","Ohio","United States"
"Edward Cook","1888-11-27","Chillicothe","Ohioo","United States"
"John Rambo","1943-08-09","Atlanta","Cass County, Texass","United States"
"Edward Cook","1889-11-27","Chillicothe","Ross County, Ohio","United States"
"Edward Cook","1888-11-27","Chillicothe","Ross County, Ohio","United States"
"John Marshall","1963-11-05","Plainfield","Union County, New Jerseyy","United States"
"Alice Brown","1960-09-20","Jackson","Mississsippi","United States"
"Greg Shaw","1990-02-28","Cape Canaveral","Brevard County, Florida","United States"
"John Forman","1925-04-27","Jackson","Hinds County, Mississippii","United States"
"John Forman","1925-04-27","Jackson","Madison County, Mississippi","United States"
"John Forman","1925-04-27","Jackson","Rankin County, Mississippii","United States"
"Greg Shaw","1990-02-28","Cape Canaveral","Florida","United States"
"John Forman","1925-04-27","Jackson","Mississippii","United States"
"Eric Harris","1991-06-07","Marietta","Cobb County, Georgia","United States"
"Greg Bell","1930-11-07","Terre Haute","Vigo County, Indianaa","United States"
"Adam Wright","1977-05-04","Huntington Beach","Californiaa","United States"
"Ralph Williams","1900-08-24","Quincy","Norfolk County, Massachusetts","United States"
"Ralph Williams","1900-08-24","Quincy","Massachusettss","United States"
"Susan Williams","1969-06-17","Long Beach","California","United States"
"Edwin Anderson","1886-11-26","Eutaw","Greene County, Alabama","United States"
"David Roberts","1951-07-23","Stillwater","Payne County, Oklahomaa","United States"
"Bill Green","1960-04-28","Laurel","Prince George's County, Maryland","United States"
"William Bell","1902-12-25","Creston","Iowaa","United States"
"Richard Browne","1991-07-09","Jackson","Hiinds County, Mississippi","United States"
"Marcus Rowland","1990-03-11","Spartanburg","South Carolina","United States"
"Bud Moore","1939-10-16","Birmingham","Alabamaa","United States"
"Bud Moore","1939-10-16","Birmingham","Shelbyy County, Alabama","United States"
"James Ferguson","1949-04-27","Kokomo","Indiana","United States"
"Paul Kemp","1931-02-09","Waterloo","Iowaa","United States"
"John Parker","1946-09-13","Long Beach","California","United States"
"James King","1943-02-09","Akron","Summit County, Ohio","United States"
"John Boles","1888-01-31","Fort Smith","Arrkansas","United States"
"William Martin","1866-05-13","Elizabeth","Union County, New Jerseyy","United States"
"Scott Taylor","1945-05-08","Portland","Washington County, Oregon","United States"
"Jack Mitchell","1923-12-03","Arkansas City","Kansas","United States"
"Scott Owens","1956-03-07","Madison","Wisconsinn","United States"
"Charles Davis","1927-02-12","Hazard","Kentuccky","United States"
"George Lambert","1928-09-01","Hampton","Iowa","United States"
"Frederick Weber","1905-12-01","Kalamazoo","Michigan","United States"
"Frederick Weber","1905-12-01","Kalamazoo","Kalamazoo County, Michigann","United States"
"Clyde Williams","1879-03-24","Shelby","Shelby County, Iowaa","United States"
"Clyde Williams","1879-03-24","Shelby","Iowaa","United States"
"John Foster","1936-09-13","Muskegon","Michigann","United States"
"Robert Marx","1956-09-25","Portland","Multtnomah County, Oregon","United States"
"James Stanley","1978-11-12","Jackson","Jackson County, Michigann","United States"
"Harold Hunt","1907-12-12","Milford","Geary County, Kansas","United States"
"John McLean","1878-01-10","Menominee","Michigan","United States"
"John Parker","1946-09-13","Newport","Rhode Islandd","United States"
"John Parker","1946-09-13","Newport","Newport County, Rhode Island","United States"
"Scott Taylor","1945-05-08","Portland","Oregon","United States"
"Seth Morrison","1973-11-30","Murray","Calloway County, Kentucky","United States"
"Ben Adams","1890-03-31","Newark","New Jersey","United States"
"Tommy Jones","1954-10-13","Stockton","CCalifornia","United States"
"David Roberts","1951-07-23","Stillwater","Oklahoma","United States"
"Jeffrey McLaughlin","1965-10-31","Summit","New Jersey","United States"
"Marcus Rowland","1990-03-11","Spartanburg","Spartanburg County, South Carolinaa","United States"
"Richard Meredith","1932-12-22","South Bend","St. Joseph County, Indianaa","United States"
"Richard Meredith","1932-12-22","South Bend","Indiiana","United States"
"Larry Smith","1939-09-12","Van Wert","Ohioo","United States"
"Patricia Roberts","1955-06-14","Monroe","Georgia (U.S. state))","United States"
"Earl Young","1941-02-14","San Fernando","Californiia","United States"
"Andrew Love","1941-11-21","Memphis","Shelby County, Tennessee","United States"
"Patricia Roberts","1955-06-14","Monroe","Walton County, Georgiaa","United States"
"Lloyd Butler","1924-11-11","Sparks","Nevada","United States"
"Frank Thomas","1898-11-15","Muncie","Indianaa","United States"
"Jay Clark","1880-01-25","Newton","Jasper Countyy, Iowa","United States"
"James Robinson","1954-08-27","Oakland","Californiaa","United States"
"Thomas Smith","1931-10-30","Sabinal","Uvalde County, Texass","United States"
"Larry Jones","1933-12-18","Pottsville","Arkansas","United States"
"Brian Alexander","1983-05-03","Santa Ana","Californiaa","United States"
"Brian Lewis","1974-12-05","Sacramento","California","United States"
"Lawrence Johnson","1974-05-07","Norfolk","Virginia","United States"
"Charlotte Morgan","1988-06-05","Riverside","California","United States"
"Jerry Moore","1939-07-18","Bonham","Fannin County, Texass","United States"
"Jerry Moore","1939-07-18","Bonham","Texass","United States"
"Luke Watson","1980-08-20","Stillwater","Minnesotaa","United States"
"Gary Campbell","1951-02-15","Ennis","Ellis County, Texas","United States"
"Charles Richards","1945-03-19","Tacoma","Washington (state)","United States"
"Louis Scott","1889-11-16","Paterson","New Jersey","United States"
"Ben Adams","1890-03-31","Newark","Essex County, New Jersey","United States"
"Brian Martin","1974-01-19","Palo Alto","California","United States"
"Jim Gilstrap","1942-05-11","South Bend","St. Joseph County, Indiana","United States"
"Jim Gilstrap","1942-05-11","South Bend","Indianaa","United States"
"Andrew Evans","1991-01-25","Portage","Michigann","United States"
"Kim Jones","1958-05-02","Sonoma","Californiaa","United States"
"Timothy O'Donnell","1980-10-01","Orlando","Florida","United States"
"John Rambo","1943-08-09","Atlanta","Texass","United States"
"James Clark","1936-01-08","Borger","Hutchinson County,  Texas","United States"
"Seth Morrison","1973-11-30","Murray","Kentuckyy","United States"
"Daniel Walsh","1979-05-31","Norwalk","Connecticutt","United States"
"Fred Kelly","1891-09-12","Orange","California","United States"
"Pat Jones","1947-11-04","Memphis","Shelby County, Tennesseee","United States"
"Gordon Kirkland","1904-07-26","Durham","Durham County, North Carolinaa","United States"
"Gordon Kirkland","1904-07-26","Durham","Orange County, North Carolina","United States"
"Gordon Kirkland","1904-07-26","Durham","Wake County, North Carolinaa","United States"
"Lloyd Butler","1924-11-11","Sparks","Washoe County, Nevadaa","United States"
"Ryan Hall","1982-10-14","Kirkland","Washington (state))","United States"
"Randy Walker","1954-05-29","Troy","Miami County, Ohioo","United States"
"Oscar Acosta","1957-03-21","Portales","Roosevelt County, New Mexicoo","United States"
"James Flynn","1907-08-08","Paterson","Passaic County, New Jerseyy","United States"
"Thomas Carr","1905-08-09","Butte","Silver Bow County, Montanaa","United States"
"Bob Woodruff","1916-03-14","Athens","Clarke County, Georgiaa","United States"
"John Patrick","1898-11-25","Palo Alto","California","United States"
"James Smith","1931-11-20","Waltham","Massachusettss","United States"
"James Clark","1936-01-08","Borger","Texas","United States"
"Gary Campbell","1951-02-15","Ennis","Texas","United States"
"Curtis Johnson","1973-12-24","Palmetto","Floridaa","United States"
"Ted Nash","1932-10-29","Melrose","Massachusettss","United States"
"Sam Boyd","1914-08-12","Rockwall","Rockwall County, Texass","United States"
"Fred Taylor","1920-04-30","Gunter","Grayson County, Texass","United States"
"John Foster","1936-09-13","Muskegon","Muskegon County, Michigann","United States"
"Ryan Hall","1982-10-14","Kirkland","King County, Washington","United States"
"Paul Kemp","1931-02-09","Waterloo","Black Hawk County, Iowa","United States"
"Mark Thompson","1951-07-09","Cartersville","Georgia (U.S. state)","United States"
"Christopher Stevens","1967-11-29","Eugene","Lane County, Oregon","United States"
"William Miller","1957-01-03","Rison","Cleveland County, Arkansas","United States"
"Christopher Stevens","1967-11-29","Eugene","Oregonn","United States"
"Jack Hill","1932-10-17","Ogden","Weber County, Utah","United States"
"Mickey Thomas","1949-12-03","Cairo","Grady County, Georgia","United States"
"Mickey Thomas","1949-12-03","Cairo","Georgia (U.S. state)","United States"
"Dale Watson","1962-10-07","Birmingham","Jefferson County, Alabama","United States"
"Howard Armstrong","1909-03-04","Dayton","Tenneessee","United States"
"Howard Armstrong","1909-03-04","Dayton","Rhea County, Tennessee","United States"
"Jim Ellis","1945-03-25","Tulare","Californiaa","United States"
"George Harper","1892-06-24","Arlington","Kentucky","United States"
"Dave Williams","1881-02-07","Scranton","Pennsylvaniaa","United States"
"David Hale","1987-09-27","Marietta","Cobb County, Georggia","United States"
"Joe Harris","1882-02-01","Melrose","Middlesex County, Massachusettss","United States"
"Chris Martin","1986-06-02","Arlington","Teexas","United States"
"Cozy Dolan","1889-12-23","Oshkosh","Winnebago County, Wisconsinn","United States"
"Mark Lewis","1969-11-30","Hamilton","Butler County, Ohioo","United States"
"Tommy Smith","1948-08-01","Albemarle","Stanly County, North Carolinaa","United States"
"Mike Hubbard","1971-02-16","Lynchburg","Virginia","United States"
"Bill Latham","1960-08-29","Birmingham","Alabama","United States"
"John Cunningham","1892-08-09","Montgomery","Alabamaa","United States"
"Taylor Thompson","1987-06-18","Montgomery","Alabama","United States"
"Billy Williams","1932-06-13","Newberry","South Carolinaa","United States"
"Jack Ryan","1868-11-12","Haverhill","Massachusettss","United States"
"Mark Lee","1953-06-14","Inglewood","California","United States"
"Bob Allen","1867-07-10","Marion","Marion County, Ohio","United States"
"Mark Lee","1964-07-20","Williston","Williamms County, North Dakota","United States"
"Tim Collins","1989-08-21","Worcester","Worcester County,, Massachusetts","United States"
"Barry Lyons","1960-06-03","Biloxi","Mississippii","United States"
"Jackie Warner","1943-08-01","Monrovia","California","United States"
"Eddie Moore","1899-01-18","Barlow","Kentuckyy","United States"
"Eddie Moore","1899-01-18","Barlow","Ballardd County, Kentucky","United States"
"Dusty Miller","1876-09-03","Malvern","Mills County,  Iowa","United States"
"Horace Allen","1899-06-11","DeLand","FFlorida","United States"
"Dusty Miller","1876-09-03","Malvern","Iowaa","United States"
"Dick Smith","1939-05-17","Lebanon","Oregonn","United States"
"John Sanders","1945-11-20","Grand Island","Nebraaska","United States"
"Randy Brown","1943-08-29","Leesburg","Lake County,  Florida","United States"
"Barry Jones","1963-02-15","Richmond","Indiana","United States"
"Danny Doyle","1917-01-24","McLoud","Oklahomaa","United States"
"Jonathan Johnson","1974-07-16","LaGrange","Troup County, Georgia","United States"
"Jack Wilson","1912-04-12","Portland","Washington County, Oregonn","United States"
"John Patterson","1967-02-11","Key West","FFlorida","United States"
"Don Rose","1947-03-19","Covina","California","United States"
"Jim Jones","1876-12-25","London","Kentucky","United States"
"Ken Wood","1924-07-01","Lincolnton","North Carolina","United States"
"John Jenkins","1896-07-07","Bosworth","Carroll County, Missourii","United States"
"John Buckley","1870-03-20","Marlborough","Massachusetts","United States"
"Chris Booker","1976-12-09","Monroeville","Alabamma","United States"
"Scott Taylor","1967-08-02","Defiance","Defiance County, Ohioo","United States"
"William Barnes","1919-12-29","Birmingham","Jefferson County, Alabama","United States"
"Bud Thomas","1929-03-10","Sedalia","Pettis County, Missourii","United States"
"Brett Anderson","1988-02-01","Midland","Texass","United States"
"Ed Flanagan","1861-09-15","Lowell","Massacchusetts","United States"
"Stacy Jones","1967-05-26","Gadsden","Alabbama","United States"
"Frank Welch","1897-08-10","Birmingham","Alabamaa","United States"
"Jim Walkup","1895-11-03","Havana","Arkansass","United States"
"Harry Thompson","1889-09-09","Nanticoke","Luzerne County, Pennsylvania","United States"
"John Grady","1860-06-18","Lowell","Middlesex County, Massachusettss","United States"
"Terry Taylor","1964-07-28","Crestview","Okaloosa County, Floridaa","United States"
"Josh Fields","1982-12-14","Ada","Pontotoc County, Oklahomaa","United States"
"Frank Welch","1897-08-10","Birmingham","SShelby County, Alabama","United States"
"Frank Whitney","1856-02-18","Brockton","Massachusettss","United States"
"Chris Beck","1990-09-04","Jefferson","Georgia (U.S. sttate)","United States"
"Josh Fields","1985-08-19","Hull","Georgia (U.S. state)","United States"
"Walter Schmidt","1887-03-20","London","Arkansass","United States"
"Christian Friedrich","1987-07-08","Evanston","Illinoiss","United States"
"Al Smith","1928-02-07","Kirkwood","Missourii","United States"
"Chris Beck","1990-09-04","Jefferson","Jackson County, Georgia","United States"
"Scott Perry","1891-04-17","Denison","Texass","United States"
"Andrew Taylor","1986-08-18","Durham","Wake County, North Carolina","United States"
"Dan Jennings","1960-09-16","Daphne","Alabaama","United States"
"Dan Jennings","1960-09-16","Daphne","Baldwin County, Alabamaa","United States"
"Helen Smith","1922-01-05","Richmond","Virginiia","United States"
"Syl Johnson","1900-12-31","Portland","Oregon","United States"
"Adam Morgan","1990-02-27","Marietta","Cobb County, Georgiaa","United States"
"Billy Burns","1989-08-30","Marietta","Georgia (U.S. state))","United States"
"Tim Scott","1966-11-16","Hanford","Californiaa","United States"
"Leon Williams","1905-12-02","Macon","Bibb County, Georgiaa","United States"
"David Dahl","1994-04-01","Birmingham","Jefferson County, Alabamaa","United States"
"Andy Cook","1967-08-30","Memphis","Shelby County, Tennesseee","United States"
"Elliot Johnson","1984-03-09","Safford","Arizonaa","United States"
"Adam Warren","1987-08-25","Birmingham","Alabama","United States"
"Gary Holman","1944-01-25","Long Beach","Califorrnia","United States"
"Scott Sanderson","1956-07-22","Dearborn","Michigann","United States"
"Jane Jacobs","1924-06-16","Cuyahoga Falls","Ohioo","United States"
"Adam Warren","1987-08-25","Birmingham","Shelby County, Alabama","United States"
"Tyler Wilson","1989-09-25","Lynchburg","Virginiaa","United States"
"Jack Barry","1887-04-26","Meriden","Connecticut","United States"
"Ed Kennedy","1861-04-05","Bellevue","Kentuckyy","United States"
"Bill White","1978-11-20","Louisville","Kentuckyy","United States"
"Bill White","1978-11-20","Louisville","Jefferson County, Kentucky","United States"
"Frank Wilson","1901-04-20","Malden","Middlesex County, Massachusettss","United States"
"Joe Coleman","1922-07-30","Medford","Middlesex County, Massachusettss","United States"
"Carlos Torres","1982-10-22","Santa Cruz","Californiaa","United States"
"John Glenn","1928-07-10","Moultrie","Georgia (U.S. state)","United States"
"Tom Long","1898-04-22","Memphis","Tennesseee","United States"
"Frank Moore","1877-09-12","Dover","Ohiio","United States"
"John Glenn","1928-07-10","Moultrie","Colquitt County, Georgia","United States"
"John Farrell","1876-12-04","Covington","Kenton County, Kentucky","United States"
"Fred Archer","1910-03-07","Johnson City","Sullivan County, Teennessee","United States"
"Chick Autry","1885-01-02","Humboldt","Tennnessee","United States"
"Ed Glenn","1860-09-19","Richmond","Virginia","United States"
"Oscar Johnson","1895-04-20","Atchison","Atchison County, Kansas","United States"
"John Crowley","1862-01-12","Lawrence","Massachusettss","United States"
"Marty Barrett","1958-06-23","Arcadia","Californiaa","United States"
"Tom Terrell","1867-06-29","Louisville","Keentucky","United States"
"John Brackenridge","1880-12-24","Harrisburg","Pennsylvania","United States"
"Tom Terrell","1867-06-29","Louisville","Jefferson County, Kentucky","United States"
"Michael Reed","1992-11-18","Cedar Park","Texas","United States"
"Frank Baker","1944-01-11","Bartow","Floridaa","United States"
"Jim Price","1941-10-13","Harrisburg","Cumberland County, Pennsylvaniaa","United States"
"Gary Wilson","1954-11-21","Camden","Arkansass","United States"
"Jim Price","1941-10-13","Harrisburg","Pennsylvaniaa","United States"
"Brian Barnes","1967-03-25","Roanoke Rapids","Halifax County, Norrth Carolina","United States"
"Dan Schneider","1942-08-29","Evansville","VVanderburgh County, Indiana","United States"
"Kevin Morgan","1969-12-03","Lafayette","Louisianaa","United States"
"Darren Hall","1964-07-14","Marysville","Ohioo","United States"
"Dave Stapleton","1954-01-16","Fairhope","Baldwin County, Alabama","United States"
"Kevin Morgan","1969-12-03","Lafayette","Lafayette Parish, Louisianaa","United States"
"Red Anderson","1912-06-19","Lawton","Woodbury County, Iowaa","United States"
"Tom Cotter","1866-09-30","Waltham","Massaachusetts","United States"
"Terry Kennedy","1956-06-04","Euclid","Ohio","United States"
"George Blackburn","1871-09-21","Ozark","Christian County, Missourii","United States"
"George Stone","1946-07-09","Ruston","Louisianaa","United States"
"George Spencer","1926-07-07","Bexley","Ohioo","United States"
"George Harper","1892-06-24","Arlington","Carlisle County, Kentuckyy","United States"
"Greg Harris","1963-12-01","Greensboro","Guilford County, North Carolinaa","United States"
"Bob Ferguson","1919-04-18","Birmingham","Shelby County, Alabamaa","United States"
"David Robertson","1985-04-09","Birmingham","Shelby County, Alabama","United States"
"Jack Warner","1903-08-29","Evansville","Vanderburgh County, Indianaa","United States"
"Buster Brown","1881-08-31","Boone","Iowa","United States"
"Jeff Hamilton","1964-03-19","Flint","Michigan","United States"
"Tommy Smith","1948-08-01","Albemarle","North Carolinaa","United States"
"Jason Rogers","1988-03-13","East Point","Georgia (U.S. state))","United States"
"Lloyd Johnson","1910-12-24","Santa Rosa","Californiaa","United States"
"Jeff Richardson","1965-08-26","Grand Island","Nebraska","United States"
"Jason Ryan","1976-01-21","Long Branch","New Jerseyy","United States"
"Terry Evans","1982-01-19","Dublin","Laurens County, GGeorgia","United States"
"Mike McClendon","1985-04-03","Arlington","Tarrrant County, Texas","United States"
"Carl Long","1935-05-09","Rock Hill","York County, South Carolinaa","United States"
"John Miller","1944-03-14","Alhambra","California","United States"
"Jack Ryan","1868-11-12","Haverhill","Essex County, Masssachusetts","United States"
"Barry Lyons","1960-06-03","Biloxi","Harrison Coounty, Mississippi","United States"
"Gary Jones","1945-07-12","Huntington Park","California","United States"
"Brian Hunter","1971-03-25","Portland","Clackamas County, Oregonn","United States"
"Brian Hunter","1971-03-25","Portland","Oregonn","United States"
"Jason Phillips","1976-09-27","La Mesa","Californiaa","United States"
"Jack Armstrong","1965-03-07","Englewood","New JJersey","United States"
"John Hoffman","1943-10-31","Aberdeen","South Dakotaa","United States"
"Horace Allen","1899-06-11","DeLand","Volusia County, Floridaa","United States"
"Jack Armstrong","1965-03-07","Englewood","Bergen County, New Jersey","United States"
"Phil Clark","1932-10-03","Albany","Dougherty County, Georgia","United States"
"Mark Bailey","1961-11-04","Springfield","Greene County, Missourii","United States"
"John Terry","1877-09-04","Fairfax","Linn County, Iowa","United States"
"Jim Nelson","1947-07-04","Birmingham","Shelby County, Alabamaa","United States"
"Randy Brown","1943-08-29","Leesburg","FFlorida","United States"
"Josh Smith","1987-08-07","Margate","Florida","United States"
"Steve Sparks","1975-03-28","Mobile","Alabama","United States"
"Hal Smith","1931-06-01","Barling","AArkansas","United States"
"Wally Hood","1895-02-09","Whittier","California","United States"
"Jim Wilson","1960-12-29","Corvallis","Benton County, Oregon","United States"
"Rod Miller","1940-01-16","Portland","Clackamas County, Oregonn","United States"
"Rod Miller","1940-01-16","Portland","Washington County, Oregon","United States"
"George Scott","1944-03-23","Greenville","Mississippi","United States"
"Calvin Jones","1963-09-26","Compton","Californiaa","United States"
"Daniel Webb","1989-08-18","Paducah","McCracken County, Kentucky","United States"
"Bob Rush","1925-12-21","Battle Creek","Miichigan","United States"
"Jamie Arnold","1974-03-24","Dearborn","Michigan","United States"
"Bob Rush","1925-12-21","Battle Creek","Calhoun Counnty, Michigan","United States"
"Charlie Moore","1953-06-21","Birmingham","Shelby County, Alabamaa","United States"
"John McLaren","1951-09-29","Galveston","Texass","United States"
"Tom Jenkins","1898-04-10","Camden","Alabama","United States"
"Jim Walkup","1909-12-14","Havana","Arkannsas","United States"
"Stacy Jones","1967-05-26","Gadsden","Etowah County, Alabamaa","United States"
"Marc Wilkins","1970-10-21","Mansfield","Riichland County, Ohio","United States"
"George Bradley","1914-04-01","Greenwood","Sebastian County, Arkansas","United States"
"Paul Mitchell","1949-08-19","Worcester","Worcester County, Massachusetts","United States"
"Paul Mitchell","1949-08-19","Worcester","Massachussetts","United States"
"Joe Ross","1993-05-21","Berkeley","California","United States"
"Jim Lewis","1964-07-20","Jackson","Jackson County, Michigann","United States"
"Tony Pierce","1946-01-29","Brunswick","Glynn County, Georgiaa","United States"
"Tom Fisher","1880-11-01","Anderson","Madiison County, Indiana","United States"
"Jack Martin","1887-04-19","Plainfield","Union County, New Jerseyy","United States"
"John Harris","1954-09-13","Portland","Washington County, Oregonn","United States"
"John Firth","1855-05-06","Lowell","MMassachusetts","United States"
"Michael Coleman","1975-08-16","Nashville","Tennessee","United States"
"Clarence Mitchell","1891-02-22","Franklin","Nebraskka","United States"
"Scott Anderson","1962-08-01","Corvallis","Oregon","United States"
"Wayne Edwards","1964-03-07","Burbank","California","United States"
"Evan Marshall","1990-04-18","Sunnyvale","California","United States"
"Bob Harris","1915-05-01","Gillette","Campbell County, Wyoming","United States"
"Chris Brown","1961-08-15","Jackson","Rankin County, Mississippi","United States"
"Charlie Bicknell","1928-07-27","Plainfield","Union County, New Jersey","United States"
"Leon Williams","1905-12-02","Macon","Georgia (U.S. state))","United States"
"Adam Morgan","1990-02-27","Marietta","Georgia (U.S. state)","United States"
"Fred Andrews","1952-05-04","Lafayette","Louisiiana","United States"
"John Bass","1848-07-22","Charleston","Berkeley County, South Carolinaa","United States"
"Claude Thomas","1890-05-15","Stanberry","Gentry County, Missouri","United States"
"Bert Hall","1889-10-15","Portland","Multnomah Coounty, Oregon","United States"
"Howard Murphy","1882-01-01","Birmingham","Shelby County, Alabama","United States"
"David Dahl","1994-04-01","Birmingham","Shelby County, Alabama","United States"
"Pat Murphy","1958-11-28","Syracuse","New York","United States"
"Chris Carpenter","1985-12-26","Bryan","Ohioo","United States"
