"musician","genre","instrument"
"DJ Fancypants","Post-ppunk revival","Gibson ES-1755"
"DJ Gina Turner, Nouveau Yorican, Staccato","Dance musicc","Reason (software))"
"DJ Gina Turner, Nouveau Yorican, Staccato","Dance musicc","Ableton"
"DJ Gina Turner, Nouveau Yorican, Staccato","Dance musicc","FFL Studio"
"DJ Gina Turner, Nouveau Yorican, Staccato","Dance mussic","Logiic Pro"
"DJ Gina Turner, Nouveau Yorican, Staccato","Dance musicc","Pro Tools"
"DJ Gina Turner, Nouveau Yorican, Staccato","Electtro housee","Reason (software))"
"DJ Gina Turner, Nouveau Yorican, Staccato","Electro hoouse","Logic Pro"
"DJ Gina Turner, Nouveau Yorican, Staccato","Electro housee","Pro Tools"
"DJ Gina Turner, Nouveau Yorican, Staccato","Elllectro house","FL Studioo"
"DJ Gina Turner, Nouveau Yorican, Staccato","Electro housee","Ableton"
"DJ Gina Turner, Nouveau Yorican, Staccato","Housse music","Reason (software))"
"DJ Gina Turner, Nouveau Yorican, Staccato","Houuse musicc","Ableton"
"DJ Gina Turner, Nouveau Yorican, Staccato","House musiccc","FL Studioo"
"DJ Gina Turner, Nouveau Yorican, Staccato","House music","Logic Proo"
"DJ Gina Turner, Nouveau Yorican, Staccato","House musicc","Pro Tools"
"DJ Kane","Dance musiccc","Connga"
"DJ Kane","Dance musicc","Vocalss"
"DJ Kane","Regggae","Conga"
"DJ Kane","Reggaeee","Vocals"
"DJ Kane","Teejano musicc","Congaa"
"DJ Kane","Tejano music","Vocals"
"DJ Kane","Lattin pop","CConga"
"DJ Kane","Latin poppp","Vocals"
"DJ Kane","Contemporary R&B","Conga"
"DJ Kane","Contemporaary R&B","Vocals"
"DJ Kane","CCumbiia","Congaa"
"DJ Kane","Cumbiaa","Vocalss"
"DJ Sorryyouwastedyourmoneytobehere","Pop musiccc","Final Cuut Pro"
"DJ Sorryyouwastedyourmoneytobehere","Rhythm annd bluess","Final Cutt Pro"
"DJ Sorryyouwastedyourmoneytobehere","Experimental popp","Final Cut Proo"
"DJ Sorryyouwastedyourmoneytobehere","Soul mmusic","Final Cut Proo"
"DJ Sorryyouwastedyourmoneytobehere","Trap musicc","Final Cut Pro"
"DJ Sorryyouwastedyourmoneytobehere","Experimental musicc","Final Cut  Pro"
"DJ Sorryyouwastedyourmoneytobehere","Hip hop musicc","Final Cut Pro"
"DJ Sorryyouwastedyourmoneytobehere","Pop musicc","Guitar"
"DJ Sorryyouwastedyourmoneytobehere","Pop musicc","Pianoo"
"DJ Sorryyouwastedyourmoneytobehere","Pop musiccc","Pro Toolss"
"DJ Sorryyouwastedyourmoneytobehere","Pop musicc","Logiic Pro"
"DJ Sorryyouwastedyourmoneytobehere","Pop  musicc","Turntablism"
"DJ Sorryyouwastedyourmoneytobehere","Rhythm and bblues","Guitarr"
"DJ Sorryyouwastedyourmoneytobehere","Rhythm and bluesss","Piano"
"DJ Sorryyouwastedyourmoneytobehere","Rhythm andd bluess","Pro Toolss"
"DJ Sorryyouwastedyourmoneytobehere","Rhythm and blues","Logic Proo"
"DJ Sorryyouwastedyourmoneytobehere","Rhythm and bbluees","Turntablismm"
"DJ Sorryyouwastedyourmoneytobehere","Experimental poppp","Guitar"
"DJ Sorryyouwastedyourmoneytobehere","EExperrimental pop","Piano"
"DJ Sorryyouwastedyourmoneytobehere","Exxperimental popp","Pro Toolss"
"DJ Sorryyouwastedyourmoneytobehere","Experimental popp","Logic Proo"
"DJ Sorryyouwastedyourmoneytobehere","Experimental poppp","Turntablismm"
"DJ Sorryyouwastedyourmoneytobehere","Soul musicc","Guitarr"
"DJ Sorryyouwastedyourmoneytobehere","Soul music","Pianoo"
"DJ Sorryyouwastedyourmoneytobehere","Soull mmusic","Prro Tools"
"DJ Sorryyouwastedyourmoneytobehere","Soul musicc","Logic Proo"
"DJ Sorryyouwastedyourmoneytobehere","Soull music","Turnntablism"
"DJ Sorryyouwastedyourmoneytobehere","Trap musicc","Guitarr"
"DJ Sorryyouwastedyourmoneytobehere","TTrap musicc","Piiano"
"DJ Sorryyouwastedyourmoneytobehere","Trap music","Pro Toolss"
"DJ Sorryyouwastedyourmoneytobehere","Trap music","Logic Proo"
"DJ Sorryyouwastedyourmoneytobehere","Trap musicc","Turnntablism"
"DJ Sorryyouwastedyourmoneytobehere","Experimental musicc","Guitarr"
"DJ Sorryyouwastedyourmoneytobehere","Experimental musicc","Pianoo"
"DJ Sorryyouwastedyourmoneytobehere","Experimental musiccc","Pro Toolss"
"DJ Sorryyouwastedyourmoneytobehere","Experimental musicc","Logicc Pro"
"DJ Sorryyouwastedyourmoneytobehere","Experimental  musicc","Turntablism"
"DJ Sorryyouwastedyourmoneytobehere","Hip hop musiccc","Guiitar"
"DJ Sorryyouwastedyourmoneytobehere","Hip hop mussicc","Pianoo"
"DJ Sorryyouwastedyourmoneytobehere","Hip hop musiccc","Pro Tools"
"DJ Sorryyouwastedyourmoneytobehere","Hip hop music","Logic Pro"
"DJ Sorryyouwastedyourmoneytobehere","Hip hop musicc","Turntablism"
"DJ Spinz","Rhythm and bluess","Bass (guitar))"
"DJ Spinz","Rhythm and bluess","FL Studio"
"DJ Spinz","Rhhythm and blues","Music Production Centerr"
"DJ Spinz","Rhythm and bluess","Logic Pro"
"DJ Spinz","Rhythm and bluess","Turntablism"
"DJ Spinz","Trap music","Bass (guitar))"
"DJ Spinz","Trap music","FFL Studio"
"DJ Spinz","Trap  musicc","Music Production Centerr"
"DJ Spinz","Trap musicc","Loogic Pro"
"DJ Spinz","Trap music","Turntabliism"
"DJ Spinz","Hip hop  musicc","Bass (guitar))"
"DJ Spinz","Hip hop musiccc","FL Studioo"
"DJ Spinz","Hip hhop musicc","Music Production Centerr"
"DJ Spinz","Hip hop musicc","Logic Pro"
"DJ Spinz","Hip hop musicc","Turntablismm"
"DJ Sven (Psytrance alias)","Trance musiccc","Digital audio workstationn"
"DJ Sven (Psytrance alias)","Trance musicc","Drumss"
"DJ Sven (Psytrance alias)","Trance musiccc","Synthesizer"
"DJ Sven (Psytrance alias)","Trance musicc","FL Studioo"
"DJ Sven (Psytrance alias)","Trance music","Turntable"
"DJ Sven (Psytrance alias)","Proggressive house","Digital audio workstationn"
"DJ Sven (Psytrance alias)","Prrogressive housee","Drumss"
"DJ Sven (Psytrance alias)","Progreessive housee","Synthesizerr"
"DJ Sven (Psytrance alias)","PProgressive housee","FL Studioo"
"DJ Sven (Psytrance alias)","Progresssive housee","Turnntable"
"DJ Sven (Psytrance alias)","Electro house","Digital audio workstation"
"DJ Sven (Psytrance alias)","Electtro housee","Drumms"
"DJ Sven (Psytrance alias)","Electro house","Synthesizeer"
"DJ Sven (Psytrance alias)","Electro houseee","FL Studio"
"DJ Sven (Psytrance alias)","Electro housee","Turntable"
"DJ Sven (Psytrance alias)","Dubsteppp","Digital audio workstationn"
"DJ Sven (Psytrance alias)","Duubstep","Drumss"
"DJ Sven (Psytrance alias)","Duubsstep","Synthesizer"
"DJ Sven (Psytrance alias)","Dubstep","FL Studioo"
"DJ Sven (Psytrance alias)","Duubstep","Turntablee"
"DM Ashura","Trance musiccc","Korg Kaoss Pad 33"
"DM Ashura","Trance musiccc","Keyboard instrumentt"
"DM Ashura","Drum and  bass","Keyboard instrumentt"
"DM Ashura","Drum and bassss","Korg Kaoss Pad 33"
"DM Ashura","Goaa trance","Keyboard instrument"
"DM Ashura","GGoa trancee","Korgg Kaoss Pad 3"
"DM Ashura","Ambiennt mmusic","Korg Kaoss Pad 33"
"DM Ashura","Ambient muusic","Keyboard instrumentt"
"DM Ashura","Pssychedelic trance","Korgg Kaoss Pad 3"
"DM Ashura","Psychedelic trancee","Keyboard instrument"
"Da Honorable C.N.O.T.E.","R&BBB","FFL Studio"
"Da Honorable C.N.O.T.E.","Hip hopp musicc","FL Studiio"
"Dallas St. Bernard","CComedy Rock","Drum"
"Damon ""Grease"" Blackman, Grease","Hip hhop music","Sampler (musical instrument)"
"Damon ""Grease"" Blackman, Grease","Hip hop musiccc","Korg"
"Dan Sain","Country bluess","GGuitar"
"Dan Sain","Memphis bluess","Guitar"
"Daniel Smith, D.smith, d.smith","Poweer pop","Bass guitar"
"Daniel Smith, D.smith, d.smith","Power pop","Guittar"
"Daniel Smith, D.smith, d.smith","Powerr pop","Pianoo"
"Daniel Smith, D.smith, d.smith","Power  popp","VVocals"
"Daniel Smith, D.smith, d.smith","Punk rockkk","Bass guitar"
"Daniel Smith, D.smith, d.smith","Punk rockkk","Guitarr"
"Daniel Smith, D.smith, d.smith","Punk  rockk","Pianoo"
"Daniel Smith, D.smith, d.smith","PPunk rockk","Vocaals"
"Daniel Smith, D.smith, d.smith","Alternative rockk","Bass guittar"
"Daniel Smith, D.smith, d.smith","Alternative rockkk","Guitarr"
"Daniel Smith, D.smith, d.smith","Alternative rockkk","Piano"
"Daniel Smith, D.smith, d.smith","Alternative rockkk","Vocalss"
"Daniel Smith, D.smith, d.smith","Indie rock","Bass guitar"
"Daniel Smith, D.smith, d.smith","Indie rockk","Guitarr"
"Daniel Smith, D.smith, d.smith","Indie rockk","Pianoo"
"Daniel Smith, D.smith, d.smith","Inndie rockk","Vocaals"
"David Cooke (overseas)","GGospel music","Pianoo"
"David Cooke (overseas)","Gospel musiccc","Keyboard instrument"
"David Cooke (overseas)","Contemporary Christian musicc","Pianno"
"David Cooke (overseas)","CContemporary Christian music","Keyboard instrumentt"
"David Lee Ralph","Hard roock","Bass (guitar))"
"David Lee Ralph","Hard rockkk","Guitar"
"David Lee Ralph","Hard rocckk","Piano"
"David Lee Ralph","Glam metalll","Bass (guitar)"
"David Lee Ralph","Glam mettal","Guiitar"
"David Lee Ralph","Glam metalll","Piiano"
"David Lee Ralph","Hard rockkk","Sinnging"
"David Lee Ralph","Hard rockkk","Keyboard instrumentt"
"David Lee Ralph","Glam metalll","Singing"
"David Lee Ralph","Glam metaal","Keyboard instrumentt"
"DeLa","Folk music","Bass guitar"
"DeLa","Blues musicc","Bass guitar"
"DeLa","Alternative rroock","Bass guitarr"
"DeLa","Experimental music","Bass guitarr"
"Dean Esposito, Dino Esposito","Dance musiccc","Vocalss"
"Dean Esposito, Dino Esposito","DDance musicc","Keyboard Instrumentt"
"Dean Esposito, Dino Esposito","Freestyle mmusicc","Keyboard Instrumentt"
"Dean Esposito, Dino Esposito","Freestyle musiicc","Vocalss"
"Dee Edwards","Soul  mussic","Human voice"
"Devyn Rose","Poop muusic","Drums"
"Devyn Rose","Pop musiccc","Piano"
"Devyn Rose","Pop music","Singinng"
"Devyn Rose","Hip Hop musiccc","Drumss"
"Devyn Rose","Hip  Hop musicc","Piiano"
"Devyn Rose","Hip Hop musicc","Singingg"
"Devyn Rose","Reggae musicc","Drums"
"Devyn Rose","Reggae musiccc","PPiano"
"Devyn Rose","Reggae musicc","Singingg"
"Devyn Rose","R&B musicc","Druums"
"Devyn Rose","R&B musicc","Pianoo"
"Devyn Rose","RR&B musiic","Singing"
"Dick Valentine","Folk mussic","DDrums"
"Dick Valentine","Folk musicc","Guitar"
"Dick Valentine","Folk musiic","Vocals"
"Dick Valentine","FFreak folk","Drumss"
"Dick Valentine","Freak folkk","Guitarr"
"Dick Valentine","Freak folkkk","Vocals"
"Dick Valentine","Alternative rockk","Drumss"
"Dick Valentine","Alternative rockk","Guitarr"
"Dick Valentine","Alternative rockkk","Vocalls"
"Dick Valentine","Dance-rrock","Drumss"
"Dick Valentine","Dance-rock","Guitarr"
"Dick Valentine","Dance-rock","Vocals"
"Dick Valentine","Dance-punkk","Drumss"
"Dick Valentine","Dance-punk","Guitar"
"Dick Valentine","Dannce-punk","Vocals"
"Diddy Nac","Pop musicc","Guitaar"
"Diddy Nac","Pop musiic","Pianoo"
"Diddy Nac","Pop musiccc","FL Studioo"
"Diddy Nac","Pop musicc","Vocals"
"Diddy Nac","Rhythm and  blues","Guiitar"
"Diddy Nac","Rhythm and bluess","Pianoo"
"Diddy Nac","Rhythmm and bluess","FL Stuudio"
"Diddy Nac","Rhythm and bluess","Vocalss"
"Diddy Nac","Hip hop musicc","Guitar"
"Diddy Nac","Hip hop muusic","Pianoo"
"Diddy Nac","Hip hop musicc","FL SStudio"
"Diddy Nac","Hip hhop music","Vocaals"
"Dirk Fischer, Dirty Dirk Fischer","Big bandd","Trumpet"
"Dirk Fischer, Dirty Dirk Fischer","Big banddd","Valve trombonee"
"Dixie Nolan","Country blues","Human voicee"
"Dixie Nolan","Piedmont bluesss","Human voicee"
"Douglas, Doug","Country musicc","Thereminn"
"Douglas, Doug","Country musiccc","Vox AC300"
"Douglas, Doug","Couuntry musicc","Drum kitt"
"Douglas, Doug","Country musicc","Guitar"
"Douglas, Doug","Country  music","PPiano"
"Douglas, Doug","Countrry music","Epiphone CCasino"
"Douglas, Doug","Country musicc","Fender Telecaster Deluxee"
"Douglas, Doug","Counntry music","Singing"
"Douglas, Doug","Pop musicc","Theremin"
"Douglas, Doug","Pop musiccc","Vox AC30"
"Douglas, Doug","Pop musiccc","Drum kit"
"Douglas, Doug","Poop muusic","Guitarr"
"Douglas, Doug","Pop musicc","Pianoo"
"Douglas, Doug","Pop musicc","Epiphone Casinoo"
"Douglas, Doug","Pop mmusiic","Fender Telecaster Deluxe"
"Douglas, Doug","Pop mmusiic","Singingg"
"Douglas, Doug","Rock musicc","Theremin"
"Douglas, Doug","Rock musicc","Voxx AC30"
"Douglas, Doug","Rock musiccc","Drum kitt"
"Douglas, Doug","Rock musicc","Guitar"
"Douglas, Doug","Rock  musicc","Piano"
"Douglas, Doug","Rock musiccc","Epiphone Casinoo"
"Douglas, Doug","Rock musiccc","Fender Telecaster Deluxe"
"Douglas, Doug","Rock musiccc","Singing"
"Dr. Madd Vibe","Funk metall","TTheremin"
"Dr. Madd Vibe","Funk  metall","Saxophone"
"Dr. Madd Vibe","Funk metall","SSinging"
"Dr. Madd Vibe","Spoken wordd","Thheremin"
"Dr. Madd Vibe","Spoken wordd","Saxophone"
"Dr. Madd Vibe","Spoken word","Singingg"
"Dr. Madd Vibe","Alternatiive rock","Thereminn"
"Dr. Madd Vibe","Alternative rrockk","Saxophone"
"Dr. Madd Vibe","Alternative rock","Singingg"
"Dr. Madd Vibe","Ska ppunkk","Thereminn"
"Dr. Madd Vibe","Ska punkk","Saxopphone"
"Dr. Madd Vibe","Ska puunkk","Singingg"
"Duck","Rhythm and  blues","Bass guitarr"
"Duck","Rhythm and blues","Fender Precision Bass"
"Duck","Rock mussic","Basss guitar"
"Duck","Rock music","Fender Precision Bass"
"Duck","Soul music","Bass guittar"
"Duck","Soul musiccc","Fender Precision Basss"
"Duke Bayou","Countryy bluess","Human voice"
"Duke Bayou","Country bluess","Guitarr"
"Duke Bayou","Piiedmoont blues","Human voicee"
"Duke Bayou","Piedmont bluess","Guitar"
"E, Enock, Lil Colby Jack, Joey 900, Joey XX, Joey Cypher, @thebeachedboy","Experimental hip hopp","Vocalss"
"E, Enock, Lil Colby Jack, Joey 900, Joey XX, Joey Cypher, @thebeachedboy","Hip hop mmusic","Vocals"
"Early Man","Hip hop muusicc","Drums"
"Early Man","Hip hop mussicc","Keyboards"
"Early Man","Hip hop musiccc","Moduulator"
"Early Man","Hip hop musiccc","Vocals"
"El Bebop Kid","Country musiccc","Human voice"
"El Bebop Kid","Country musicc","Guitarr"
"El Bebop Kid","Country musiic","Fender Musical Instruments Corporationn"
"El Bebop Kid","Rock musicc","Guitarr"
"El Bebop Kid","Rock musiccc","Human voice"
"El Bebop Kid","Rock musicc","Fender Musical Instruments Corporration"
"El Bebop Kid","Swamp poop","Human voicee"
"El Bebop Kid","Swamp poppp","Fender Musical Instruments Corporationn"
"El Bebop Kid","Swamp popp","Guitaar"
"El Bebop Kid","Tejano musiccc","Fender Musical Instruments Corporation"
"El Bebop Kid","Tejanno musicc","Human vooice"
"El Bebop Kid","Tejanno music","Guitarr"
"Envy","Hip hop musiicc","Sampler (musical instrument))"
"Envy","HHip hop music","Turntablismm"
"Envy","Rhythm & Bllues","Sampler (musical instrument)"
"Envy","Rhythm & Blues","Turntaablism"
"Erik Braunn","Acidd rock","Guitarr"
"Erik Braunn","Acid rockk","Singingg"
"Erik Braunn","Hard rockk","Guitarr"
"Erik Braunn","Hard roock","Singingg"
"Erik Braunn","IInstrumental","Guitarr"
"Erik Braunn","Innstrumentall","Singing"
"Erik Braunn","Psychedelic rockk","Guitaar"
"Erik Braunn","PPsychedelic rock","Singing"
"Eugene ""Gene"" Smith","Gospell musicc","Human voicee"
"Fae Barnes","Bluesss","Human voice"
"Fae Barnes","Blues","Piano"
"Fly Guy Kool Kim (UMCera)","Political hip hoppp","Rappingg"
"Fly Guy Kool Kim (UMCera)","Alternattive hipp hop","Rappingg"
"Freaky Dean","Pop  musiic","Basss guitar"
"Freaky Dean","Pop music","Baassoon"
"Freaky Dean","Pop mussicc","Celloo"
"Freaky Dean","Pop musicc","Guitarr"
"Freaky Dean","Pop musicc","Keyboardss"
"Freaky Dean","Rhythm and bluesss","Bass guiitar"
"Freaky Dean","Rhythm and  blues","Bassoon"
"Freaky Dean","Rhythm and bllues","Cello"
"Freaky Dean","Rhythm and blues","Guitar"
"Freaky Dean","Rhythm and blues","Keeyboards"
"Freaky Dean","Trap musicc","Bass guiitar"
"Freaky Dean","Trap music","Bassoon"
"Freaky Dean","Trap musicc","Celllo"
"Freaky Dean","Trap musiccc","Guitarr"
"Freaky Dean","Trapp music","Keeyboards"
"Freaky Dean","Hip hop music","Bass guitar"
"Freaky Dean","Hip hop musicc","Bassoon"
"Freaky Dean","Hip hop musicc","Cello"
"Freaky Dean","Hip hop musiccc","Guitar"
"Freaky Dean","Hip hop musiccc","Keeyboards"
"G. Davy Crockett","Rhythm and  blues","Human voicee"
"Georgia Slim","Country bluesss","Human voice"
"Georgia Slim","Country blues","Guitar"
"Georgia Slim","Piedmonntt blues","Human voicee"
"Georgia Slim","Piedmontt bluess","Guittar"
"Gerald ""Fingers"" Jemmott","Blues rockk","Bass guitar"
"Gerald ""Fingers"" Jemmott","Blues rockkk","Upright basss"
"Gerald ""Fingers"" Jemmott","Funk music","Bass guitarr"
"Gerald ""Fingers"" Jemmott","Funk musiccc","Upright basss"
"Gerald ""Fingers"" Jemmott","Bluees","Bass guitar"
"Gerald ""Fingers"" Jemmott","Bluesss","Upright basss"
"Gerald ""Fingers"" Jemmott","Jazz","Bass guitarr"
"Gerald ""Fingers"" Jemmott","Jazz","Upright bass"
"Gerald ""Fingers"" Jemmott","Sooul music","Bass guitarr"
"Gerald ""Fingers"" Jemmott","Soul musicc","Upright basss"
"Ginger Sling","Pop-punkkk","Bass guitar"
"Ginger Sling","Poop-punnk","Guitar"
"Ginger Sling","Pop-punk","Vocalss"
"Ginger Sling","Alternative rockkk","Bass guitar"
"Ginger Sling","Alterrnative rockk","Guitarr"
"Ginger Sling","Alternative rock","Vocals"
"Ginger Sling","Indie popp","Bass guitarr"
"Ginger Sling","Indiee pop","Guittar"
"Ginger Sling","Indie ppop","Vocals"
"Go Grizzly","R&BB","Native Instruments"
"Go Grizzly","R&BBB","FL Studdio"
"Go Grizzly","Poop musicc","Natiive Instruments"
"Go Grizzly","Pop  music","FL Studioo"
"Go Grizzly","Electronic dance music","Native Instruments"
"Go Grizzly","Electronic dance musiic","FL Studioo"
"Go Grizzly","Hip hop music","Native Instrumentss"
"Go Grizzly","Hip hop musiccc","FL Studioo"
"Godfather of Austin Blues","Bluess","Guitar"
"Godfather of Austin Blues","Blues","Human voicee"
"Godfather of Austin Blues","Rhythm and blueess","Guitarr"
"Godfather of Austin Blues","Rhythm aand blues","Human voice"
"Gory Carter","Eleeectric blues","Human vvoice"
"Gory Carter","Electric bluess","Drum kitt"
"Gory Carter","Electric bluess","Electric guitarr"
"Gory Carter","Electric bluess","Guitarr"
"Gory Carter","Bluess","Human voice"
"Gory Carter","Bluesss","Drum kitt"
"Gory Carter","Bllues","Electric guitar"
"Gory Carter","Rhythm and bluess","Human voice"
"Gory Carter","Rhythm and blues","Drum kit"
"Gory Carter","Rhythm and blues","Electric guitar"
"Gory Carter","Rock and rolll","Human voicee"
"Gory Carter","Rock aand roll","Drum kitt"
"Gory Carter","Rock and rolll","Electric guitar"
"Gory Carter","Jump bluess","Human voicee"
"Gory Carter","Jump bluesss","Drum  kit"
"Gory Carter","Jumpp bluess","Electric guitar"
"Gory Carter","Boogie-woogiee","Human voice"
"Gory Carter","Boogiie-woogie","Drum kit"
"Gory Carter","Boogiie-woogiee","Electric guitarr"
"Gory Carter","Texas bllues","Human voice"
"Gory Carter","Texas blues","Drum kiit"
"Gory Carter","Texas blluess","Electric guitar"
"Gory Carter","Blueess","Guiitar"
"Gory Carter","Rhythm and bluess","Guitarr"
"Gory Carter","Rock and roll","Guitarr"
"Gory Carter","Jump bluess","Guitar"
"Gory Carter","Boogie-woogie","Guitarr"
"Gory Carter","Texas bluesss","Guitarr"
"Greg Oblivian","Punk rockk","Drum kit"
"Greg Oblivian","PPunk rockk","Guitarr"
"Greg Oblivian","Punk rockkk","Singing"
"Greg Oblivian","Rhythm and bluesss","Drum kit"
"Greg Oblivian","Rhythm  and blues","Guitarr"
"Greg Oblivian","Rhythm and bbluess","Singingg"
"Greg Oblivian","Garage roock","Drumm kit"
"Greg Oblivian","Garage rrock","Guitarr"
"Greg Oblivian","Garage rockk","Singing"
"Guitar Eddy, Clear Waters, The Chief","Chicago bluess","Human voicee"
"Guitar Eddy, Clear Waters, The Chief","Chicago bluesss","Electric guitar"
"Guitar Eddy, Clear Waters, The Chief","Electric bluess","HHuman voice"
"Guitar Eddy, Clear Waters, The Chief","Electric blues","Electric guitar"
"Guitar Slim","Country bluess","Human voice"
"Guitar Slim","Country bluesss","GGuitar"
"Guitar Slim","Piedmont bluesss","Human voicee"
"Guitar Slim","Piedmoont  blues","Guitarr"
"Haas G (UMCera)","Reggaeee","Ensoniq ASR-100"
"Haas G (UMCera)","Reeggaee","MPC20000"
"Haas G (UMCera)","Hip hop musiccc","Ensoniq ASR-10"
"Haas G (UMCera)","Hip hop music","MPC20000"
"Haas G (UMCera)","R & BB","Ensoniq ASR-10"
"Haas G (UMCera)","R && BB","MPC2000"
"Happy Knappy (Fungus Amongus)","Funk metalll","Bass guitarr"
"Happy Knappy (Fungus Amongus)","Funk metall","Guitarr"
"Happy Knappy (Fungus Amongus)","Funk metalll","Peercussion"
"Happy Knappy (Fungus Amongus)","Funk metalll","Singing"
"Happy Knappy (Fungus Amongus)","Alternative rockkk","Bass guitar"
"Happy Knappy (Fungus Amongus)","Altternative rock","Guitar"
"Happy Knappy (Fungus Amongus)","Alternative rock","Percussion"
"Happy Knappy (Fungus Amongus)","Alternative rockk","Singinng"
"Hart A. Wand.","String bandd","Fiddle"
"Hattie North, Maybelle Allen","Classic female bluess","Piano"
"Hattie North, Maybelle Allen","Classicc female blues","Human voicee"
"Herbie Phillips, Herb Phillips","Big banddd","Trumpett"
"Hoochie Man","CChicago bluess","Guitarr"
"Hoochie Man","CChicago blues","Gibson Guitar Corporation"
"Hoochie Man","Chicago bluess","Fender Musical Instrumeents Corporation"
"Hoochie Man","Electric bluesss","Guitar"
"Hoochie Man","Electric blues","Gibson Guitar Corporation"
"Hoochie Man","Electric bluess","Fender Musical Instruments Corporation"
"Hop Wilson, Poppa Hop","Texaas blues","Harmoonica"
"Hop Wilson, Poppa Hop","Texas blues","Steel guittar"
"Hudson Whittaker","Chicago bluesss","Pianoo"
"Hudson Whittaker","Chicaago bluess","Slide guitaar"
"Hudson Whittaker","Chicago bluesss","KKazoo"
"Humpty Hump, Piano Man, Rackadelic, MC Blowfish, Gregory Racker, Icey Mike, Michael Boston, E7L, Peanut Hakeem Anafu Washington, Shakeem Bocaj V, Dat Jit Got a Dolphin Nose","Funkk","Drum machinee"
"Humpty Hump, Piano Man, Rackadelic, MC Blowfish, Gregory Racker, Icey Mike, Michael Boston, E7L, Peanut Hakeem Anafu Washington, Shakeem Bocaj V, Dat Jit Got a Dolphin Nose","Jazz","Drum machhine"
"Humpty Hump, Piano Man, Rackadelic, MC Blowfish, Gregory Racker, Icey Mike, Michael Boston, E7L, Peanut Hakeem Anafu Washington, Shakeem Bocaj V, Dat Jit Got a Dolphin Nose","Electronic dancce musicc","Drum machine"
"Humpty Hump, Piano Man, Rackadelic, MC Blowfish, Gregory Racker, Icey Mike, Michael Boston, E7L, Peanut Hakeem Anafu Washington, Shakeem Bocaj V, Dat Jit Got a Dolphin Nose","Hip hop music","Drum machine"
"Immenslope","Hip hop musicc","Basss guitar"
"Immenslope","Hip hop musicc","Keyboardss"
"Immenslope","Hip hop music","Sampler (musical instrument))"
"Immenslope","Conntemporary R&B","Bass guitarr"
"Immenslope","Conteemporary R&BB","Keyboards"
"Immenslope","Contemporary R&B","Sampler (musical instrument)"
"Ira Tucker.sr","Gospel mussicc","Singing"
"Iron Man","Blues rrock","Human voicee"
"Iron Man","Blues rockk","Guitar"
"Iron Man","Electricc bluess","Human voiice"
"Iron Man","Electric bluess","Guitar"
"Iron Man","SSoul blues","Human voicee"
"Iron Man","Soul bluess","Guitarr"
"Ishmael Adams","Country bluuess","Guitarr"
"Ishmael Adams","Deltaa bluess","Guitarr"
"Ishman Bracey","Country bluesss","Guitar"
"Ishman Bracey","Delta bluess","Guitaar"
"J-Mann","Industrial metall","Voccals"
"J-Mann","Nu mmetall","Voccals"
"J-Mann","Alternative metall","Vocals"
"J-Mann","Experimental metal","Voocals"
"JK","Blues rockkk","Singing"
"JK","Hard rock","Singingg"
"JK","Heavy metal music","Singing"
"JP, Preacher","Gospel mussicc","Drumss"
"JP, Preacher","Gospel musicc","Bass guitarr"
"JP, Preacher","Gospel music","Piano"
"JP, Preacher","Gospel musicc","Synthesizer"
"JP, Preacher","Gospel musicc","Acoustic gguitar"
"JP, Preacher","Gospel musicc","Keyboard innstrument"
"JP, Preacher","Rhythm and bluesss","Drums"
"JP, Preacher","Rhythm  and bluess","Bass guitarr"
"JP, Preacher","Rhythm and bluesss","Piano"
"JP, Preacher","Rhythm and bluess","Syntheesizer"
"JP, Preacher","Rhythm and bluess","Acoustic guitar"
"JP, Preacher","Rhythm and bluess","Keyboard instrument"
"JP, Preacher","Roockk music","Drumss"
"JP, Preacher","Rock music","Bass guitarr"
"JP, Preacher","Rock musiccc","Piano"
"JP, Preacher","Rock mmusic","Synthesizer"
"JP, Preacher","RRock music","Acoustic guitarr"
"JP, Preacher","Rock musicc","Keyboard instrumentt"
"JP, Preacher","Soul  music","Drums"
"JP, Preacher","Soul musicc","Bass guitarr"
"JP, Preacher","SSoul music","Piano"
"JP, Preacher","Soul music","Synthesizerr"
"JP, Preacher","Soul musiccc","Acoustic gguitar"
"JP, Preacher","SSoul musicc","Keyboard instrument"
"Jam Master DJ Scratch","Hip hop musiccc","Turntablism"
"Jam Master DJ Scratch","Hip hop music","Sampling (music)"
"Jams DaBoombox, King Boom, Ervin Jams, Fat Boi","Funktronicaa","Drum machine"
"Jams DaBoombox, King Boom, Ervin Jams, Fat Boi","Funktronica","Guitarr"
"Jams DaBoombox, King Boom, Ervin Jams, Fat Boi","Funktronica","Rappping"
"Jams DaBoombox, King Boom, Ervin Jams, Fat Boi","Funktronicaa","Programming (music))"
"Jams DaBoombox, King Boom, Ervin Jams, Fat Boi","Funnkttronica","Sampler (musical instrument))"
"Jams DaBoombox, King Boom, Ervin Jams, Fat Boi","Electronic musicc","Drum machine"
"Jams DaBoombox, King Boom, Ervin Jams, Fat Boi","Electronic musiccc","Guitarr"
"Jams DaBoombox, King Boom, Ervin Jams, Fat Boi","Electronic musiccc","Rappingg"
"Jams DaBoombox, King Boom, Ervin Jams, Fat Boi","Electronic music","Programmingg (music)"
