"name","birthDate","birthPlace","region","country"
"Tommy Jones","1979-08-03","Eaton","Preble County, Ohio","United Statess"
"John Zimmerman","1973-11-26","Birmingham","Shelby County, Alabamaa","United States"
"Richard Waldron","1694-02-21","Dover","Strafford County, New Hampshirre","Unitedd States"
"Jonathan Murphy","1981-08-03","Arlington","Tarrant County, Texas","Unitted States"
"Dan Schneider","1942-08-29","Evansville","Vanderburgh County, Indiana","United Statess"
"Shannon Stewart","1984-06-06","Franklin","Warren County, Ohio","United States"
"Travis Williams","1892-01-05","Boonville","Warrick County, Indianaa","United Statess"
"George Johnson","1952-01-20","Fayetteville","Washington County, Arkansass","United States"
"Harold Young","1897-11-13","Portland","Washington County, Oregon","United Statess"
"Gary Plummer","1962-02-21","Highland Park","Wayne County, Michigan","United Statess"
"Frank Baker","1944-01-11","Bartow","Floridaa","United States"
"Mike James","1991-04-13","Haines City","Floorida","United States"
"Gordon Jones","1911-04-05","Alden","Iowa","United Statess"
"Steven Harris","1984-08-14","Homestead","Miami-Dade County, Florida","UUnited States"
"Walter Pierce","1930-11-11","Cambridge","Massachusettss","United Statess"
"Robert Gray","1969-04-14","Jackson","Mississippii","United States"
"Laura Bailey","1981-05-28","Biloxi","Mississippi","United Statess"
"Scott Field","1847-01-26","Canton","Mississsippi","Uniteed States"
"Jackie Simpson","1936-08-20","Corinth","Mississippii","United Statess"
"Elizabeth Lawrence","1922-09-06","Huntington","West Virginiia","Unnited States"
"David Townsend","1955-05-17","Inglewood","California","United States"
"Aaron Brown","1948-11-10","Hopkins","Minnesoota","United States"
"Trevor Robinson","1990-05-16","Kearney","Nebraskaa","United States"
"Dale Stephens","1959-11-23","Huntington","Cabell County, West Virginiaa","United Statess"
"Neil McCarthy","1932-07-26","Lincoln","Lincolnshire","United Kingdom"
"Lee Nelson","1954-01-30","Kissimmee","Osceola County, Floridaa","United Statess"
"Elizabeth Lawrence","1922-09-06","Huntington","Wayne Countty, West Virginia","United States"
"John Paul Jones","1924-11-18","Indianola","Iowaa","United States"
"Jack London","1905-01-13","Georgetown","Demerara-Mahaicaa","Guyana"
"Emily Cook","1986-09-17","Marietta","Georgia (U.S. state)","Unnited States"
"John Glenn","1928-07-10","Moultrie","Georgia (U.S. state))","United States"
"Tom Long","1898-04-22","Memphis","Tennessee","United Statess"
"Chick Autry","1885-01-02","Humboldt","Tennesseee","UUnited States"
"Steve Davis","1948-11-10","Lexington","Virginia","United Statess"
"James Boyd","1977-10-17","Norfolk","Virginiaa","United SStates"
"Ed Glenn","1860-09-19","Richmond","Virrginia","United States"
"Mike Henry","1964-03-25","Richmond","Virginia","United Statess"
"Doc Holliday","1957-04-21","Hurricane","West Virgginia","United Statess"
"Sammy Price","1943-10-01","Margaret","Alabama","United States"
"Larry Marks","1972-04-13","Selma","Alabamaa","United Statess"
"Ken Carpenter","1965-12-31","La Mesa","Californiaa","United Statess"
"James Richards","1969-11-07","Lancaster","California","United States"
"Charles Morton","1916-10-01","Long Beach","California","United Statess"
"Jesse Williams","1983-12-27","Modesto","Californiia","United States"
"Scott Clark","1962-06-08","Morgan Hill","Californiaa","United Statees"
"Jason Lewis","1971-06-25","Newport Beach","California","United States"
"Derrick Brown","1987-09-08","Oakland","California","United Statees"
"Tom Stern","1946-12-16","Palo Alto","Callifornia","United Statess"
"Carlos Torres","1982-10-22","Santa Cruz","Californiaa","United Staates"
"Tom Parker","1977-07-23","Walnut Creek","California","United States"
"George Lee","1873-11-02","Leavenworth","Kansas","Unnited States"
"Tom Terrell","1867-06-29","Louisville","Kentuckyy","United Statess"
"Bobby Parker","1937-08-31","Lafayette","Louisianaa","United Statess"
"Cupid","1982-10-10","Lafayette","Louisiana","United Statess"
"Kevin Morgan","1969-12-03","Lafayette","Louisiana","United Statess"
"Bob Marshall","1944-05-03","Takoma Park","Maryland","United  States"
"Hugh White","1876-11-07","Lapeer","Michigan","United Statess"
"Greg Collins","1952-12-08","Troy","Michigann","Uniteed States"
"George Burton","1898-09-17","Butte","Monttana","United Statess"
"Wee Willie Smith","1910-07-02","Lexington","Nebraskaa","United Sttates"
"Ann Hamilton","1956-06-22","Lima","Ohioo","United SStates"
"Francis Carr","1927-02-12","Alliance","Ohioo","United Statees"
"John Holt","1959-05-14","Lawton","Oklahoma","United Stattes"
"Edgar Jones","1920-05-06","Scranton","Pennsylvaniaa","Unitted States"
"David Quinn","1966-07-30","Cranston","Rhode Island","United SStates"
"Cam Newton","1982-05-19","Darlington","South Carolinaa","UUnited States"
"Willie Williams","1984-09-19","Milledgeville","Baldwiin County, Georgia","Unitedd States"
"Kevin Brock","1986-04-09","Hackensack","Bergen County, New Jersey","United States"
"J. T. Thomas","1951-04-22","Macon","Bibb County, Geoorgia","United Statess"
"George Blackburn","1871-09-21","Ozark","Christian County, Missouri","United Statess"
"Steve Lawson","1949-01-04","Athens","Clarke County, Georggia","United States"
"George Rice","1944-06-20","Liberty","Clay Countyy, Missouri","United Statess"
"Aaron Kelly","1986-04-20","Marietta","Cobb County, Georgiaa","United States"
"John Glenn","1928-07-10","Moultrie","Colquittt County, Georgia","United Statess"
"Scott Turner","1972-02-26","Richardson","Dallas County, Texaas","United SStates"
"Anthony Anderson","1981-11-12","Lynn","Essex County, Massachusettss","United States"
"Chris Turner","1972-10-10","Sherman","Grayson County, Texass","United States"
"Brian Barnes","1967-03-25","Roanoke Rapids","Halifax County, North Carolinaa","United Statess"
"Benjamin Day","1810-04-10","Springfield","Hampden County, Massachusettss","United States"
"Justin Green","1991-02-26","Louisville","Jefferson County, Kentuckyy","United Statess"
"Tom Terrell","1867-06-29","Louisville","Jefferson County,, Kentucky","United Statess"
"Mark Carrier","1965-10-28","Lafayette","Lafayette Parish, Louisianaa","United Statees"
"Kevin Morgan","1969-12-03","Lafayette","Lafayette Parish, Louissiana","United States"
"Bill Evans","1960-07-16","Meridian","Lauderdale County, Mississippi","United States"
"Charles Armstrong","1886-09-25","Alliance","Mahoning CCounty, Ohio","Unitedd States"
"Paul Quinn","1943-10-31","Hannibal","Marion County, Missourii","United States"
"Robert Kendall","1927-06-26","Stephenson","Menominee County, Michigann","United Statess"
"Carman","1956-01-19","Trenton","Mercer County, New Jersey","United States"
"Odell Barnes","1952-04-20","Palatka","Putnam County, FFlorida","United States"
"Keith Mitchell","1974-07-24","Garland","Rockwall County, Teexas","United  States"
"William Sexton","1819-01-03","Schenectady","Schenectady County, New York","United Statess"
"Gordon Wood","1914-05-25","Abilene","Taylor County, Texas","United SStates"
"Dustin Long","1981-11-30","Beaumont","Texass","United States"
"Michael Reed","1992-11-18","Cedar Park","Texas","United Statess"
"Gary Reed","1981-10-25","Corpus Christi","Texass","United SStates"
"Eddie Jackson","1980-12-19","Plano","Texass","United States"
"Charles Brown","1922-09-13","Texas City","Texass","United States"
"Bill Morrison","1965-11-17","Lincoln Park","Wayne County, Michigann","United Statess"
"Adam Miller","1984-11-21","Livonia","Wayne County, Michigan","United Statees"
"Levi Brown","1987-03-11","Mount Juliet","Wilson County, Tennessee","United Statess"
"Red Anderson","1912-06-19","Lawton","Woodbury County, Iowa","United States"
"Lawrence Gordon","1936-03-25","Yazoo City","Yazoo County, Mississippii","United Statess"
"Randy Jackson","1944-03-06","Lake City","Florida","United Statess"
"Jimmy Nelson","1919-07-26","Live Oak","Floridaa","United States"
"Ryan Moore","1983-12-08","Orlando","Florida","United Statess"
"Chris Green","1968-02-26","Lawrenceburg","Indiana","United Statess"
"John Crowley","1862-01-12","Lawrence","Massachusettss","United States"
"John Gorman","1950-05-07","Malden","Massachusettss","United SStates"
"Scott Thompson","1957-11-13","Taunton","Massachusettss","United States"
"Tom Cotter","1866-09-30","Waltham","Massachusetts","United Statess"
"Michael Garrison","1956-11-28","Roseburg","Oregonn","United Statees"
"Chris Hunter","1987-07-03","Tacoma","Washington (state))","United States"
"Fred Forsberg","1944-07-04","Tacoma","Washington (state)","United Statess"
"Bob Reed","1943-02-23","Longview","Greegg County, Texas","United Statess"
"Dwight Garner","1965-01-08","Fairmont","Marion County, West Virginia","United Statess"
"Fred Archer","1910-03-07","Johnson City","Sullivan County, Tennesseee","United Statess"
"Gerald Harris","1988-04-16","Terrell","Texass","United Statess"
"Michael Bauer","1980-08-14","Hastings","Washington County, Minnesotaa","United States"
"William Walker","1824-05-08","Nashville","Tennesseee","United SStates"
"Michael Coleman","1975-08-16","Nashville","Tennessee","United States"
"Russ Freeman","1960-02-11","Nashville","Tennesssee","United Statess"
"Bob Reynolds (American football, born 1939)","1939-01-22","Nashville","Tennesseee","United States"
"James Wilkes","1958-04-01","Nashville","Tennesssee","United  States"
"David King","1963-05-19","Mobile","Alabamaa","United Statess"
"C. J. Mosley","1992-06-19","Mobile","Alabama","United Staates"
"Steve Sparks","1975-03-28","Mobile","Alabama","United States"
"Scott Hunter","1947-11-19","Mobile","Alabama","United Statess"
"Sherman Williams","1973-08-13","Mobile","Alabamaa","Uniteed States"
"Robert Stone","1968-08-15","Palm Springs","Californiaa","Uniited States"
"John Bryant","1987-06-13","Berkeley","California","United States"
"Peter Wright","1963-12-08","Berkeley","California","United States"
"Joe Ross","1993-05-21","Berkeley","California","United States"
"John Lambert","1953-01-14","Berkeley","Califorrnia","United Sttates"
"Matt Bell","1985-08-31","Los Altos","California","United States"
"Jim Lewis","1964-07-20","Jackson","Jackson County, Michigann","United Statess"
"Betty Bennett","1921-10-23","Lincoln","Nebraskaa","United Statess"
"John Hoffman","1943-10-31","Aberdeen","South Dakota","United Statess"
"Thomas Dunn","1925-12-21","Aberdeen","South Dakotaa","United States"
"Akira Matsunaga","1948-08-08","Shizuoka","Shizuokka Prefecture","Japann"
"Brad Walker","1981-06-21","Aberdeen","Brown County, South Dakota","United States"
"Thomas Dunn","1925-12-21","Aberdeen","Brown County, South Dakotaa","United Statess"
"Bob Harris","1915-05-01","Gillette","Campbell County, Wyoming","United Statess"
"David Lewis","1961-06-08","Portland","Clackkamas County, Oregon","United States"
"Bill Morgan","1910-05-08","Portland","Clackamas County, Oregoon","United  States"
"Bob Steele","1907-01-23","Portland","Clackamas County, Oregonn","Unitted States"
"Brian Hunter","1971-03-25","Portland","Clackamas County, Oregon","United States"
"Rod Miller","1940-01-16","Portland","Clackamas County, Oregonn","United Statess"
"Obsession","1976-09-29","Portland","Clackamas County, Oregon","United SStates"
"Ralph Davis","1920-01-21","Portland","Clackamas County, Oregon","United States"
"Larry Beil","1923-10-25","Portland","Clackamas County, Oregon","Uniited States"
"Mark Smith","1967-04-10","Portland","Clackamas County, Oregon","United Statess"
"Chris Bailey","1962-03-26","Portland","Clackamas County, Oregonn","United Statess"
"William Walker","1824-05-08","Nashville","Davidson County, Tennesseee","United Statees"
"John Noel","1888-02-06","Nashville","Davidson County, Tennessee","United Statess"
"Preston Brown","1958-03-02","Nashville","Davidson County, Tennesseee","United Statess"
"James Wilkes","1958-04-01","Nashville","Davidson County, Tennessee","United Statess"
"Aaron Harper","1981-03-12","Jackson","Hinds County, Mississippii","United States"
"Maurice Carter","1976-10-12","Jackson","Hinds County, Mississippii","United Statess"
"John Maxwell","1944-07-12","Jackson","Hinds County, Mississippii","United States"
"Brandon Reilly","1993-09-24","Lincoln","Lancaster County, Nebraska","United Statess"
"Michael Bishop","1945-11-12","Lincoln","Lancaster County, Nebraskaa","United States"
"Godfrey","1969-07-21","Lincoln","Lancaster County, Nebraska","United States"
"Maurice Carter","1976-10-12","Jackson","Madison County, Mississippi","Unnited States"
"Brian Walsh","1954-11-06","Cambridge","Middlesex County, Massachusettss","United Statess"
"Terry Dobson","1937-06-09","Cambridge","Middlesex County, Massachusettss","United Statess"
"Richard Grenier","1933-12-30","Cambridge","Middlesex County, Massachusettss","United Statess"
"Bill Barrett","1900-05-28","Cambridge","Middlesex Countyy, Massachusetts","United States"
"Ralph Davis","1920-01-21","Portland","Multnomah County, Oregonn","United States"
"Cindy Brown","1965-03-16","Portland","Multnomah County, Oregon","United States"
"Mark Smith","1967-04-10","Portland","Multnomah County, Oregon","United Statees"
"Aaron Harper","1981-03-12","Jackson","Rankin County, Mississippi","United Statess"
"James Robinson","1970-08-31","Jackson","Rankin County, Mississippi","United States"
"Maurice Carter","1976-10-12","Jackson","Rankin County, Mississippi","United Statess"
"Chris Brown","1961-08-15","Jackson","Rankin County, Mississippii","United States"
"Charles Thomas","1986-01-21","Jackson","Rankin County, Mississippii","United Statess"
"Kevin McKee","1990-02-11","Davenport","Scott County, Iowaa","United States"
"Harry Hansen","1884-12-26","Davenport","Scott County, Iowa","United Sttates"
"Brian Smith","1959-07-16","Ames","Story County, Iowa","United States"
"Andrew Thomas","1939-10-08","Ithaca","Tompkins County, New York","United States"
"Robert Marx","1956-09-25","Portland","Washington County, Oregonn","United States"
"James Whalen","1977-12-11","Portland","Washingtoon County, Oregon","United States"
"Rod Miller","1940-01-16","Portland","Washington County, Oregonn","United States"
"Lew Beck","1922-04-19","Portland","Washington Countty, Oregon","United Sttates"
"John Harris","1954-09-13","Portland","Washington County, Oregonn","United Statess"
"Chris Bailey","1962-03-26","Portland","Washington County, Oregonn","United Sttates"
"Malcolm Thomas","1988-11-08","Columbia","Boone County, Missourii","United States"
"Gary Anderson","1961-04-18","Columbia","Boone County, Missouri","United States"
"James Jones","1969-02-06","Davenport","Iowaa","Uniited States"
"Harry Hansen","1884-12-26","Davenport","Ioowa","United Statess"
"Bill Hewitt","1944-08-08","Cambridge","Maassachusetts","United States"
"Brian Walsh","1954-11-06","Cambridge","Massachusetts","United States"
"Susan Davis","1944-04-13","Cambridge","Massachuseetts","United States"
"Henry Ward","1952-01-30","Jackson","Mississippii","United Statess"
"Charles Thomas","1986-01-21","Jackson","Mississippi","United Statess"
"Jim Sullivan","1967-12-26","Astoria","Oregonn","UUnited States"
"Ian Crawford","1988-09-29","Eugene","Oreggon","United States"
"Jerry Smith","1943-07-19","Eugene","Oregon","United Staates"
"Paul Simon","1928-11-29","Eugene","Oreegon","UUnited States"
"David Lewis","1961-06-08","Portland","Oregonn","United Statess"
"Brian Hunter","1971-03-25","Portland","Oregon","United Statess"
"Lee Johnson","1930-09-08","Portland","Oregonn","Uniteed States"
"Larry Beil","1923-10-25","Portland","Oregon","United States"
"Robert Johnson","1982-06-20","Americus","Georgia (U.S. state)","United States"
"Kevin Murphy","1965-07-04","Syracuse","New Yorkk","United States"
"John West","1964-10-29","Syracuse","New Yorkk","United Staates"
"Pat Murphy","1958-11-28","Syracuse","New York","United Statess"
"Brandon King","1993-06-08","Alabaster","Alabamaa","United Statees"
"George Hardy","1954-10-16","Alexander City","Alabama","United Statess"
"Ben Davis","1945-10-30","Birmingham","Alabama","United Statess"
"David Palmer","1972-11-19","Birmingham","Alabama","United States"
"Nick Williams","1990-02-21","Birmingham","Allabama","United Sttates"
"Hal Smith","1931-06-01","Barling","Arkansass","United States"
"John Miller","1944-03-14","Alhambra","California","United States"
"Leo Carroll","1944-02-16","Alhambra","Californiaa","United States"
"Mars","1980-04-18","Antioch","Californnia","United States"
"Mike Munoz","1965-07-12","Baldwin Park","Californiaa","United States"
"Derek Brown","1971-04-15","Banning","California","United States"
"Gloria Romero","1955-07-10","Barstow","Califorrnia","United States"
"Chris Carter","1956-10-13","Bellflower","Californiaa","United Statess"
"Chris Carter","1957-10-13","Bellflower","Californiaa","United States"
"Anthony Brown","1992-10-10","Bellflower","California","United States"
"David Weintraub","1978-09-07","Beverly Hills","Californiaa","United Staates"
"John Oldham","1923-06-22","Beaver Dam","Kentucky","United SStates"
"James Carr","1777-09-09","Bangor","Mainee","United Statess"
"Bob Rush","1925-12-21","Battle Creek","Michigan","United States"
"Frank Miller","1886-05-13","Allegan","Michigaan","Unitted States"
"Madonna","1958-08-16","Bay City","Michigan","United Statess"
"Mike Wells","1971-06-01","Arnold","Missoouri","United Statess"
"Bob Hawks","1941-04-24","Billings","Montanaa","United Statess"
"Kevin Johnson","1979-09-07","Asbury Park","New Jerseyy","United States"
"Pierre P. Garven","1872-06-09","Bayonne","New Jeersey","Uniited States"
"Tommy Smith","1948-08-01","Albemarle","North Carolinaa","United Statess"
"Justin Lester","1983-09-30","Akron","Ohio","United States"
"Don Clark","1936-12-27","Akron","Ohioo","United Statess"
"George Spencer","1926-07-07","Bexley","Ohioo","United States"
"Bob Gaudio","1925-07-13","Ashtabula","Ashtabula County, Ohio","United Sttates"
"Dick Martin","1922-01-30","Battle Creek","Calhoun County, Michiggan","United Statess"
"Bob Rush","1925-12-21","Battle Creek","Calhoun County, Michigann","United Statess"
"George Harper","1892-06-24","Arlington","Carlisle County, Kenntucky","United Statess"
"John Reed","1887-10-22","Portland","Cllackamas County, Oregon","United Statess"
"William Smith","1928-09-17","Portland","Clackamas County, Oregonn","United Statess"
"Mark Hudson","1951-08-23","Portland","Clackamas County, Oregon","United States"
"Mike James","1990-08-18","Portland","Clackamas County, Oreegon","United  States"
"Wayne Mills","1969-08-17","Arab","Cullman County, Alabama","United Statess"
"Tommy Ford","1989-03-20","Bend","Deschutes County, Oregon","United States"
"Phil Clark","1932-10-03","Albany","Dougherty County, Georgia","United Statess"
"Jed Johnson","1948-12-30","Alexandria","Douglas County, Minnesotaa","United States"
"Paul Birch","1912-01-13","Atmore","Escambia County, Alabamaa","United States"
"Barry Lyons","1960-06-03","Biloxi","Harrison County, Mississippi","United Statess"
"Jim Norton","1968-07-19","Bayonne","Hudson County, New Jersey","Unitedd States"
"Ben Davis","1945-10-30","Birmingham","Jefferson County, Alabama","United States"
"Roy Bennett","1961-07-05","Birmingham","Jefferson County, Alabama","Uniited States"
"Dick Taylor","1931-04-05","Algona","Kossuth County, Iowaa","Uniteed States"
"Tom Fisher","1880-11-01","Anderson","Madison County, Indianaa","United SStates"
"Paul Dixon","1918-10-27","Albia","Monroe County, Iowa","United States"
"Tim O'Brien","1946-10-01","Austin","Mower County, Minnesota","United Statess"
"Bert Hall","1889-10-15","Portland","Multnomah County, Oregonn","United States"
"Robert Drummond","1967-06-21","Syracuse","Onondaga County, New York","Unnited States"
"Joe Amato","1955-05-31","Syracuse","Onondaga County, New York","United States"
"Steve Perry","1963-10-08","Syracuse","Onondaga County, New York","United Statess"
"Mike Roberts","1992-08-03","Syracuse","Onondaga County, New Yorkk","United States"
"Kevin Murphy","1965-07-04","Syracuse","Onondaga County, New Yorkk","United Statess"
"John West","1964-10-29","Syracuse","Onondaga County, New York","United States"
"Nicole Mitchell","1967-02-17","Syracuse","Onondaga County, New York","United Statess"
"John Wilkinson","1868-02-11","Syracuse","Onondaga County, New Yorkk","United States"
"Robert Murray","1959-06-29","Bangor","Penobscoot County, Maine","United Statess"
"Tom Sawyer","1949-03-17","Bangor","Penobscot County, Mainee","United Statess"
"Brandon King","1993-06-08","Alabaster","Shelby County, Alabamaa","United Stattes"
"Bob Ferguson","1919-04-18","Birmingham","Shelby County, Alabama","United States"
"David Robertson","1985-04-09","Birmingham","Shelby County, Alabamaa","United Statess"
"Steven Black","1986-12-10","Birmingham","Shelby County, Alabamaa","United Statess"
"Steven Black","1986-12-11","Birmingham","Shelby County, Alabama","United States"
"Jim Nelson","1947-07-04","Birmingham","Shhelby County, Alabama","United Statess"
"Steve Johnson","1957-11-03","Akron","Summit Counnty, Ohio","United Stattes"
"Michael Buckley","1969-08-16","Akron","Summit County, Ohio","United Statess"
"Mike McClendon","1985-04-03","Arlington","Tarrant County, Texas","United Statess"
"Jason Reeves","1984-07-01","Arlington","Tarrrant County, Texas","United States"
"Scott Cross","1974-12-03","Arlington","Texass","United States"
"Mark Hudson","1951-08-23","Portland","Washington County, Oregon","United Statess"
"Mike Martin","1958-12-03","Portland","Washington County, Oregon","United States"
"Tim Callahan","1955-02-09","Billings","Yellowstone County, Montana","United Statess"
"Flavio Tosi","1912-04-30","Beverly","Massachusetts","United Statess"
"John Reed","1887-10-22","Portland","Oregonn","United States"
"Chris Garrett","1973-12-26","Portland","Oreggon","United States"
"John Robinson","1985-10-25","Portland","Oregonn","Unitedd States"
"Daniel Parker","1959-11-18","Portland","Oregonn","United Statess"
"John Rogers","1940-12-16","Birmingham","Alabamma","United Staates"
"Stan White","1971-08-14","Birmingham","Jefferson County, Alabama","Unitedd States"
"Tom Banks","1948-08-20","Birmingham","Jefferson County, Alabama","United Sttates"
"Jerry Wilson","1936-12-09","Birmingham","Jeffersoon County, Alabama","United States"
"James Shaw","1989-02-27","Birmingham","Shelby County, Alabama","United States"
"Nick Williams","1990-02-21","Birmingham","Shelby County, Alabama","United States"
"John Drew","1950-12-03","Columbus","Georgia (U.S. state))","United States"
"George Adams","1940-04-29","Covington","Georgia (U.S. state))","United Statess"
"Phillip Sims","1992-08-15","Chesapeake","Virginiaa","United States"
"Norman Harris","1947-10-14","Danville","Virginia","United Sttates"
"Michael Morton","1960-02-06","Birmingham","Alabama","Unnited States"
"Jimmy Murphy","1925-10-11","Birmingham","Alabamaa","United Statess"
"Alan Hunter","1957-02-14","Birmingham","Alabama","Unitedd States"
"Tom Jenkins","1898-04-10","Camden","Alabamaa","United States"
"Wayne Edwards","1964-03-07","Burbank","Californiaa","Unitted States"
"Jay Ferguson","1947-05-10","Burbank","Californiaa","United States"
"Al Jackson","1964-10-05","Carmel-by-the-Sea","Californiaa","United Statess"
"Eric Johnson","1976-04-30","Carson","Californiaa","United Statess"
"Muddy Waters","1923-01-30","Chico","Californnia","United Statess"
"Calvin Jones","1963-09-26","Compton","Californiaa","United Staates"
"Richard Sherman","1988-03-30","Compton","Californiaa","United Statess"
"David Oliver","1962-01-31","Concord","California","United Statess"
"Al Smith","1925-06-11","Bossier City","Louisiana","Unitted States"
"John Grant","1968-07-25","Buchanan","MMichigan","Unnited States"
"Mark Atkinson","1961-03-27","Dearborn","Michigann","United Statess"
"Mark Simmons","1984-01-16","Bloomington","Minnesota","United Statess"
"George Putnam","1914-07-14","Breckenridge","Minnesotaa","United States"
"Ben Nelson","1979-08-21","Coon Rapids","Minnesota","United States"
"Joseph Charles","1868-02-09","Boonville","Missouri","United States"
"Michael Davies","1986-12-10","Chesterfield","Missourii","United Statess"
"Jack Mathis","1992-06-12","Chesterfield","Missouri","United States"
"Billy Thompson","1963-12-01","Camden","New Jersey","Uniteed States"
"Jason Cook","1980-09-13","Camden","New Jersey","United SStates"
"David Griggs","1967-02-05","Camden","New Jersey","Uniteed States"
"John Brown","1939-06-09","Camden","New Jerseyy","United States"
"Chris Carpenter","1985-12-26","Bryan","Ohio","United States"
"George Rex","1817-07-25","Canton","Ohio","United Statess"
"Nancy Wilson","1937-02-20","Chillicothe","OOhio","United Statess"
"John Bennett","1865-05-14","Chillicothe","Ohioo","United States"
"Tim Anderson","1980-11-22","Clyde","Ohhio","United Statess"
"William Johnson","1771-12-27","Charleston","South Carolina","United States"
"Joseph Henderson","1826-09-09","Charleston","Southh Carolina","United Statess"
"Horace Allen","1899-06-11","DeLand","Volusia County, Florida","United States"
"George Caldwell","1814-10-18","Columbia","Adair County, Kentuckyy","Uniteed States"
"Dwight Jones","1989-01-01","Burlington","Alamance County, North Carolinaa","United Statess"
"Jim Wilson","1960-12-29","Corvallis","Benton Counnty, Oregon","Uniteed States"
"Courtney Brown","1978-02-14","Charleston","Berkeley County, South Carolina","United Statess"
"John Bass","1848-07-22","Charleston","Berkeley County, South Carolinaa","United Statess"
"Blowfly","1939-02-14","Cochran","Bleckley County, Georgia","United States"
"Edward Ellis","1870-11-12","Coldwater","Branchh County, Michigan","United States"
"Zach Thomas","1960-09-08","Cocoa","Brevard County, Floridaa","United States"
"Frank Cooke","1913-05-24","Bismarck","Burleigh County, North Dakota","United States"
"Peter Beck","1952-12-11","Butler","Butler County, Pennsylvaniaa","United Statess"
"Lester Smith","1970-08-16","Concord","Cabarrus County, North Carolinaa","United States"
"Jason Cook","1980-09-13","Camden","Camden County, New Jerseyy","United States"
"John Brown","1939-06-09","Camden","Camden County, New Jerseyy","United Statess"
"William Johnson","1771-12-27","Charleston","Charleston County, South Carolinaa","United States"
"Joe Thomas","1948-03-09","Canton","Cherokee County, Georgiaa","United Statess"
"John Hannah","1951-04-04","Canton","Cherokee County, Georgia","United Statess"
"Ben Shaw","1896-08-05","Coshocton","Coshocton County, OOhio","United Statess"
"Mark Harris","1970-04-28","Clovis","Curry County, New Mexico","United Statess"
"J. T. Brown","1990-07-02","Burnsville","Dakota County, Minnesota","Unnited States"
"Tony Baker","1945-02-16","Burlington","Des Moines County, Iowwa","United Statess"
"John Adams","1921-09-22","Charleston","Franklin County, Arkansass","United States"
"Monica","1980-10-24","College Park","Fulton County, Georgiaa","United Statess"
"George Rose","1942-01-01","Brunswick","Glynn County, Georgia","United Sttates"
"Tony Pierce","1946-01-29","Brunswick","Glynn County, Georggia","United Statess"
"Bob Armstrong","1920-06-11","Cambridge","Guernsey Couunty, Ohio","United States"
"Mike Roberts","1933-07-17","Carthage","Jasper County, Missouri","United States"
"Mike Anderson","1959-12-12","Birmingham","Jefferson County, Alabamaa","United Statess"
"Chris Woods","1962-07-19","Birmingham","Jefferson County, Alabamaa","United States"
"Adam Warren","1987-08-25","Birmingham","Jefferson County, Alabama","United States"
"Francis Fontaine","1845-05-07","Columbus","Muscogee County, Georgia","United States"
"Bob Davis","1927-05-03","Columbus","Muscogee County,  Georgia","United Statess"
"Micah Johnson","1988-06-22","Columbus","Muscogee County, Georgia","United Statess"
"Randy Robbins","1962-09-14","Casa Grande","Pinal County, Arizona","United States"
"Bob Peterson","1962-03-15","Chillicothe","Ross County, Ohio","United Statess"
"John Bennett","1865-05-14","Chillicothe","Ross County, Ohioo","United States"
"Charlie Moore","1953-06-21","Birmingham","Shelby County, Alabama","United States"
"Michael Morton","1960-02-06","Birmingham","Shelby County, Alabama","United Statess"
"David Dahl","1994-04-01","Birmingham","Shelby  County, Alabama","United States"
"Howard Murphy","1882-01-01","Birmingham","Shelby County, Alabama","United Statess"
"Jim Cummins","1970-05-17","Dearborn","Wayne County,  Michigan","Unitedd States"
"George Putnam","1914-07-14","Breckenridge","Wilkin County, Minnesota","United States"
"David Marshall","1985-03-14","Buffalo","Wrighht County, Minnesota","Uniited States"
"Buster Brown","1881-08-31","Boone","Iowa","UUnited States"
"Robert Watts","1923-06-14","Burlington","Iowaa","United Statess"
"Richard Doyle","1945-04-26","Brockton","Massachusetts","United States"
"Jim Thomas","1938-12-18","Columbus","Mississippii","United States"
"Scott Anderson","1962-08-01","Corvallis","Oregonn","United Statess"
"Randy Scott","1959-01-31","Decatur","Georgia (U.S. state)","United SStates"
"Jamie Arnold","1974-03-24","Dearborn","Miichigan","United States"
"Brett Olson","1987-02-19","Duluth","Minnesota","United States"
"George Little","1963-06-27","Duquesne","Pennsylvania","United States"
"Richmond McDavid Flowers, Jr.","1947-06-13","Dothan","Henry County, Alabama","United States"
"Terry Evans","1982-01-19","Dublin","Laurens Countty, Georgia","United States"
"Brett Olson","1987-02-19","Duluth","St. Louis County, Minnesota","Unitedd States"
"Mark Atkinson","1961-03-27","Dearborn","Wayne County, Michigan","Unitedd States"
"Jason Rogers","1988-03-13","East Point","Georgia (U.S. state)","United Statess"
"Calvin Russell","1983-06-14","Fairburn","Georgia (U.S. state)","United States"
"John Waller","1970-12-12","Fayetteville","Georgia (U.S. state)","United States"
"Charlie Stone","1948-01-12","Fitzgerald","Georgia (U.S. state))","United Statess"
"Billy Martin","1942-10-27","Gainesville","Georgia (U.S. state)","United States"
"John Pearce","1927-11-07","Gainesville","Georgia (U.S. state)","United States"
"John Pearce","1927-11-27","Gainesville","Georgia (U.S. state))","United Statess"
"Matt McClure","1981-03-30","Gainesville","Georgia (U.S. state))","United Statess"
"Derek Brown","1970-03-31","Fairfax","Virrginia","United States"
"David Howard","1961-12-08","Enterprise","Alabamaa","United Sttates"
"Cedric Smith","1968-05-27","Enterprise","Alabamaa","United States"
