"city","state"
"Columbus","Ohio, OH"
"Columbus","Indiana, IN"
"Concord","New Hampshire, NH"
"Conway","Arkansas, AR"
"Cordele","Georgia, GA"
"Cozad","Nebraska, NE"
"Creede","Colorado, CO"
"Crested Butte","Colorado, CO"
"Crisfield","Maryland, MD"
"Cuero","Texas, TX"
"Davison","Michigan, MI"
"DeKalb","Illinois, IL"
"Decatur","Alabama, AL"
"Dickinson","North Dakota, ND"
"Douglas","Alabama, AL"
"Dover","Delaware, DE"
"Dumas","Arkansas, AR"
"Durango","Colorado, CO"
"El Paso","Texas, TX"
"Elizabethton","Tennessee, TN"
"Elkhart","Indiana, IN"
"Emerson","Arkansas, AR"
"Eugene","Oregon, OR"
"Farmington","Maine, ME"
"Fayetteville","North Carolina, NC"
"Fort Collins","Colorado, CO"
"Fort Myers","Florida, FL"
"Fort Payne","Alabama, AL"
"Fort Wayne","Indiana, IN"
"Fruita","Colorado, CO"
"Fulton","New York, NY"
"Galveston","Texas, TX"
"Gaylord","Michigan, MI"
"Gilroy","California, CA"
"Greeley","Colorado, CO"
"Greenfield","California, CA"
"Griggsville","Illinois, IL"
"Grinnell","Iowa, IA"
"Gueydan","Louisiana, LA"
"Gulfport","Mississippi, MS"
"Hacienda Heights","California, CA"
"Hagerstown","Maryland, MD"
"Haines","Alaska, AK"
"Hannibal","Missouri, MO"
"Hastings","Nebraska, NE"
"Haverstraw","New York, NY"
"Honaker","Virginia, VA"
"Honolulu","Hawaii, HI"
"Jackson","Michigan, MI"
"Jamestown","North Dakota, ND"
"Jasper","Arkansas, AR"
"Jennings","Kansas, KS"
"Jennings","Louisiana, LA"
"Jerome","Arizona, AZ"
"Jonesboro","Arkansas, AR"
"Juneau","Alaska, AK"
"Kalamazoo","Michigan, MI"
"Kansas City","Kansas, KS"
"Kaufman","Texas, TX"
"Keansburg","New Jersey, NJ"
"Keene","New Hampshire, NH"
"Kenai","Alaska, AK"
"Kenton","Tennessee, TN"
"Keokuk","Iowa, IA"
"Ketchikan","Alaska, AK"
"Kingsville","Texas, TX"
"Knoxville","Tennessee, TN"
"Lake Benton","Minnesota, MN"
"Lake Oswego","Oregon, OR"
"Lathrop","Missouri, MO"
"Lebanon","Tennessee, TN"
"Leoti","Kansas, KS"
"Lexington","Massachusetts, MA"
"Lithonia","Georgia, GA"
"Lodi","California, CA"
"Lynchburg","Virginia, VA"
"Malvern","Arkansas, AR"
"Manhattan","Kansas, KS"
"Marionville","Missouri, MO"
"Marseilles","Illinois, IL"
"Marysville","California, CA"
"Mattoon","Illinois, IL"
"McAllen","Texas, TX"
"McMinnville","Tennessee, TN"
"Meriden","Connecticut, CT"
"Miami","Florida, FL"
"Millinocket","Maine, ME"
"Milpitas","California, CA"
"Milwaukee","Wisconsin, WI"
"Mishawaka","Indiana, IN"
"Montgomery","Alabama, AL"
"Montgomery","Minnesota, MN"
"Mount Pleasant","Texas, TX"
"Naperville","Illinois, IL"
"Naugatuck","Connecticut, CT"
"New Britain","Connecticut, CT"
"New Brunswick","New Jersey, NJ"
"New Haven","Connecticut, CT"
"New Ulm","Minnesota, MN"
"New York","New York, NY"
"Newberry","Michigan, MI"
"Newburyport","Massachusetts, MA"
"North Platte","Nebraska, NE"
"Northampton","Massachusetts, MA"
"O'Neill","Nebraska, NE"
"Olney","Illinois, IL"
"Omaha","Nebraska, NE"
"Onaway","Michigan, MI"
"Ozark","Alabama, AL"
"Palisade","Colorado, CO"
"Panama City Beach","Florida, FL"
"Pasadena","California, CA"
"Perth Amboy","New Jersey, NJ"
"Pittsburg","Kansas, KS"
"Pittsburgh","Pennsylvania, PA"
"Plymouth","Massachusetts, MA"
"Ponchatoula","Louisiana, LA"
"Prattville","Alabama, AL"
"Presque Isle","Maine, ME"
"Punxsutawney","Pennsylvania, PA"
"Radford","Virginia, VA"
"Raleigh","North Carolina, NC"
"Rayne","Louisiana, LA"
"Reading","Pennsylvania, PA"
"Redwood City","California, CA"
"Rehoboth Beach","Delaware, DE"
"Rio Rancho","New Mexico, NM"
"Roswell","New Mexico, NM"
"Rumney","New Hampshire, NH"
"Rutland","Vermont, VT"
"Salem","Massachusetts, MA"
"San Angelo","Texas, TX"
"San Diego","California, CA"
"San Francisco","California, CA"
"Schenectady","New York, NY"
"Selma","California, CA"
"Senatobia","Mississippi, MS"
"Sierra Vista","Arizona, AZ"
"Siloam Springs","Arkansas, AR"
"Soldiers Grove","Wisconsin, WI"
"Spartanburg","South Carolina, SC"
"Spokane","Washington, WA"
"Springville","Utah, UT"
"St. Albans","Vermont, VT"
"St. Louis","Missouri, MO"
"Stuttgart","Arkansas, AR"
"Sugarcreek","Ohio, OH"
"Sumner","Washington, WA"
"Tacoma","Washington, WA"
"Takoma Park","Maryland, MD"
"Talent","Oregon, OR"
"Taunton","Massachusetts, MA"
"Telluride","Colorado, CO"
"Terlingua","Texas, TX"
"Texarkana","Arkansas, AR"
"Traverse City","Michigan, MI"
"Troy","New York, NY"
"Tulelake","California, CA"
"Tulsa","Oklahoma, OK"
"Tuscaloosa","Alabama, AL"
"Tuskegee","Alabama, AL"
"Tyler","Texas, TX"
"Valley City","Ohio, OH"
"Valparaiso","Indiana, IN"
"Vicksburg","Mississippi, MS"
"Warroad","Minnesota, MN"
"Warwick","Georgia, GA"
"Waterville","Maine, ME"
"Watsonville","California, CA"
"Weatherford","Texas, TX"
"Weirton","West Virginia, WV"
"Westfield","Massachusetts, MA"
"Wickenburg","Arizona, AZ"
"Winooski","Vermont, VT"
"Yuma","Arizona, AZ"
