"city","state"
"Kenai","Alaska, AK"
"Keokuk","Iowa, IA"
"Ketchikan","Alaska, AK"
"Kingsville","Texas, TX"
"Kirkwood","Missouri, MO"
"Knoxville","Tennessee, TN"
"Lake Benton","Minnesota, MN"
"Laramie","Wyoming, WY"
"Lathrop","Missouri, MO"
"Lebanon","Tennessee, TN"
"Lenoir City","Tennessee, TN"
"Leola","South Dakota, SD"
"Lewes","Delaware, DE"
"Lexington","Kentucky, KY"
"Lexington","Massachusetts, MA"
"Lincoln","Alabama, AL"
"Linden","California, CA"
"Lockport","New York, NY"
"Lodi","California, CA"
"Lompoc","California, CA"
"Louisville","Kentucky, KY"
"Loup City","Nebraska, NE"
"Lowell","Arkansas, AR"
"Malvern","Arkansas, AR"
"Manchester","New Hampshire, NH"
"Manchester","Connecticut, CT"
"Manhattan","Kansas, KS"
"Manhattan","New York, NY"
"Mannford","Oklahoma, OK"
"Marion","Indiana, IN"
"Marionville","Missouri, MO"
"Marseilles","Illinois, IL"
"Marysville","Kansas, KS"
"McAllen","Texas, TX"
"McMinnville","Tennessee, TN"
"Merced","California, CA"
"Miami","Florida, FL"
"Midlothian","Texas, TX"
"Millinocket","Maine, ME"
"Milpitas","California, CA"
"Milwaukee","Wisconsin, WI"
"Mishawaka","Indiana, IN"
"Monterey","California, CA"
"Mount Ida","Arkansas, AR"
"Mountain View","Arkansas, AR"
"Nashville","Georgia, GA"
"Nashville","Tennessee, TN"
"Naugatuck","Connecticut, CT"
"Nederland","Colorado, CO"
"New Brunswick","New Jersey, NJ"
"New Castle","Pennsylvania, PA"
"New York","New York, NY"
"Norco","California, CA"
"North Platte","Nebraska, NE"
"Norwich","Connecticut, CT"
"O'Fallon","Missouri, MO"
"Oak Ridge","Tennessee, TN"
"Ogdensburg","New York, NY"
"Oklahoma City","Oklahoma, OK"
"Olney","Illinois, IL"
"Omaha","Nebraska, NE"
"Oroville","California, CA"
"Ouray","Colorado, CO"
"Pacifica","California, CA"
"Panama City Beach","Florida, FL"
"Pasadena","California, CA"
"Pearsonville","California, CA"
"Pensacola","Florida, FL"
"Peru","Indiana, IN"
"Philadelphia","Pennsylvania, PA"
"Phoenix","Arizona, AZ"
"Pikeville","Kentucky, KY"
"Pittsburg","Kansas, KS"
"Pittsburgh","Pennsylvania, PA"
"Placerville","California, CA"
"Pocatello","Idaho, ID"
"Ponchatoula","Louisiana, LA"
"Prattville","Alabama, AL"
"Presque Isle","Maine, ME"
"Provincetown","Massachusetts, MA"
"Purcell","Oklahoma, OK"
"Radford","Virginia, VA"
"Ray","North Dakota, ND"
"Redmond","Washington, WA"
"Renfro Valley","Kentucky, KY"
"Richmond","Virginia, VA"
"Rio Rancho","New Mexico, NM"
"Rochester","New Hampshire, NH"
"Roscoe","New York, NY"
"Rumney","New Hampshire, NH"
"Russell Springs","Kansas, KS"
"Sacramento","California, CA"
"Saint Paul","Minnesota, MN"
"Salem","Oregon, OR"
"San Jose","California, CA"
"Sansom Park","Texas, TX"
"Saratoga","Wyoming, WY"
"Schenectady","New York, NY"
"Scottsdale","Arizona, AZ"
"Scranton","Pennsylvania, PA"
"Sedona","Arizona, AZ"
"Selma","California, CA"
"Severance","Colorado, CO"
"Sierra Vista","Arizona, AZ"
"Siloam Springs","Arkansas, AR"
"Sioux City","Iowa, IA"
"Solvang","California, CA"
"South Haven","Michigan, MI"
"Spencer","Idaho, ID"
"Springfield","Massachusetts, MA"
"Springville","Utah, UT"
"St. Louis","Missouri, MO"
"St. Petersburg","Florida, FL"
"Stamford","Connecticut, CT"
"Staten Island","New York, NY"
"Sugar Land","Texas, TX"
"Sylacauga","Alabama, AL"
"Tacoma","Washington, WA"
"Tallahassee","Florida, FL"
"Tarryall","Colorado, CO"
"Taunton","Massachusetts, MA"
"Telluride","Colorado, CO"
"Terre Haute","Indiana, IN"
"Texarkana","Arkansas, AR"
"Toledo","Ohio, OH"
"Towner","North Dakota, ND"
"Traverse City","Michigan, MI"
"Tulelake","California, CA"
"Tuscaloosa","Alabama, AL"
"Tyler","Texas, TX"
"Unadilla","Nebraska, NE"
"Valdosta","Georgia, GA"
"Victoria","Texas, TX"
"Waco","Texas, TX"
"Walla Walla","Washington, WA"
"Wallace","Idaho, ID"
"Waltham","Massachusetts, MA"
"Warrensburg","Missouri, MO"
"Warwick","Rhode Island, RI"
"Waterville","Maine, ME"
"Waynesboro","Georgia, GA"
"Waynesville","Ohio, OH"
"Weatherford","Texas, TX"
"Weirton","West Virginia, WV"
"West Haven","Connecticut, CT"
"Willard","Ohio, OH"
"Williamsburg","Virginia, VA"
"Willits","California, CA"
"Wilmington","Illinois, IL"
"Wilmington","North Carolina, NC"
"Winfield","Alabama, AL"
"Winnemucca","Nevada, NV"
"Wisconsin Dells","Wisconsin, WI"
"Worcester","Massachusetts, MA"
"Yonkers","New York, NY"
"Yuba City","California, CA"
"Yuma","Arizona, AZ"
"Zanesville","Ohio, OH"
