"city","city_misspelled","state"
"Misshawaka","Meshawaka","Indiana, IN"
"Mishawakaa","Mishawacka","Indiana, IN"
"Missouula","Misoula","Montana, MT"
"Missoula","Missola","Montana, MT"
"Missoulaa","Missula","Montana, MT"
"Modestoo","Modisto","California, CA"
"Montereyy","Montery","California, CA"
"Montgomery","Mountgomery","Minnesota, MN"
"Montgomery","Muntgomery","Alabama, AL"
"Montgomery","Muntgomery","Minnesota, MN"
"Monticello","Monticelo","Minnesota, MN"
"Mortonn","Morten","Illinois, IL"
"Mount Idaa","Mount Idah","Arkansas, AR"
"Mount Pleassant","Mount Plaesent","Texas, TX"
"Mount Pleasantt","Mount Pleasant","Texas, TX"
"Mount Pleasant","Mount Pleasent","Texas, TX"
"Mountain View","Mountain Veiw","Arkansas, AR"
"Muskegonn","Muskigon","Michigan, MI"
"Myrtle Beach","Mertle Beach","South Carolina, SC"
"Napervillee","Napervile","Illinois, IL"
"Nashua","Nashuwa","New Hampshire, NH"
"Nashvillee","Nashvile","Arkansas, AR"
"Nashvillee","Nashvile","Georgia, GA"
"Nashvillee","Nashvile","Tennessee, TN"
"Naaugatuck","Nagatuck","Connecticut, CT"
"Naugatuckk","Naguatuck","Connecticut, CT"
"Naugatuckk","Nagutuck","Connecticut, CT"
"Nauugatuck","Naugatack","Connecticut, CT"
"Naugatuck","Naugatauk","Connecticut, CT"
"Nederlland","Nedarland","Colorado, CO"
"Neoshoo","Noesho","Missouri, MO"
"New Britain","New Britin","Connecticut, CT"
"New Brunswick","Brenswick","New Jersey, NJ"
"New Brunswick","Brunswik","New Jersey, NJ"
"New  Castle","New Castel","Pennsylvania, PA"
"New Haven","New Havan","Connecticut, CT"
"New Haven","New Heaven","Connecticut, CT"
"New Orleanss","New Orlaens","Louisiana, LA"
"Neww Rochelle","New Rochele","New York, NY"
"New Rochellee","New Roshele","New York, NY"
"New Rochellle","New Roshelle","New York, NY"
"New Ulm","New Elm","Minnesota, MN"
"New York","New York City","New York, NY"
"New Yoork","New Yurk City","New York, NY"
"New York","nyc","New York, NY"
"Newark","Neuark","New Jersey, NJ"
"Newberry","Newbury","Michigan, MI"
"Newberryy","Nuberry","Michigan, MI"
"Newburyportt","Newberyport","Massachusetts, MA"
"Newnann","Newman","Georgia, GA"
"Newnann","Nuuman","Georgia, GA"
"Newport","Nuuport","Rhode Island, RI"
"Niagara Fallss","Niagra Falls","New York, NY"
"Norcoo","Norko","California, CA"
"Norman","Normann","Oklahoma, OK"
"North Adamss","North Adums","Massachusetts, MA"
"North Loup","North Loop","Nebraska, NE"
"North Platte","North Plate","Nebraska, NE"
"North Tonawanda","North Tonwanda","New York, NY"
"Northammpton","Northhampton","Massachusetts, MA"
"Northampton","Northhamptown","Massachusetts, MA"
"Northfield","Northfeild","Minnesota, MN"
"Norwichh","Norwhich","Connecticut, CT"
"Norwich","Norwitch","Connecticut, CT"
"O'Fallonn","O'Fallen","Missouri, MO"
"O'Fallonn","Ofallen","Missouri, MO"
"O'Neilll","O'Neil","Nebraska, NE"
"O'Neilll","Oneil","Nebraska, NE"
"Oak Ridgge","Oak Rigde","Tennessee, TN"
"Oaakland","Okeland","Nebraska, NE"
"Oceean City","Ocaen City","New Jersey, NJ"
"Ocoee","Ocoei","Florida, FL"
"Ocoee","Ocooe","Florida, FL"
"Ocoee","Okooe","Florida, FL"
"Ogdensburg","Odgensburg","New York, NY"
"Ogdensburgg","Ogdensberg","New York, NY"
"Okeechobeee","Oceechobe","Florida, FL"
"Okeeechobee","Oceechobee","Florida, FL"
"Okeechobee","Okechobee","Florida, FL"
"Oklahoma Cityy","Oaklohoma City","Oklahoma, OK"
"Oklahoma City","Oklaoma City","Oklahoma, OK"
"Olathe","Olath","Kansas, KS"
"Olney","Alnee","Illinois, IL"
"Olneey","Olnee","Illinois, IL"
"Omaaha","Omeha","Nebraska, NE"
"Onawayy","Onrway","Michigan, MI"
"Onawayy","Unaway","Michigan, MI"
"Orem","Orim","Utah, UT"
"Oremm","Urem","Utah, UT"
"Ormond Beachh","Ormend Beach","Florida, FL"
"Orovillee","Orovile","California, CA"
"Ouray","Owray","Colorado, CO"
"Ouray","Uray","Colorado, CO"
"Owensboro","Owensborough","Kentucky, KY"
"Oxnard","Oxnerd","California, CA"
"Ozarkk","Osark","Alabama, AL"
"Pacificaa","Pacifika","California, CA"
"Pacifica","Paecifica","California, CA"
"Paducahh","Padukah","Kentucky, KY"
"Palisade","Palicade","Colorado, CO"
"Palm Springs","Plam Springs","California, CA"
"Panama City Beach","Pamama Beach","Florida, FL"
"Panama City Beach","Pananma Beach","Florida, FL"
"Parsons","Parsins","Kansas, KS"
"Pasadena","Paesadena","California, CA"
"Pasadena","Pasedena","California, CA"
"Patersonn","Patarson","New Jersey, NJ"
"Pawtucket","Pautucket","Rhode Island, RI"
"Peabodyy","Peebody","Massachusetts, MA"
"Pearsonville","Pearsonvile","California, CA"
"Pearsoonville","Personville","California, CA"
"Pensacola","Pensecola","Florida, FL"
"Pensacola","Pensicola","Florida, FL"
"Peoriaa","Peeoria","Illinois, IL"
"Peoriaa","Peorhia","Illinois, IL"
"Perth Amboyy","Pert Amboy","New Jersey, NJ"
"Perth Amboy","Perth Amboi","New Jersey, NJ"
"Peeru","Peruu","Indiana, IN"
"Petersburg","Petersberg","West Virginia, WV"
"Phelpss","Felps","New York, NY"
"Philadelphia","Philedelphia","Pennsylvania, PA"
"Philadelphia","Philidelphia","Pennsylvania, PA"
"Philadelphiaa","Piladelphia","Pennsylvania, PA"
"Phoeenix","Fenix","Arizona, AZ"
"Phoenix","Phenix","Arizona, AZ"
"Phoenixx","Pheonix","Arizona, AZ"
"Pikeville","Pikevile","Kentucky, KY"
"Pinehurstt","Pinhurt","North Carolina, NC"
"Pitttsburg","Pitsburg","Kansas, KS"
"Pittsburg","Pittburg","Kansas, KS"
"Pittsburg","Pittsburgh","Kansas, KS"
"Pittsburrgh","Pitsberg","Pennsylvania, PA"
"Pittssburgh","Pitsburg","Pennsylvania, PA"
"Pittsburghh","Pitsburgh","Pennsylvania, PA"
"Pittsburgh","Pittsberg","Pennsylvania, PA"
"Pitttsburgh","Pittsburg","Pennsylvania, PA"
"Placerville","Placervile","California, CA"
"Placerville","Plaserville","California, CA"
"Plainfiield","Planfeild","New Jersey, NJ"
"Plano","Planno","Texas, TX"
"Plymouth","Plemouth","Massachusetts, MA"
"Plymouthh","Plymoth","Massachusetts, MA"
"Plymouthh","Plymuth","Massachusetts, MA"
"Pocaatello","Pocatelo","Idaho, ID"
"Ponchatoula","Poncatoula","Louisiana, LA"
"Ponchatoulaa","Ponchatola","Louisiana, LA"
"Ponchatoulaa","Ponchatula","Louisiana, LA"
"Portlandd","Port Land","Oregon, OR"
"Prattvillle","Pratvile","Alabama, AL"
"Prattvillle","Pratville","Alabama, AL"
"Prescott","Prescot","Arizona, AZ"
"Presque Islee","Preskie Isle","Maine, ME"
"Presque Islee","Presqu Isle","Maine, ME"
"Prestton","Prestin","Minnesota, MN"
"Provincetownn","Provinceton","Massachusetts, MA"
"Prrovo","Provvo","Utah, UT"
"Puebllo","Peublo","Colorado, CO"
"Punxsuutawney","Punsutawney","Pennsylvania, PA"
"Punxsutawney","Punsutawny","Pennsylvania, PA"
"Punxsutawney","Punxutawney","Pennsylvania, PA"
"Punxsutawneyy","Puxsutawny","Pennsylvania, PA"
"Purrcell","Percel","Oklahoma, OK"
"Purcelll","Percell","Oklahoma, OK"
"Purcell","Persel","Oklahoma, OK"
"Purcell","Persell","Oklahoma, OK"
"Purcell","Purcel","Oklahoma, OK"
"Purcelll","Pursel","Oklahoma, OK"
"Quincy","Kwincy","Illinois, IL"
"Quinterr","Kwinter","Kansas, KS"
"Quitmann","Quietman","Texas, TX"
"Quitmann","Quiteman","Texas, TX"
"Radford","Radferd","Virginia, VA"
"Radfoord","Redford","Virginia, VA"
"Raleigh","Raliegh","North Carolina, NC"
"Raleigh","Ralley","North Carolina, NC"
"Randolph","Randolf","Nebraska, NE"
"Rayy","Rae","North Dakota, ND"
"Raayne","Rain","Louisiana, LA"
"Raynee","Raine","Louisiana, LA"
"Raynee","Rayn","Louisiana, LA"
"Readingg","Reeding","Pennsylvania, PA"
"Redmmond","Redmund","Washington, WA"
"Redwood Cityy","Redwod","California, CA"
"Redwood Cityy","Redwould","California, CA"
"Reedlley","Readley","California, CA"
"Reedley","Reedly","California, CA"
"Rehoboth Beachh","Reehaboth Beach","Delaware, DE"
"Rehoboth Beachh","Reehoboth Beach","Delaware, DE"
"Rehoboth Beachh","Rihoboth Beach","Delaware, DE"
"Renfro Valley","Rinfro","Kentucky, KY"
"Reno","Rino","Nevada, NV"
"Rhinebeckk","Rhineback","New York, NY"
"Rhinebeck","Rineback","New York, NY"
"Richmond","Richmend","Virginia, VA"
"Rio Rancho","Ria Ranco","New Mexico, NM"
"Roanoke","Roanoak","Virginia, VA"
"Roanoke","Ronoke","Virginia, VA"
"Rochesterr","Rocester","New York, NY"
"Rochesterr","Rochesster","New Hampshire, NH"
"Rockland","Rokland","Maine, ME"
"Roscoe","Rosco","New York, NY"
"Roscoee","Rossco","New York, NY"
"Roswell","Roswel","New Mexico, NM"
"Rumney","Rumknee","New Hampshire, NH"
"Rumney","Rumnee","New Hampshire, NH"
"Rumneey","Rumny","New Hampshire, NH"
"Russell Springs","Russel Springs","Kansas, KS"
"Rutland","Rutlend","Vermont, VT"
"Sacramento","Sackramento","California, CA"
"Sacramentoo","Sackremento","California, CA"
"Sacrammento","Sacremento","California, CA"
"Saiint Paul","Siant Paul","Minnesota, MN"
"SSalem","Salam","Massachusetts, MA"
"Salemm","Salam","Missouri, MO"
"Salem","Salam","New Hampshire, NH"
"Salem","Salam","Oregon, OR"
"Salemm","Selem","Massachusetts, MA"
"Salina","Salena","Kansas, KS"
"San Anggelo","San Agilo","Texas, TX"
"SSan Angelo","San Angilo","Texas, TX"
"San Diego","San Deago","California, CA"
"San Diegoo","San Deigo","California, CA"
"San Diegoo","San Diago","California, CA"
"San Franciscoo","San Francesco","California, CA"
"San Franciscoo","San Fransico","California, CA"
"San Josee","San Hose","California, CA"
"SSan Jose","San Hosey","California, CA"
"San Josee","San Josay","California, CA"
"Sandersville","Sandersvile","Georgia, GA"
"SSanger","Sangar","California, CA"
"Sansom Park","Sansem Park","Texas, TX"
"Sansom Park","Sansum Park","Texas, TX"
"Santa Crruz","Santa Cruise","California, CA"
"Santa Fe","Santa Fae","New Mexico, NM"
"Santa Fe","Santa Fay","New Mexico, NM"
"Santa Monica","Santa Monika","California, CA"
"Santa Rosaa","Santa Rosea","New Mexico, NM"
"Sarasotaa","Saraota","Florida, FL"
"Sarasota","Sarastoa","Florida, FL"
"Saratoga","Saratuga","Wyoming, WY"
"Saratoga Springs","Sarahtoga Springs","New York, NY"
"Savannahh","Savanah","Georgia, GA"
"Schenectadyy","Schenactdy","New York, NY"
"Schenectadyy","Schenctady","New York, NY"
"Schenectady","Schnectady","New York, NY"
"Scottsdalee","Scotdale","Arizona, AZ"
"Scottsdalee","Scotsdale","Arizona, AZ"
"Scrantton","Scrannton","Pennsylvania, PA"
"Seafordd","Seeford","Delaware, DE"
"Seaside Heightss","Seaside Hieghts","New Jersey, NJ"
"Sedaliaa","Sadalia","Missouri, MO"
"Sedonaa","Cedona","Arizona, AZ"
"Sedona","Sedonna","Arizona, AZ"
"Selma","Sellma","California, CA"
"Sennatobia","Sentaobia","Mississippi, MS"
"Senatoobia","Sentobia","Mississippi, MS"
"Severancee","Saverance","Colorado, CO"
"Severaance","Sevarance","Colorado, CO"
"Shhelbyville","Shelbyvile","Tennessee, TN"
"Shelbyvillee","Shellbyvile","Tennessee, TN"
"Shelbyville","Shellbyville","Tennessee, TN"
"Sierra Vistaa","Seerra Vista","Arizona, AZ"
"Sierra Vistaa","Siera Vista","Arizona, AZ"
"Siloam Springs","Seloam Springs","Arkansas, AR"
"Siloam Springss","Silaom Springs","Arkansas, AR"
"Sioux City","Siou City","Iowa, IA"
"SSioux City","Sious City","Iowa, IA"
"Sioux City","Soux City","Iowa, IA"
"Sioux Falls","Soux Falls","South Dakota, SD"
"Sitkaa","Sitca","Alaska, AK"
"Slocomb","Slokomb","Alabama, AL"
"Slocomb","Slowcomb","Alabama, AL"
"Soldiers Grove","Soilders Grave","Wisconsin, WI"
"Soldiers Grovee","Soildiers Grove","Wisconsin, WI"
"Solvangg","Sulvang","California, CA"
"Somerville","Somervile","Massachusetts, MA"
"South Haven","South Heven","Michigan, MI"
"Spartanburg","Spartanberg","South Carolina, SC"
"Spencerr","Spenser","Idaho, ID"
"Spokane","Spokan","Washington, WA"
"Springfieldd","Springfeild","Illinois, IL"
"Springfieldd","Springfeild","Massachusetts, MA"
"Springfieldd","Springfeild","Missouri, MO"
"Springvville","Spingvile","Utah, UT"
"St. Albans","Saint Albans","Vermont, VT"
"St. AAlbans","St Albans","Vermont, VT"
"St. Cloudd","St. Cluod","Minnesota, MN"
"St. Louiss","St Louis","Missouri, MO"
"St. Martinville","St. Martinvile","Louisiana, LA"
"St. Petersburg","St Petersburg","Florida, FL"
"St. Petersburg","St. Petersberg","Florida, FL"
"Stamford","Stamferd","Connecticut, CT"
"Sttaten Island","Statan Island","New York, NY"
"Staten Island","Statin Island","New York, NY"
"Stilwwell","Stillwell","Oklahoma, OK"
"Stilwelll","Stilwel","Oklahoma, OK"
"Stocktonn","Stocton","California, CA"
"Stockton","Stokton","California, CA"
"Strongsville","Strongsvile","Ohio, OH"
"Stuttgartt","Stutgart","Arkansas, AR"
"Stuttgart","Stutgartt","Arkansas, AR"
"Sugar Land","Seger Land","Texas, TX"
"Sugar Landd","Shuger Land","Texas, TX"
"Sugar Land","Suger Land","Texas, TX"
"Sugarcreekk","Sugercreek","Ohio, OH"
"Sumner","Sumer","Missouri, MO"
"Sumner","Summer","Missouri, MO"
"Sumner","Sumneer","Washington, WA"
"Sun Prairie","Sun Prarie","Wisconsin, WI"
"Sunnyvale","Sunyvale","California, CA"
"Sylacauga","Sylacaga","Alabama, AL"
"Sylacauga","Sylacuga","Alabama, AL"
"Tacoma","Tacomah","Washington, WA"
"Tacomaa","Takoma","Washington, WA"
"Takoma Park","Takomma Park","Maryland, MD"
"TTakoma Park","Takuma Park","Maryland, MD"
"Talentt","Talint","Oregon, OR"
"Talentt","Telant","Oregon, OR"
"Tallahassee","Talahase","Florida, FL"
"Tallahassee","Talahasse","Florida, FL"
"Tallahassee","Talahassee","Florida, FL"
"Talllahassee","Tallahasee","Florida, FL"
"Tallahasseee","Tallahasse","Florida, FL"
"Taos","Toas","New Mexico, NM"
"Tarppon Springs","Tarpun Springs","Florida, FL"
"Tarpon Springs","Terpon Springs","Florida, FL"
"Tarpon Springs","Terpun Springs","Florida, FL"
"Tarryall","Taryall","Colorado, CO"
"Tauntoon","Taton","Massachusetts, MA"
"Taunton","Tauton","Massachusetts, MA"
"Tauntonn","Tuton","Massachusetts, MA"
"Telluridee","Telleride","Colorado, CO"
"Telluridee","Toelleride","Colorado, CO"
"Terlingua","Terengua","Texas, TX"
"Terlinguaa","Teringau","Texas, TX"
"Terlinguaa","Teringua","Texas, TX"
"Terlinguaa","Tiringua","Texas, TX"
"Teerre Haute","Tere Haute","Indiana, IN"
"Terre Hautte","Terre Hate","Indiana, IN"
"Texarkana","Texakana","Arkansas, AR"
"Texarkana","Texerkana","Arkansas, AR"
"Texas City","Texaz City","Texas, TX"
"Texas Cityy","Texsas City","Texas, TX"
"TThe Colony","The Colonny","Texas, TX"
"Thommasville","Thomasvile","North Carolina, NC"
"Toledo","Tolado","Ohio, OH"
"Toledoo","Tolido","Ohio, OH"
"Tombstone","Toambstone","Arizona, AZ"
"Tombbstone","Toamstone","Arizona, AZ"
"Towner","Toner","North Dakota, ND"
"Traverse CCity","Taverse City","Michigan, MI"
"Traverse City","Travese City","Michigan, MI"
"Troyy","Troie","New York, NY"
"Tucsonn","Tuscon","Arizona, AZ"
"Tulelake","Tuellake","California, CA"
"Tulssa","Telsa","Oklahoma, OK"
"Tulsaa","Toolsah","Oklahoma, OK"
"Tuscaloosaa","Tucsaloosa","Alabama, AL"
"Tuscaloosaa","Tuscalosa","Alabama, AL"
"Tuskegeee","Tucksegee","Alabama, AL"
"Tuskegeee","Tuskagee","Alabama, AL"
"Tyler","Tieler","Texas, TX"
"Tyyler","Tiler","Texas, TX"
"Unadilla","Unadila","Nebraska, NE"
"Valdostaa","Faldosta","Georgia, GA"
"Vaaldosta","Valdusta","Georgia, GA"
"Valley City","Valey City","Ohio, OH"
"Valparaiso","Valapariso","Indiana, IN"
"Valparaiso","Valpariso","Indiana, IN"
"Vickksburg","Vicksberg","Mississippi, MS"
"Victoriaa","Vicoria","Texas, TX"
"Victoriaa","Victorhia","Texas, TX"
"Vidalia","Vidallia","Georgia, GA"
"Wacoo","Wacco","Texas, TX"
"Wacoo","Wako","Texas, TX"
"Walla Walla","Wala Wala","Washington, WA"
"Wallaa Walla","Walawala","Washington, WA"
"Walla Walla","Walla","Washington, WA"
"Walla Walla","Wallawalla","Washington, WA"
"Wallace","Walace","Idaho, ID"
"Wallace","Wallis","Idaho, ID"
"Walthamm","Walthum","Massachusetts, MA"
"Warrensburgg","Warensberg","Missouri, MO"
"Warrensburg","Warensburg","Missouri, MO"
"Warrensburg","Warrensberg","Missouri, MO"
"Warrroad","Waroad","Minnesota, MN"
"Wartracee","War Trace","Tennessee, TN"
"WWartrace","Wartrase","Tennessee, TN"
"Warwickk","Warwic","Georgia, GA"
"Warwick","Warwik","Georgia, GA"
"Warwickk","Warwik","Rhode Island, RI"
"Wasco","Wasko","California, CA"
"Wasco","Wosco","California, CA"
"Wascoo","Wosko","California, CA"
"Washingtonn","Washingtown","Missouri, MO"
"Waterbury","Waterbery","Connecticut, CT"
"Waterville","Watervile","Maine, ME"
"Watsonvillee","Watsonvile","California, CA"
"Waynesbboro","Wainesboro","Georgia, GA"
"Waynesboro","Wayneboro","Georgia, GA"
"Waynesboroo","Waynesborough","Georgia, GA"
"Waynesboro","Waynesboru","Georgia, GA"
"Waynesvillee","Waynesvile","Ohio, OH"
"Waynesville","Wayneville","Ohio, OH"
"Weatherfoord","Weatherferd","Texas, TX"
"Weatherford","Wetherford","Texas, TX"
"Weirton","Weirten","West Virginia, WV"
"Weirtton","Werton","West Virginia, WV"
"West Havenn","West Havan","Connecticut, CT"
"Westfieldd","Westfeild","Massachusetts, MA"
"Westfield","Westfeild","New York, NY"
"Wetumpkaa","Wetempka","Alabama, AL"
"Wichitaa","Wichta","Kansas, KS"
"Wickenburgg","Wikenburg","Arizona, AZ"
"Willarrd","Wilard","Ohio, OH"
"Williamsburgg","Williamsberg","Virginia, VA"
"Willimantic","Wilimantic","Connecticut, CT"
"Willimantic","Willamantic","Connecticut, CT"
"Willitss","Wilits","California, CA"
"Willits","Willets","California, CA"
"WWills Point","Wils Point","Texas, TX"
"Wilmingtonn","Willmingten","Delaware, DE"
"Wilmingtonn","Willmington","Delaware, DE"
"Wilmington","Willmington","Illinois, IL"
"Wilmingtonn","Willminton","Illinois, IL"
"Wilmington","Wilmingten","Delaware, DE"
"Willmington","Wilmingtown","North Carolina, NC"
"Wilmington","Wilmingtown","Ohio, OH"
"Wilmingtoon","Wilminton","Illinois, IL"
"Winfield","Winfeild","Alabama, AL"
"Winnemuccaa","Winemuca","Nevada, NV"
"Winnemuccaa","Winemucca","Nevada, NV"
"Winnemuccaa","Winnemuca","Nevada, NV"
"Winooski","Winokski","Vermont, VT"
"Winooskii","Winoski","Vermont, VT"
"Winston-Salemm","Winston Salam","North Carolina, NC"
"Wisconsin Dells","Winstconstin Dells","Wisconsin, WI"
"Worcester","Wochester","Massachusetts, MA"
"Worcester","Worchester","Massachusetts, MA"
"Worthington","Worthingtown","Minnesota, MN"
"Xennia","Senia","Ohio, OH"
"Xenia","Xenea","Ohio, OH"
"Yakima","Yackima","Washington, WA"
"Yonkerss","Yonkars","New York, NY"
"Yonkerss","Yunkers","New York, NY"
"Yorba Lindaa","Yurba Linda","California, CA"
"Yuba City","Uba City","California, CA"
"Yuma","Uma","Arizona, AZ"
"Zanesvillee","Zanesvile","Ohio, OH"
