"name","birthDate","birthPlace","region","country"
"Chris Brownn","1961-08-15","Jacksonn","Rankin County, Mississsippi","United States"
"John  Thompsonn","1957-01-18","Jacksonn","Rankinn County, Mississippi","United States"
"Scott Stricklinn","1970-05-08","Jacckson","Rankin County, Mississippii","United States"
"Ben Barness","1938-04-17","Gorman","Texxas","United States"
"Jim Marshallll","1948-03-31","Ithacaa","Tompkins County, New Yorkk","United States"
"Alfred Haayes","1910-07-04","IIthaca","Tompkins County, New York","United States"
"John Kiely","1952-08-03","Ithaca","Tompkins County, New Yorkk","United States"
"Walter Palmer","1968-10-23","Ithacca","Tompkins County, New York","United States"
"Bill Morgann","1910-05-08","Portlandd","Washingtton County, Oregon","United States"
"Lew  Beck","1922-04-19","Portland","Washington County, Oregonn","United States"
"Cindy Broownn","1965-03-16","Portlaand","Washingtoon County, Oregon","United States"
"John Harriss","1954-09-13","Portlandd","Washington County, Oregon","United States"
"Larry BBeill","1923-10-25","Portland","Washingtoon County, Oregon","United States"
"David Brookss","1915-09-24","Portlannd","Washington County, Oregonn","United States"
"Chhrris Garrett","1973-12-26","Portlandd","Washington County, Oregonn","United States"
"William Forresst","1902-10-10","Cambridgee","Massachusettss","United States"
"Joe Courtney","1969-10-17","Jackson","Mississippii","United States"
"Jamees Robinson","1970-08-31","Jaackson","Mississippi","United States"
"John Scottt","1952-01-24","Jackson","Misssissippi","United States"
"Maurrice Carter","1976-10-12","Jackson","Mississippii","United States"
"John Thompsonnn","1957-01-18","Jackson","Mississipppi","United States"
"Robert Marxx","1956-09-25","Poortland","Oregonn","United States"
"Davidd Lewiss","1961-06-08","Portlandd","Oregon","United States"
"Boob Johnsonn","1920-05-04","Portland","Oreegon","United States"
"Bill Hudson","1949-10-17","Portland","Oregon","United States"
"Larry Beill","1923-10-25","Portland","Oregonn","United States"
"Williamm Smith","1928-09-17","Portlaand","Orregon","United States"
"Beert Hall","1889-10-15","Portlandd","Oregonn","United States"
"John Callahannn","1951-02-05","Portland","Oregonn","United States"
"Daniel PParker","1959-11-18","Portland","Oregon","United States"
"Marrk Taylorr","1957-05-07","Albany","Georgia (U.S. state))","United States"
"Larry Turnerrr","1982-12-29","Albanyy","Georgia (U.S. state)","United States"
"Joe Amatooo","1955-05-31","Syracuse","New Yorkk","United States"
"Stevee Perry","1963-10-08","Syraccuse","New York","United States"
"Jay Leachhh","1979-09-02","Syracuse","New Yorrk","United States"
"Mike Robertsss","1992-08-03","Syracusee","New Yorkk","United States"
"Pat Murphyy","1958-11-28","Syracuse","New York","United States"
"Michael  Cole","1968-12-08","Syracuse","Neew York","United States"
"Brandon Kinggg","1993-06-08","Alabaster","Alabama","United States"
"Eric Davis","1968-01-26","Anniston","Alabama","United States"
"Billy Daviss","1945-05-07","Athenss","Alabamaa","United States"
"Ben Davisss","1945-10-30","Birminghamm","Alaabama","United States"
"Steven Blackkk","1986-12-10","Birmingham","Alabamaa","United States"
"Steven Blackk","1986-12-11","Birmingham","AAlabama","United States"
"Paul Willliamss","1939-07-02","Birminghamm","Alabamaa","United States"
"Rich Robertson","1944-10-14","Albany","Californiaa","United States"
"LLeo Carroll","1944-02-16","Alhambra","California","United States"
"Rene Enriquezz","1962-07-07","Artesia","California","United States"
"Gloria Romeroo","1955-07-10","Barstow","Californiaa","United States"
"Chris  Mathesonn","1960-12-11","Beverly Hills","Caalifornia","United States"
"Ceedriic Tillman","1970-04-22","Pueeblo","Coloradoo","United States"
"Michael Johnson","1944-08-08","Alamosa","Colorado","United States"
"Jack Mitchell","1923-12-03","Arkansass City","Kansass","United States"
"Eddie MMooree","1899-01-18","Barrlow","Kentuucky","United States"
"Robert Murrayy","1959-06-29","Bangor","Maaine","United States"
"Kevin Younggg","1969-06-16","Alpena","Michigan","United States"
"Romme","1970-03-05","Benton Haarbor","Michigan","United States"
"Tim Callahann","1955-02-09","Billingss","Montana","United States"
"Ed Shawww","1895-08-07","Tecumsehh","Nebraska","United States"
"Kevin Johhnson","1979-09-07","Asbury Parkk","New Jersey","United States"
"Jeff  Smithh","1974-06-07","Akronn","Ohioo","United States"
"Mike Phillips","1956-03-24","AAkron","Ohio","United States"
"Bob Gaudioo","1925-07-13","Ashtaabula","Ohioo","United States"
"Romee","1970-03-05","Benton Harbor","Berrien County, Miichigan","United States"
"Rickk Jones","1952-11-17","Battle Creekk","Calhoun County, Michigan","United States"
"Ed Kennedyy","1861-04-05","Belllevue","Campbell County, Kentuckyy","United States"
"John  Walsh","1945-12-26","Auburnn","Cayuga County, New Yorkk","United States"
"Aaron Katzz","1981-10-29","Porttland","Clackamas County, Oregon","United States"
"Phil Clarkk","1932-10-03","Albanyy","Dougherty County, Georgiaa","United States"
"Iris Smith","1979-10-15","Albanyy","Dougherty County, Georgia","United States"
"David Morse","1953-10-11","Beverly","Essex County, Massachusettss","United States"
"George Wadsworthhh","1893-04-03","Beverlly","Essex County, Massachusettss","United States"
"Angie Millerr","1994-02-17","Beverlly","Essex County, Massachusetts","United States"
"George Spenccer","1926-07-07","Bexleyy","Franklin County, Ohio","United States"
"Richard Carllson","1912-04-29","Albert Leaa","Freeborn County, Minnessota","United States"
"Malcolm Brownnn","1993-05-15","Biloxii","Harrison County, MMississippi","United States"
"Belladonnaa","1981-05-21","Biiloxi","Harrison CCounty, Mississippi","United States"
"Jooe Dunnn","1968-02-01","Bayonnee","Hudson County, New Jerseyy","United States"
"Don Barclay","1892-12-26","Ashlandd","Jackson County, Oregonn","United States"
"David Palmerrr","1972-11-19","Birminggham","Jefferson County, Alabamaa","United States"
"Jack Bakerr","1950-05-04","Birmingham","Jeffersoon County, Alabama","United States"
"James Atkiinss","1921-03-10","Birmingham","Jefferson County, Alabamaa","United States"
"Mike Andersonnn","1959-12-12","Birminghamm","Jefferson County, Alabamaa","United States"
"Paul Williamss","1939-07-02","Birmingham","Jefferson County, Alabama","United States"
"Earl Johnsonn","1919-04-02","Redmond","King County, Washinngton","United States"
"Don Black","1953-07-28","Athens","Limestone Countyy, Alabama","United States"
"Keen Johnsonn","1947-02-12","Anderrson","Madison County, Indianaa","United States"
"Angeela Little","1972-07-22","Albeertville","Marshall County, Alabamaa","United States"
"Joe Holland","1925-09-26","Bentonn","Marshall County, Kentucky","United States"
"Roobert Drummmond","1967-06-21","Syracuse","Onondagga County, New York","United States"
"Joe Amato","1955-05-31","Syracuse","Onondaga County, New York","United States"
"Mike Robeerts","1992-08-03","Syracuse","Onondaga County, New Yorkk","United States"
"Nicole Mitchellll","1967-02-17","Syracuse","Onondaga County, New Yorkk","United States"
"Carll  Williams","1959-11-11","Bellle Glade","Palm Beach County, Florida","United States"
"Paul Smithh","1945-08-13","Adaa","Pontotoc County, Oklahoma","United States"
"Bill Lathamm","1960-08-29","Birminghamm","Shelby County, Allabama","United States"
"Ricky Jonesss","1955-03-09","Birmingham","Shelby County, Alabamaa","United States"
"David Palmerrr","1972-11-19","Birmingham","Shelby County, Alabama","United States"
"Jack Baker","1950-05-04","Birmingham","Shelby County, Alabamaa","United States"
"James Atkinsss","1921-03-10","Birminghamm","Shelby County, Allabama","United States"
"James Shaww","1989-02-27","Birmingham","Shhelby County, Alabama","United States"
"Tom Banksss","1948-08-20","Birmingham","Shelby County, Alaabama","United States"
"Frrank Welchh","1897-08-10","Birmmingham","Shelby County, Alabamaa","United States"
"Chris Wooods","1962-07-19","Birminngham","Shelby County, Alabama","United States"
"James Kingg","1943-02-09","Akronn","Summit County, Ohioo","United States"
"Mike Phillipsss","1956-03-24","AAkron","Summit County, Ohio","United States"
"Michael Buckley","1969-08-16","Akrron","SSummit County, Ohio","United States"
"Don CClark","1936-12-27","Akronn","Summit County,  Ohio","United States"
"Maark Kennnedy","1957-04-11","Bensonn","Swift County, Minnesotaa","United States"
"Eric Brock","1985-04-04","AAlexander City","Tallapoosa County, Alabama","United States"
"Michael Jenkinsss","1973-12-07","Arlingtonn","Tarrant Counnty, Texas","United States"
"Michael Jenkins","1973-12-07","Arlingtoon","Texass","United States"
"Scott  Cross","1974-12-03","Arlingtonn","Texas","United States"
"Davidd Carpenterr","1987-09-01","Arlington","Texass","United States"
"George Wadsworth","1893-04-03","BBeverly","Masssachusetts","United States"
"Tom Fisherr","1880-11-01","Andersonn","Indianna","United States"
"Angie Milller","1994-02-17","Beverlyy","Massachusettss","United States"
"Aarron Kaatz","1981-10-29","Portlandd","Washington County, Oregon","United States"
"William Phillippss","1878-05-30","Beverlyy","Massachusettss","United States"
"EEaarl Johnson","1919-04-02","Redmond","Washington (state)","United States"
"Jack Turner","1930-06-29","Bedfordd","Indianaa","United States"
"Jeff Chapmannn","1969-07-17","Brunswickk","Georgia (U.S. state)","United States"
"Albert Parkerrr","1919-01-10","Claxton","Georgia (U.S. state)","United States"
"Charles Grant","1978-09-03","Coolquitt","Geeorgia (U.S. state)","United States"
"Bob DDaviss","1927-05-03","Columbuss","Georgia (U.S. state))","United States"
"Paul Hackett","1947-07-05","Buurlington","Vermoont","United States"
"Ray Jarviss","1949-02-02","Chesapeake","Virginia","United States"
"Phillip Simss","1992-08-15","Cheesapeake","Virginiaa","United States"
"Bill Thompsonn","1937-08-11","Caasper","Wyomingg","United States"
"Geoorge Adamss","1940-04-29","Covington","Newton County, Georgiaa","United States"
"David Charless","1964-05-26","Decaturr","Alabama","United States"
"Archiie Clarkk","1941-07-15","Conway","Arkansas","United States"
"Muddy Waatters","1923-01-30","Chico","Californiaa","United States"
"Allen Bradford","1988-08-31","Colton","California","United States"
"Kevin Smithhh","1991-12-21","CCompton","Californiaa","United States"
"Ken Carpenterr","1913-04-19","Comppton","California","United States"
"Jan Janssenn","1952-05-17","Chicago Heightss","Illinois","United States"
"Georrge Caldwell","1814-10-18","Columbia","Kentucky","United States"
"Chuck Bradleyy","1970-04-09","Covington","Keentucky","United States"
"Johhn Farrell","1876-12-04","Covingtonn","Kentucky","United States"
"Al Smithh","1925-06-11","Bossier City","Louiisiana","United States"
"Dan Anderson","1943-02-15","Crookstonn","Minnesota","United States"
"Julia Leeee","1902-10-31","Boonville","Missourii","United States"
"Michael Daviess","1986-12-10","Chesterfield","Missourii","United States"
"Jack Mathisss","1992-06-12","Chesterfield","Missourii","United States"
"Gene Williamsss","1968-10-14","Blaiir","Nebraskaa","United States"
"Billy  Thompson","1963-12-01","Camdenn","New Jersey","United States"
"Frank Cookee","1913-05-24","Bismarckk","North Dakotta","United States"
"John Boylannn","1912-01-31","Canton","Ohio","United States"
"Henry Orth","1897-11-20","Chillicothe","Ohioo","United States"
"Jane Jacobs","1924-06-16","Cuyahoga Falls","Ohioo","United States"
"Robert Millss","1781-08-12","Charlestonn","South Carolinaa","United States"
"Courtney Brownn","1978-02-14","Charlestonn","South Carolinna","United States"
"Anthony Johnsonn","1974-10-02","Charlestonn","South Carolinaa","United States"
"Gilbert Bakerrr","1951-06-02","Chanutee","Neosho County, Kaansas","United States"
"Dwight Joness","1989-01-01","Burlingtonn","Alamance County, North Carolinaa","United States"
"Jessica Mooreee","1982-05-22","Burlingtonn","Alamance County, North Carolinaa","United States"
"Philip  Phillips","1807-12-13","Charlleston","Berkeley County, South Carolina","United States"
"Philip Phillipsss","1807-12-17","Charleston","Berkeley County, South Carolinaa","United States"
"Buster BBrownn","1881-08-31","Boonee","Boone County, Ioowa","United States"
"Charles Hallll","1875-12-23","Burlington","Burlington County, New Jerseyy","United States"
"John Kirbyyy","1942-05-30","Daavid City","Butler County, Nebraska","United States"
"Daavid Griggss","1967-02-05","Cammden","Camden County, New Jerseyy","United States"
"Charles Pinckney","1757-10-26","Charlestonn","Charleston County, South Carolina","United States"
"Chris Smiithh","1879-10-12","Charleston","Charleston County, South Carolina","United States"
"William Johnsonn","1771-12-27","Charlestonn","Charleston County, South Carolinaa","United States"
"Ben Shawww","1896-08-05","Coshoctonn","Coshocton County, Ohio","United States"
"Tony Bakkerr","1945-02-16","Burlington","Des Moines County, Iowaa","United States"
"Robert Wattsss","1923-06-14","Burlington","Des Moines County, Iowa","United States"
"John Adamsss","1921-09-22","CCharleston","Franklin County, Arkansas","United States"
"Tony Piercee","1946-01-29","Brunswickk","Glynn County, Georgia","United States"
"Kevin  LLynch","1968-12-24","Bloomingtoon","Hennepin County, Minnesota","United States"
"Chris Head","1963-01-13","Commercee","Jackson County, Georgia","United States"
"Dee Edwardss","1945-06-19","Birminghamm","Jefferson County, AAlabama","United States"
"Ken Jordann","1964-04-29","Birminngham","Jefferson County, Alabama","United States"
"Albertt Hall","1937-11-10","Brighton","Jefferson County, Alabama","United States"
"Chris Lathamm","1973-05-26","Coeur d'Alene","Kootenai County, Idahoo","United States"
"Ben Ryannn","1988-10-16","Brighton","Livingston County, Michigann","United States"
"Colin BBrownn","1985-08-29","Chilllicothe","Livingston County, Missouri","United States"
"Tyson Lee","1987-12-19","Columbus","Lowndes County, Mississippii","United States"
"Jim Thomas","1938-12-18","Columbus","Lowndes County, Mississippi","United States"
"Rick White","1953-11-06","Bloomington","Monroe County, Indiana","United States"
"Greg Robertts","1969-09-18","Bloominggton","Monroe County, Indiana","United States"
"Tim Wilsonn","1961-08-05","Columbus","Muscogee County, Georgia","United States"
"Randy Robbinss","1962-09-14","Casa Grande","Pinal County, Arizona","United States"
"James Corbetttt","1955-02-22","Brockton","Plymouth County, Massachusetts","United States"
"Jessee Bakerr","1957-07-10","Conyerss","Rockdale County, Georgia","United States"
"Nancy Willlson","1937-02-20","Chillicothe","Ross County, Ohioo","United States"
"Henry  Orth","1897-11-20","Chillicothe","Ross County, Ohio","United States"
"John Careyy","1959-04-18","Chilllicothe","Ross County, Ohioo","United States"
"Daavid Dahl","1994-04-01","Birmingham","Shelby County, Alabamaa","United States"
"DDee Edwardss","1945-06-19","Birminghamm","Shelby County, Alabama","United States"
"Howward Murphy","1882-01-01","Birmingham","Shelby County, Alabama","United States"
"Jack Mathiss","1992-06-12","Chessterfield","St. Louis County, Missourii","United States"
"Neil  Komadoskii","1982-02-10","Chesterfieldd","St. Louis County, Missouri","United States"
"Joe Thomass","1948-03-09","Cantonn","Stark County, Ohioo","United States"
"Mike Barrr","1950-10-19","Cantton","Stark County, Ohioo","United States"
"Tony Kingg","1947-05-06","Canton","Stark County, Ohioo","United States"
"Mark MMillerr","1956-08-13","Cantonn","Stark County, Ohio","United States"
"Heather Williamsss","1976-02-03","Dearbornn","Wayne Couunty, Michigan","United States"
"Jamie Arnold","1974-03-24","Dearborn","Wayne County, Michigan","United States"
"Jeremyy Smith","1989-04-13","Dearbornn","Wayne County, MMichigan","United States"
"David Marshalll","1985-03-14","Buffalo","Wright County, Minnesota","United States"
"Rick Whiteee","1953-11-06","Blooomington","Indianaa","United States"
"Daviid Hamiltonn","1957-07-02","Bloomington","Indiana","United States"
"Ricchard Doylee","1945-04-26","Brockton","Massaachusetts","United States"
"Harold Bishop","1970-04-08","Boonevillee","Mississippi","United States"
"Randy Robbins","1962-09-14","Casa Grande","Arrizona","United States"
"Scott Anderssonn","1962-08-01","Corvalliss","Oregon","United States"
"Jamees Kennedyy","1945-08-17","Chelsea","Massachusettts","United States"
"Busster Broown","1881-08-31","Boonee","Iowa","United States"
"Jerrry Douglas","1932-11-12","Cheelsea","Massachusettss","United States"
"George Hillll","1886-10-11","Brocktonn","Massachusettss","United States"
"RRyan Stevenson","1979-01-21","Bonanzaa","OOregon","United States"
"James Corbetttt","1955-02-22","Brockton","Massachusetts","United States"
"Randy Scotttt","1959-01-31","Decaturr","Georgia (U.S. state)","United States"
"David Shafeer","1965-04-29","Dunwoody","Georgia (U.S.  state)","United States"
"Calvin Russelll","1983-06-14","Fairburnn","Georgia (U.S. state))","United States"
"Micchael McDowwell","1950-06-01","Enterprisee","Alabama","United States"
"Jim Joneess","1920-12-15","Florencee","Alabama","United States"
"Brian Martinnn","1962-08-18","Fort Smithh","Arkansass","United States"
"Steve Coxx","1974-10-31","Delano","California","United States"
"Chhris Stewartt","1982-02-19","Fontanaa","Californiaa","United States"
"Marvin Jones","1990-03-12","Fonttana","Californiaa","United States"
"Robert Wooods","1992-04-10","Gaardena","California","United States"
"Sue Willliamss","1945-05-13","Glendale","Californiia","United States"
"Sue Williams","1945-11-14","Glendale","Californiaa","United States"
"Sam Phillipss","1962-01-28","Glendalle","California","United States"
"BBrian Shaw","1982-02-26","Fort Lupton","Coloradoo","United States"
"Derek Hooddd","1976-12-22","DDecatur","Illinois","United States"
"Billy Martinnn","1956-12-25","Evanstonn","Illinoiss","United States"
"Kurt Anndersonn","1978-08-08","Evanstonn","Illinoiss","United States"
"Mark  Foxx","1969-01-13","Garden Cityy","Kansas","United States"
"Frank Browningg","1882-10-29","Falmouth","Kentucky","United States"
"George Evanss","1797-01-12","Hallowell","Mainee","United States"
"Jermaine Thomasss","1984-01-12","Frederickk","Marylandd","United States"
"Brett Olsonnn","1987-02-19","Duluth","Minnesota","United States"
"Travis Boyd","1993-09-14","Edinaa","Minnesota","United States"
"John Parkerrr","1970-12-29","Great Falls","Montaana","United States"
"John Sanderss","1945-11-20","Grand Island","Nebraskaa","United States"
"Daavid Thorntonn","1978-11-01","Goldsboroo","North CCarolina","United States"
"Reeuben  Davis","1965-05-07","Greensboro","North Carolina","United States"
"Tony Brownnn","1946-12-11","Grreensboro","North Carrolina","United States"
"Michael Harringttonn","1986-01-24","Greenvillle","North Carolina","United States"
"Wilma Smith","1946-07-24","Garfield Heights","Ohio","United States"
"DDick Smith","1944-06-18","Hamilton","Ohioo","United States"
"Scott Walkerrr","1943-01-09","Hamiltonn","Ohhio","United States"
"Shirley Abbbott","1924-07-23","Faiirview","Oklahoma","United States"
"Robert Bakerr","1976-03-14","Gainesville","Alachua County, Floridaa","United States"
"Kevvin Martin","1969-04-09","Elginn","Kane County, Illinoois","United States"
"Charlie Stonne","1948-01-12","Fitzgerald","Ben Hill County, Georgia","United States"
"Bob Petersonn","1951-09-26","Fargoo","Cass County, North Dakotaa","United States"
"Garyy Lee","1947-07-19","Farggo","Cass County, North Dakota","United States"
"Gordon Smithh","1939-04-09","Douglass","Cochise County, Arizona","United States"
"Robert Smithh","1972-03-04","Euclidd","Cuyahoga County, Ohio","United States"
"Scott Taylor","1967-08-02","DDefiance","Defiance County, Ohioo","United States"
"Frank Smithhh","1911-08-31","Gladstonee","Delta County, Michigan","United States"
"Stacy Joness","1967-05-26","Gadsden","Etowah County, Alabama","United States"
"Charles Alexanderr","1957-07-28","Galvestonn","Galveston County, Texas","United States"
"John McLaren","1951-09-29","Galveston","Galveston County, Texass","United States"
"Russ Freemannn","1960-02-11","Galveston","Galveston County, Texas","United States"
"Jordan Bakerr","1981-12-23","Eniid","Garfield County, Oklahoma","United States"
"Andrew Caldwell","1989-07-25","Flintt","GGenesee County, Michigan","United States"
"Jack Martiinn","1922-04-10","Flint","Genesee County, Michigann","United States"
"NNFF","1991-03-30","Gladwin","Gladwin County, Michigann","United States"
"William Winterr","1923-02-21","Grenada","Grenada County,  Mississippi","United States"
"Jonathan Campbelll","1993-06-27","Greensboroo","Guilford County, North Carolina","United States"
"Jack Keenan","1919-06-08","Greensboro","Guilford County, North Carolinaa","United States"
"David Younggg","1959-11-11","Greensboro","Guilford County, North Carolina","United States"
"Tony Brownn","1946-12-11","Greensboroo","Guilford County, North Carolina","United States"
"Johnn King","1988-12-30","Deemorest","Habersham County, Georgia","United States"
"John Pearcee","1927-11-07","Gainesvillee","Hall County, Georgiaa","United States"
"Johhn Pearce","1927-11-27","Gainesvillee","Hall County, Georgia","United States"
"Patrick Johnson","1976-08-10","Gainesvillee","Hall County, Georgia","United States"
"Walterr Gilbertt","1915-02-05","Fairfieldd","Jefferson County, Alabama","United States"
"Greg Brownn","1949-07-02","Fairfield","Jefferson Couunty, Iowa","United States"
"Roon Joohnson","1938-07-20","Hallock","Kittson County, Minnesota","United States"
"Derrickk Grraham","1967-03-18","Groveland","LLake County, Florida","United States"
"Mark Thomppson","1955-12-01","Florence","Lauderdale County, Alabama","United States"
"Kyle Waldrop","1991-11-26","Fort Myers","Lee County, Floridaa","United States"
"Bernaard Edwards","1969-02-24","Fort Myers","Lee County, Floridaa","United States"
"Billl Cody","1944-08-02","Greenwood","Leflore County, Mississippii","United States"
"Richard Mahoneyy","1951-05-28","Glendalee","Maricopa County, Arizonaa","United States"
"Ben Smith","1911-06-16","Haleyville","Marion County, Alaabama","United States"
"Robert Broownn","1950-01-30","Greenvillle","Meriwether County, Georgiaa","United States"
"Bruce Smithhh","1920-02-08","Faribault","Rice County, Minnesotaa","United States"
"John Boles","1888-01-31","Fort  Smith","Sebastian County, Arkansass","United States"
"Chris Clemons","1981-10-30","Griffin","Spalding County, Georgia","United States"
"JJason Jones","1983-08-30","Forrest City","Stt. Francis County, Arkansas","United States"
"Thomas  Williams","1926-11-15","Duluth","St. Louis Countty, Minnesota","United States"
"Ray Thommas","1910-07-09","Doover","Strafford County, New Hampshiree","United States"
"Charlotte Waalker","1876-12-20","Galvestonn","Texas","United States"
"Charlotte Walkerr","1876-12-29","Galvestonn","Teexas","United States"
"Richard Wooddd","1953-05-31","Eliizabeth","Union County, New Jerssey","United States"
"John Bensonn","1943-07-30","Glasgoww","Valley County, Montana","United States"
"Brian Shawww","1982-02-26","Fort Luptonn","Weld County, Coloradoo","United States"
"Bobby Wilsonnn","1983-04-08","Dunedinn","FFlorida","United States"
"Pat  Muurray","1984-10-31","Fort Doodge","IIowa","United States"
"Pat Hughess","1947-06-02","Everettt","Massachusetts","United States"
"Charles Bradleyy","1948-11-05","Gaineesville","Florida","United States"
"Carlos Antoine Emmonsss","1973-09-03","Greenwoodd","Misssissippi","United States"
"Alan Thommpsonn","1927-05-17","Genevaa","Iowwa","United States"
"Robert Hoffman","1980-09-21","Gainesvillee","Floridaa","United States"
"Frank Whitee","1950-09-04","Greenville","Mississippii","United States"
"Mark Christopherr","1963-07-08","Fort Dodge","Iowa","United States"
"Ronald Jones","1981-09-17","Gulfportt","Mississippii","United States"
"John Bowersss","1885-12-25","Garrettt","Indiana","United States"
"John Bowerss","1885-12-25","Garrettt","DeKalb County, Indiana","United States"
"Mark Thomass","1969-05-06","Lilburn","Georgiia (U.S. state)","United States"
"Donalld Pippinn","1926-11-25","Maccon","Georgia (U.S. state))","United States"
"Jason Halll","1983-10-31","Mariettaa","Georgia (U.S. state)","United States"
"Eric Harrriis","1991-06-07","MMarietta","Georgia (U.S. state)","United States"
"AAdam Morgan","1990-02-27","Mariettaa","Georgia (U.S. state))","United States"
"William Bedford","1963-12-14","Memphiss","Teennessee","United States"
"Tony Johnsonnn","1956-06-23","Memphis","Tennessee","United States"
"Bobb Hawks","1926-08-27","Memphiss","Tennesseee","United States"
"Michaeel Kraus","1984-09-10","Memphiss","Tennessee","United States"
"Charles Lloyddd","1938-03-15","Memphis","Tennnessee","United States"
"John Hilll","1960-11-26","Hamptonn","Virginia","United States"
"William Lindsayy","1835-09-04","Lexingtoon","Virginiaa","United States"
"George Roberts","1955-06-10","Lynchburg","Virginia","United States"
"Craig Johnson","1961-01-16","Huntington","West Virginiaa","United States"
"Kevin Mitchellll","1971-01-01","Harrisburgg","Cumberland County, Pennsylvania","United States"
"Mick JJeenkins","1991-04-16","Huntsville","Alabama","United States"
"Bob Simmmonss","1948-06-13","Livingstonn","Alabama","United States"
"Paul Williamms (American football)","1983-12-02","Hanfordd","Californiaa","United States"
"John Beck","1981-08-21","Haywardd","California","United States"
"Mark Eatonn","1957-01-24","Innglewood","California","United States"
"Martin Harrison","1967-09-20","Livermoore","California","United States"
"MMichael Rodrigues","1982-08-31","Livermoree","Californiaa","United States"
"Johnny Morriss","1935-09-26","Long Beach","California","United States"
"Joon Bentley","1953-02-20","Long Beachh","Califoornia","United States"
"Gary  Holman","1944-01-25","Loong Beach","California","United States"
"Bryann Davis","1981-04-13","Montereyy","California","United States"
"Mike Fellows","1957-12-08","Lewiston","Idahoo","United States"
"David Turnbulll","1915-02-18","Kewanee","Illinois","United States"
"Fred Davis","1918-02-15","Louisvillee","Kentuckyy","United States"
"Chuck Smitth","1957-12-21","Louisvillee","Kentuckyy","United States"
"Richard Lehmannn","1954-11-14","Louisville","Kenntucky","United States"
"Dave Williams","1954-03-10","Minden","Louisianaa","United States"
"David Snelll","1921-03-28","Mindenn","Louisiana","United States"
"Fred Andersonn","1929-03-22","MMonroe","Louisiana","United States"
"Charles Sullivann","1899-04-24","Monroee","Louisiana","United States"
"Dickk Lane","1927-06-28","Highland Parkk","Michigan","United States"
"James Ramseyyy","1864-04-04","Immlay City","Michigann","United States"
"Alan Cuurtis","1934-11-17","Masoon","Michigan","United States"
"Lindsay Daviss","1985-11-06","Lakewoodd","Ohio","United States"
"JJohn McCullough","1956-10-05","Lima","Ohio","United States"
"Trravis Walton","1987-08-24","Liima","Ohioo","United States"
"Maarc Wilkiins","1970-10-21","Mansfieldd","Ohio","United States"
"Robert Wrighttt","1957-01-15","Lawton","Oklahomaa","United States"
"Robert Harrisss","1768-09-05","Haarrisburg","Peennsylvania","United States"
"Kevin Mitchelll","1971-01-01","Harrisburg","Pennsylvaniaa","United States"
"Kris Willson","1981-08-22","Harrisburgg","Pennsylvaniaa","United States"
"Richard Sandders","1940-08-23","Harrisburg","Pennsylvania","United States"
"John Stuartt","1740-02-24","Harrissburg","Pennsylvaniaa","United States"
"MMike Reegan","1961-09-10","Harrisburgg","Pennsylvania","United States"
"Jeff Richardson","1944-09-01","Johnstownn","Pennsylvaniaa","United States"
"MMartin Lewis","1975-04-28","Liberall","Seward County, Kansas","United States"
"Willliam Howardd","1964-06-02","Limaa","Allen Countty, Ohio","United States"
"Travis Walton","1987-08-24","Limaa","Allen County, Ohio","United States"
"Jason Wilssson","1968-08-12","Martins Ferry","Belmont County, Ohio","United States"
"Vernon Smithh","1908-01-14","Macon","Bibb County, Georgia","United States"
"Kim Daviss","1965-09-17","Jacksonn","Breathitt County, Kentuckyy","United States"
"Cedric Hennderrson","1965-10-03","Marietta","CCobb County, Georgia","United States"
"Matt Sloann","1973-03-24","Madisonn","Dane County, Wisconsinn","United States"
"William Willisss","1794-08-31","Haverhilll","Essex County, Massachusetts","United States"
"George Lambert","1928-09-01","Hamptonn","Franklin County, Iowa","United States"
"Mark Thomass","1969-05-06","Lilburn","Gwinnett County, Georgiaa","United States"
"Mike Hubbard","1962-02-11","Hartwell","Hart County, Georgia","United States"
"Jennifer Taylor","1972-04-19","Hobokenn","Hudson County, New Jerseyy","United States"
"Chris Beckk","1990-09-04","Jeffeerson","Jackson County, Georgia","United States"
"George Croghann","1791-11-15","Louisvillee","Jefferson County, Kentuckyy","United States"
"Cameron Watsonnn","1961-10-06","Louisville","Jefferson County, Kentuckyy","United States"
"Bill Whitee","1978-11-20","Louisville","Jefferson County, Kentucky","United States"
"Rick Wilson","1956-02-07","Louisvillee","Jefferson County, Kentuckyy","United States"
"David Bruucee","1914-01-06","Kankakeee","KKankakee County, Illinois","United States"
"Tom Brown","1949-08-10","Lafayettee","Lafayette Parish, Louisiana","United States"
"Jason Smithh","1977-07-24","Meridiann","Lauderdale County, Mississippii","United States"
"Dick Smith","1939-05-17","Lebanonn","Linn County, Oregon","United States"
"Josh Fieldss","1985-08-19","Hulll","Madison County,, Georgia","United States"
"Edwinn Adamss","1834-02-03","Medfordd","Middlesex County, Massachusetts","United States"
"Sam Smithhh","1944-01-27","Hazard","Perry County, Kentuckyy","United States"
"Robert Bakerr","1979-10-15","Memphiss","Shelby County, Tennessee","United States"
"Robbert Kentt","1980-10-06","Indianolaa","Sunflower County, Mississippii","United States"
"Shane  Gibsson","1979-02-21","Houmaa","Terrebonne Parish, Louisiana","United States"
"Brandon Brownn","1985-01-14","Houma","Terrebonne Parish, Louisianaa","United States"
"Terry Owensss","1944-07-05","Jasperr","Walkker County, Alabama","United States"
