table_id,target_column,annotation_id
GitTables_68269,9,http://dbpedia.org/ontology/zipCode
GitTables_26539,0,http://dbpedia.org/ontology/id
GitTables_69648,1,http://dbpedia.org/ontology/name
GitTables_133269,1,http://dbpedia.org/ontology/name
GitTables_1194,2,http://dbpedia.org/ontology/scientificName
GitTables_101094,1,http://dbpedia.org/ontology/name
GitTables_58577,13,http://dbpedia.org/ontology/price
GitTables_129225,1,http://dbpedia.org/ontology/name
GitTables_152933,0,http://dbpedia.org/ontology/title
GitTables_45287,5,http://dbpedia.org/ontology/rank
GitTables_86647,3,http://dbpedia.org/ontology/population
GitTables_35985,3,http://dbpedia.org/ontology/percentage
GitTables_169746,16,http://dbpedia.org/ontology/width
GitTables_147885,1,http://dbpedia.org/ontology/city
GitTables_159464,0,http://dbpedia.org/ontology/id
GitTables_159755,1,http://dbpedia.org/ontology/name
GitTables_18918,1,http://dbpedia.org/ontology/width
GitTables_170286,0,http://dbpedia.org/ontology/id
GitTables_185420,2,http://dbpedia.org/ontology/day
GitTables_157833,6,http://dbpedia.org/ontology/id
GitTables_96675,1,http://dbpedia.org/ontology/year
GitTables_4192,3,http://dbpedia.org/ontology/value
GitTables_18555,0,http://dbpedia.org/ontology/year
GitTables_106544,5,http://dbpedia.org/ontology/description
GitTables_17000,42,http://dbpedia.org/ontology/company
GitTables_19062,2,http://dbpedia.org/ontology/title
GitTables_71314,1,http://dbpedia.org/ontology/area
GitTables_11428,1,http://dbpedia.org/ontology/comment
GitTables_193413,2,http://dbpedia.org/ontology/name
GitTables_130367,9,http://dbpedia.org/ontology/location
GitTables_55083,17,http://dbpedia.org/ontology/location
GitTables_41481,39,http://dbpedia.org/ontology/name
GitTables_44895,4,http://dbpedia.org/ontology/id
GitTables_32658,1,http://dbpedia.org/ontology/name
GitTables_123688,6,http://dbpedia.org/ontology/name
GitTables_119302,0,http://dbpedia.org/ontology/id
GitTables_183369,12,http://dbpedia.org/ontology/country
GitTables_22095,4,http://dbpedia.org/ontology/start
GitTables_37242,0,http://dbpedia.org/ontology/id
GitTables_90151,1,http://dbpedia.org/ontology/name
GitTables_108937,3,http://dbpedia.org/ontology/type
GitTables_186656,1,http://dbpedia.org/ontology/id
GitTables_181230,0,http://dbpedia.org/ontology/id
GitTables_98139,7,http://dbpedia.org/ontology/comment
GitTables_101719,2,http://dbpedia.org/ontology/start
GitTables_151555,10,http://dbpedia.org/ontology/value
GitTables_297,1,http://dbpedia.org/ontology/releaseDate
GitTables_6,0,http://dbpedia.org/ontology/id
GitTables_70489,3,http://dbpedia.org/ontology/race
GitTables_40585,3,http://dbpedia.org/ontology/name
GitTables_67755,0,http://dbpedia.org/ontology/id
GitTables_37384,5,http://dbpedia.org/ontology/class
GitTables_8726,8,http://dbpedia.org/ontology/reference
GitTables_19958,1,http://dbpedia.org/ontology/name
GitTables_42854,13,http://dbpedia.org/ontology/state
GitTables_155538,0,http://dbpedia.org/ontology/id
GitTables_70281,0,http://dbpedia.org/ontology/domain
GitTables_178085,7,http://dbpedia.org/ontology/city
GitTables_58522,1,http://dbpedia.org/ontology/name
GitTables_76745,3,http://dbpedia.org/ontology/category
GitTables_48618,2,http://dbpedia.org/ontology/date
GitTables_92388,0,http://dbpedia.org/ontology/id
GitTables_13584,0,http://dbpedia.org/ontology/type
GitTables_127288,3,http://dbpedia.org/ontology/title
GitTables_96419,13,http://dbpedia.org/ontology/location
GitTables_110633,0,http://dbpedia.org/ontology/state
GitTables_35070,0,http://dbpedia.org/ontology/version
GitTables_37129,25,http://dbpedia.org/ontology/route
GitTables_18199,0,http://dbpedia.org/ontology/name
GitTables_117943,14,http://dbpedia.org/ontology/name
GitTables_9367,6,http://dbpedia.org/ontology/filename
GitTables_86880,0,http://dbpedia.org/ontology/name
GitTables_113254,2,http://dbpedia.org/ontology/id
GitTables_147569,0,http://dbpedia.org/ontology/id
GitTables_22039,0,http://dbpedia.org/ontology/id
GitTables_13633,2,http://dbpedia.org/ontology/depth
GitTables_198934,2,http://dbpedia.org/ontology/comment
GitTables_188792,3,http://dbpedia.org/ontology/sex
GitTables_37840,1,http://dbpedia.org/ontology/sex
GitTables_36387,4,http://dbpedia.org/ontology/state
GitTables_40193,30,http://dbpedia.org/ontology/type
GitTables_80089,4,http://dbpedia.org/ontology/age
GitTables_15550,4,http://dbpedia.org/ontology/state
GitTables_13044,2,http://dbpedia.org/ontology/description
GitTables_25989,0,http://dbpedia.org/ontology/id
GitTables_21474,11,http://dbpedia.org/ontology/state
GitTables_124744,2,http://dbpedia.org/ontology/year
GitTables_108937,0,http://dbpedia.org/ontology/id
GitTables_59560,1,http://dbpedia.org/ontology/category
GitTables_83320,0,http://dbpedia.org/ontology/date
GitTables_50745,0,http://dbpedia.org/ontology/id
GitTables_734,2,http://dbpedia.org/ontology/title
GitTables_176522,1,http://dbpedia.org/ontology/model
GitTables_105304,4,http://dbpedia.org/ontology/description
GitTables_150529,2,http://dbpedia.org/ontology/type
GitTables_104027,50,http://dbpedia.org/ontology/duration
GitTables_63534,0,http://dbpedia.org/ontology/id
GitTables_108600,3,http://dbpedia.org/ontology/rank
GitTables_37384,0,http://dbpedia.org/ontology/id
GitTables_63487,10,http://dbpedia.org/ontology/note
GitTables_33659,0,http://dbpedia.org/ontology/id
GitTables_54696,1,http://dbpedia.org/ontology/type
GitTables_193413,3,http://dbpedia.org/ontology/description
GitTables_120485,1,http://dbpedia.org/ontology/code
GitTables_52520,2,http://dbpedia.org/ontology/name
GitTables_25930,0,http://dbpedia.org/ontology/name
GitTables_64348,0,http://dbpedia.org/ontology/id
GitTables_103646,4,http://dbpedia.org/ontology/description
GitTables_72672,4,http://dbpedia.org/ontology/price
GitTables_11344,2,http://dbpedia.org/ontology/name
GitTables_37657,5,http://dbpedia.org/ontology/county
GitTables_38133,1,http://dbpedia.org/ontology/description
GitTables_43964,0,http://dbpedia.org/ontology/id
GitTables_105933,1,http://dbpedia.org/ontology/value
GitTables_27611,0,http://dbpedia.org/ontology/id
GitTables_96819,9,http://dbpedia.org/ontology/name
GitTables_146615,21,http://dbpedia.org/ontology/month
GitTables_23683,0,http://dbpedia.org/ontology/date
GitTables_530,2,http://dbpedia.org/ontology/name
GitTables_46784,0,http://dbpedia.org/ontology/county
GitTables_19850,1,http://dbpedia.org/ontology/description
GitTables_91826,3,http://dbpedia.org/ontology/name
GitTables_174556,2,http://dbpedia.org/ontology/abbreviation
GitTables_98154,10,http://dbpedia.org/ontology/owner
GitTables_57665,0,http://dbpedia.org/ontology/id
GitTables_249,2,http://dbpedia.org/ontology/code
GitTables_9311,0,http://dbpedia.org/ontology/id
GitTables_141523,10,http://dbpedia.org/ontology/category
GitTables_159171,3,http://dbpedia.org/ontology/width
GitTables_80416,1,http://dbpedia.org/ontology/name
GitTables_117512,0,http://dbpedia.org/ontology/type
GitTables_5014,0,http://dbpedia.org/ontology/id
GitTables_39569,2,http://dbpedia.org/ontology/type
GitTables_72226,0,http://dbpedia.org/ontology/id
GitTables_86975,11,http://dbpedia.org/ontology/race
GitTables_189772,5,http://dbpedia.org/ontology/family
GitTables_154700,1,http://dbpedia.org/ontology/code
GitTables_197392,2,http://dbpedia.org/ontology/gender
GitTables_7974,4,http://dbpedia.org/ontology/prefix
GitTables_61372,3,http://dbpedia.org/ontology/name
GitTables_4776,0,http://dbpedia.org/ontology/description
GitTables_125106,7,http://dbpedia.org/ontology/status
GitTables_109460,0,http://dbpedia.org/ontology/version
GitTables_203739,0,http://dbpedia.org/ontology/id
GitTables_90753,7,http://dbpedia.org/ontology/time
GitTables_48137,3,http://dbpedia.org/ontology/sex
GitTables_205904,1,http://dbpedia.org/ontology/age
GitTables_10901,2,http://dbpedia.org/ontology/month
GitTables_150132,2,http://dbpedia.org/ontology/name
GitTables_49939,6,http://dbpedia.org/ontology/category
GitTables_72322,5,http://dbpedia.org/ontology/species
GitTables_21221,2,http://dbpedia.org/ontology/age
GitTables_142365,0,http://dbpedia.org/ontology/race
GitTables_28953,26,http://dbpedia.org/ontology/creator
GitTables_22863,0,http://dbpedia.org/ontology/id
GitTables_124881,1,http://dbpedia.org/ontology/version
GitTables_206174,3,http://dbpedia.org/ontology/age
GitTables_205407,3,http://dbpedia.org/ontology/cost
GitTables_19983,19,http://dbpedia.org/ontology/weight
GitTables_7739,8,http://dbpedia.org/ontology/weight
GitTables_25501,5,http://dbpedia.org/ontology/address
GitTables_84984,0,http://dbpedia.org/ontology/id
GitTables_192867,1,http://dbpedia.org/ontology/name
GitTables_111591,7,http://dbpedia.org/ontology/language
GitTables_45135,18,http://dbpedia.org/ontology/countryCode
GitTables_48980,5,http://dbpedia.org/ontology/height
GitTables_187,19,http://dbpedia.org/ontology/type
GitTables_57347,0,http://dbpedia.org/ontology/id
GitTables_77249,6,http://dbpedia.org/ontology/id
GitTables_87378,0,http://dbpedia.org/ontology/id
GitTables_76997,10,http://dbpedia.org/ontology/duration
GitTables_12177,0,http://dbpedia.org/ontology/county
GitTables_39256,0,http://dbpedia.org/ontology/id
GitTables_39393,1,http://dbpedia.org/ontology/order
GitTables_6854,1,http://dbpedia.org/ontology/name
GitTables_89270,6,http://dbpedia.org/ontology/status
GitTables_25300,1,http://dbpedia.org/ontology/name
GitTables_76031,3,http://dbpedia.org/ontology/type
GitTables_165316,2,http://dbpedia.org/ontology/title
GitTables_20529,4,http://dbpedia.org/ontology/location
GitTables_63168,3,http://dbpedia.org/ontology/address
GitTables_12899,0,http://dbpedia.org/ontology/id
GitTables_142129,1,http://dbpedia.org/ontology/code
GitTables_6778,5,http://dbpedia.org/ontology/title
GitTables_29497,5,http://dbpedia.org/ontology/max
GitTables_20317,1,http://dbpedia.org/ontology/name
GitTables_4614,19,http://dbpedia.org/ontology/sex
GitTables_26907,0,http://dbpedia.org/ontology/id
GitTables_99035,1,http://dbpedia.org/ontology/name
GitTables_202907,5,http://dbpedia.org/ontology/series
GitTables_68350,2,http://dbpedia.org/ontology/creator
GitTables_196615,0,http://dbpedia.org/ontology/id
GitTables_63624,62,http://dbpedia.org/ontology/id
GitTables_70138,15,http://dbpedia.org/ontology/alias
GitTables_102061,4,http://dbpedia.org/ontology/date
GitTables_50147,2,http://dbpedia.org/ontology/start
GitTables_23213,4,http://dbpedia.org/ontology/name
GitTables_167623,1,http://dbpedia.org/ontology/day
GitTables_50673,0,http://dbpedia.org/ontology/id
GitTables_187,14,http://dbpedia.org/ontology/duration
GitTables_172446,17,http://dbpedia.org/ontology/description
GitTables_138316,8,http://dbpedia.org/ontology/status
GitTables_197870,8,http://dbpedia.org/ontology/family
GitTables_11022,5,http://dbpedia.org/ontology/state
GitTables_57029,7,http://dbpedia.org/ontology/source
GitTables_172457,1,http://dbpedia.org/ontology/title
GitTables_60497,1,http://dbpedia.org/ontology/time
GitTables_133841,1,http://dbpedia.org/ontology/type
GitTables_7287,1,http://dbpedia.org/ontology/max
GitTables_24491,1,http://dbpedia.org/ontology/name
GitTables_3650,9,http://dbpedia.org/ontology/date
GitTables_4032,7,http://dbpedia.org/ontology/description
GitTables_169556,6,http://dbpedia.org/ontology/note
GitTables_92649,2,http://dbpedia.org/ontology/name
GitTables_178833,1,http://dbpedia.org/ontology/abbreviation
GitTables_178180,0,http://dbpedia.org/ontology/id
GitTables_16188,2,http://dbpedia.org/ontology/name
GitTables_151555,2,http://dbpedia.org/ontology/description
GitTables_12979,5,http://dbpedia.org/ontology/description
GitTables_25152,16,http://dbpedia.org/ontology/date
GitTables_3361,4,http://dbpedia.org/ontology/description
GitTables_98397,0,http://dbpedia.org/ontology/id
GitTables_139067,5,http://dbpedia.org/ontology/sex
GitTables_108503,0,http://dbpedia.org/ontology/id
GitTables_112917,1,http://dbpedia.org/ontology/id
GitTables_56062,6,http://dbpedia.org/ontology/tag
GitTables_27,1,http://dbpedia.org/ontology/type
GitTables_95777,7,http://dbpedia.org/ontology/area
GitTables_83394,6,http://dbpedia.org/ontology/author
GitTables_139083,2,http://dbpedia.org/ontology/name
GitTables_162857,3,http://dbpedia.org/ontology/id
GitTables_140620,1,http://dbpedia.org/ontology/value
GitTables_9510,7,http://dbpedia.org/ontology/language
GitTables_9846,0,http://dbpedia.org/ontology/id
GitTables_88686,5,http://dbpedia.org/ontology/value
GitTables_65450,10,http://dbpedia.org/ontology/source
GitTables_23734,2,http://dbpedia.org/ontology/country
GitTables_27771,3,http://dbpedia.org/ontology/id
GitTables_144888,1,http://dbpedia.org/ontology/title
GitTables_46726,0,http://dbpedia.org/ontology/date
GitTables_134164,9,http://dbpedia.org/ontology/category
GitTables_31336,0,http://dbpedia.org/ontology/date
GitTables_159585,0,http://dbpedia.org/ontology/id
GitTables_63324,0,http://dbpedia.org/ontology/id
GitTables_20715,1,http://dbpedia.org/ontology/race
GitTables_56186,1,http://dbpedia.org/ontology/scientificName
GitTables_162926,3,http://dbpedia.org/ontology/name
GitTables_136931,7,http://dbpedia.org/ontology/type
GitTables_23906,11,http://dbpedia.org/ontology/type
GitTables_166829,6,http://dbpedia.org/ontology/price
GitTables_47501,17,http://dbpedia.org/ontology/postalCode
GitTables_63138,0,http://dbpedia.org/ontology/id
GitTables_153069,6,http://dbpedia.org/ontology/gender
GitTables_127888,6,http://dbpedia.org/ontology/type
GitTables_75744,27,http://dbpedia.org/ontology/time
GitTables_95982,0,http://dbpedia.org/ontology/id
GitTables_158393,4,http://dbpedia.org/ontology/address
GitTables_38806,3,http://dbpedia.org/ontology/type
GitTables_30793,8,http://dbpedia.org/ontology/family
GitTables_23400,4,http://dbpedia.org/ontology/address
GitTables_1982,17,http://dbpedia.org/ontology/notes
GitTables_22699,0,http://dbpedia.org/ontology/id
GitTables_105755,0,http://dbpedia.org/ontology/id
GitTables_65286,0,http://dbpedia.org/ontology/id
GitTables_850,11,http://dbpedia.org/ontology/zipCode
GitTables_103125,3,http://dbpedia.org/ontology/duration
GitTables_39191,19,http://dbpedia.org/ontology/gender
GitTables_90190,0,http://dbpedia.org/ontology/time
GitTables_76067,10,http://dbpedia.org/ontology/domain
GitTables_21919,18,http://dbpedia.org/ontology/length
GitTables_31357,3,http://dbpedia.org/ontology/alias
GitTables_147174,5,http://dbpedia.org/ontology/duration
GitTables_91480,0,http://dbpedia.org/ontology/state
GitTables_22461,11,http://dbpedia.org/ontology/height
GitTables_108697,0,http://dbpedia.org/ontology/title
GitTables_51516,0,http://dbpedia.org/ontology/id
GitTables_142354,0,http://dbpedia.org/ontology/country
GitTables_159812,0,http://dbpedia.org/ontology/id
GitTables_21579,6,http://dbpedia.org/ontology/elevation
GitTables_176522,0,http://dbpedia.org/ontology/id
GitTables_201383,8,http://dbpedia.org/ontology/id
GitTables_33800,10,http://dbpedia.org/ontology/id
GitTables_75390,0,http://dbpedia.org/ontology/date
GitTables_9922,8,http://dbpedia.org/ontology/version
GitTables_103243,6,http://dbpedia.org/ontology/date
GitTables_101677,6,http://dbpedia.org/ontology/country
GitTables_27685,2,http://dbpedia.org/ontology/description
GitTables_126947,25,http://dbpedia.org/ontology/department
GitTables_137865,2,http://dbpedia.org/ontology/position
GitTables_159904,14,http://dbpedia.org/ontology/status
GitTables_62231,1,http://dbpedia.org/ontology/rating
GitTables_179801,0,http://dbpedia.org/ontology/domain
GitTables_21133,3,http://dbpedia.org/ontology/startDate
GitTables_12218,7,http://dbpedia.org/ontology/type
GitTables_41770,42,http://dbpedia.org/ontology/start
GitTables_183973,5,http://dbpedia.org/ontology/comment
GitTables_65876,5,http://dbpedia.org/ontology/id
GitTables_38,5,http://dbpedia.org/ontology/startDate
GitTables_187693,5,http://dbpedia.org/ontology/alias
GitTables_6,1,http://dbpedia.org/ontology/name
GitTables_10050,2,http://dbpedia.org/ontology/name
GitTables_158298,0,http://dbpedia.org/ontology/id
GitTables_202297,3,http://dbpedia.org/ontology/year
GitTables_23617,0,http://dbpedia.org/ontology/id
GitTables_502,2,http://dbpedia.org/ontology/name
GitTables_61576,5,http://dbpedia.org/ontology/name
GitTables_83394,16,http://dbpedia.org/ontology/version
GitTables_83636,1,http://dbpedia.org/ontology/id
GitTables_49808,7,http://dbpedia.org/ontology/city
GitTables_127288,15,http://dbpedia.org/ontology/language
GitTables_22135,1,http://dbpedia.org/ontology/description
GitTables_150034,0,http://dbpedia.org/ontology/id
GitTables_48322,3,http://dbpedia.org/ontology/description
GitTables_25760,10,http://dbpedia.org/ontology/id
GitTables_70665,1,http://dbpedia.org/ontology/id
GitTables_76871,1,http://dbpedia.org/ontology/id
GitTables_165430,9,http://dbpedia.org/ontology/comment
GitTables_169960,1,http://dbpedia.org/ontology/code
GitTables_22931,3,http://dbpedia.org/ontology/percentage
GitTables_2965,0,http://dbpedia.org/ontology/id
GitTables_14366,0,http://dbpedia.org/ontology/code
GitTables_12654,5,http://dbpedia.org/ontology/name
GitTables_190325,0,http://dbpedia.org/ontology/date
GitTables_1517,0,http://dbpedia.org/ontology/name
GitTables_30136,0,http://dbpedia.org/ontology/id
GitTables_25289,2,http://dbpedia.org/ontology/state
GitTables_78405,10,http://dbpedia.org/ontology/title
GitTables_35289,10,http://dbpedia.org/ontology/code
GitTables_103066,0,http://dbpedia.org/ontology/id
GitTables_171291,4,http://dbpedia.org/ontology/type
GitTables_16530,5,http://dbpedia.org/ontology/weight
GitTables_25712,0,http://dbpedia.org/ontology/id
GitTables_108767,0,http://dbpedia.org/ontology/id
GitTables_120089,5,http://dbpedia.org/ontology/race
GitTables_38679,0,http://dbpedia.org/ontology/id
GitTables_58675,6,http://dbpedia.org/ontology/weight
GitTables_200074,3,http://dbpedia.org/ontology/elevation
GitTables_96819,0,http://dbpedia.org/ontology/county
GitTables_75037,3,http://dbpedia.org/ontology/name
GitTables_162328,10,http://dbpedia.org/ontology/project
GitTables_171521,18,http://dbpedia.org/ontology/country
GitTables_84874,0,http://dbpedia.org/ontology/id
GitTables_73008,7,http://dbpedia.org/ontology/end
GitTables_102174,7,http://dbpedia.org/ontology/title
GitTables_198512,9,http://dbpedia.org/ontology/language
GitTables_15866,0,http://dbpedia.org/ontology/id
GitTables_28039,1,http://dbpedia.org/ontology/code
GitTables_72443,2,http://dbpedia.org/ontology/description
GitTables_90992,0,http://dbpedia.org/ontology/id
GitTables_11757,3,http://dbpedia.org/ontology/type
GitTables_104752,3,http://dbpedia.org/ontology/location
GitTables_1444,4,http://dbpedia.org/ontology/comment
GitTables_73850,0,http://dbpedia.org/ontology/id
GitTables_90935,22,http://dbpedia.org/ontology/location
GitTables_69793,0,http://dbpedia.org/ontology/state
GitTables_60867,2,http://dbpedia.org/ontology/name
GitTables_145488,5,http://dbpedia.org/ontology/species
GitTables_92388,3,http://dbpedia.org/ontology/company
GitTables_88604,1,http://dbpedia.org/ontology/name
GitTables_193150,3,http://dbpedia.org/ontology/address
GitTables_27998,1,http://dbpedia.org/ontology/date
GitTables_25222,6,http://dbpedia.org/ontology/country
GitTables_130,0,http://dbpedia.org/ontology/id
GitTables_117371,2,http://dbpedia.org/ontology/title
GitTables_12944,2,http://dbpedia.org/ontology/category
GitTables_6853,3,http://dbpedia.org/ontology/title
GitTables_33700,61,http://dbpedia.org/ontology/state
GitTables_148824,12,http://dbpedia.org/ontology/description
GitTables_17,1,http://dbpedia.org/ontology/name
GitTables_15191,1,http://dbpedia.org/ontology/name
GitTables_121387,2,http://dbpedia.org/ontology/department
GitTables_164350,3,http://dbpedia.org/ontology/address
GitTables_19778,8,http://dbpedia.org/ontology/country
GitTables_112893,0,http://dbpedia.org/ontology/id
GitTables_19163,9,http://dbpedia.org/ontology/class
GitTables_116740,2,http://dbpedia.org/ontology/type
GitTables_156649,0,http://dbpedia.org/ontology/id
GitTables_44517,3,http://dbpedia.org/ontology/name
GitTables_15175,1,http://dbpedia.org/ontology/name
GitTables_71756,0,http://dbpedia.org/ontology/state
GitTables_50436,5,http://dbpedia.org/ontology/created
GitTables_8290,3,http://dbpedia.org/ontology/city
GitTables_118997,36,http://dbpedia.org/ontology/notes
GitTables_22137,0,http://dbpedia.org/ontology/reference
GitTables_127854,8,http://dbpedia.org/ontology/field
GitTables_7860,17,http://dbpedia.org/ontology/description
GitTables_3606,3,http://dbpedia.org/ontology/name
GitTables_3684,4,http://dbpedia.org/ontology/value
GitTables_88686,0,http://dbpedia.org/ontology/source
GitTables_60429,13,http://dbpedia.org/ontology/title
GitTables_149567,5,http://dbpedia.org/ontology/format
GitTables_34123,1,http://dbpedia.org/ontology/race
GitTables_19449,2,http://dbpedia.org/ontology/name
GitTables_48514,0,http://dbpedia.org/ontology/name
GitTables_83842,5,http://dbpedia.org/ontology/year
GitTables_5185,7,http://dbpedia.org/ontology/comment
GitTables_166632,0,http://dbpedia.org/ontology/name
GitTables_170857,1,http://dbpedia.org/ontology/code
GitTables_186948,2,http://dbpedia.org/ontology/startDate
GitTables_17756,5,http://dbpedia.org/ontology/frequency
GitTables_205520,5,http://dbpedia.org/ontology/project
GitTables_6749,2,http://dbpedia.org/ontology/state
GitTables_40205,21,http://dbpedia.org/ontology/class
GitTables_168948,3,http://dbpedia.org/ontology/startDate
GitTables_59534,3,http://dbpedia.org/ontology/id
GitTables_8033,1,http://dbpedia.org/ontology/name
GitTables_203152,0,http://dbpedia.org/ontology/id
GitTables_93714,4,http://dbpedia.org/ontology/description
GitTables_16387,2,http://dbpedia.org/ontology/month
GitTables_11781,7,http://dbpedia.org/ontology/max
GitTables_54649,4,http://dbpedia.org/ontology/gender
GitTables_194684,3,http://dbpedia.org/ontology/code
GitTables_205299,0,http://dbpedia.org/ontology/id
GitTables_173853,2,http://dbpedia.org/ontology/name
GitTables_33853,2,http://dbpedia.org/ontology/address
GitTables_122425,18,http://dbpedia.org/ontology/cost
GitTables_11170,2,http://dbpedia.org/ontology/score
GitTables_73839,2,http://dbpedia.org/ontology/county
GitTables_11092,10,http://dbpedia.org/ontology/description
GitTables_11970,0,http://dbpedia.org/ontology/id
GitTables_4037,1,http://dbpedia.org/ontology/id
GitTables_95994,12,http://dbpedia.org/ontology/height
GitTables_98580,0,http://dbpedia.org/ontology/id
GitTables_8727,0,http://dbpedia.org/ontology/id
GitTables_137561,5,http://dbpedia.org/ontology/description
GitTables_182491,3,http://dbpedia.org/ontology/age
GitTables_203895,0,http://dbpedia.org/ontology/id
GitTables_168167,2,http://dbpedia.org/ontology/type
GitTables_50327,1,http://dbpedia.org/ontology/id
GitTables_167306,2,http://dbpedia.org/ontology/category
GitTables_102390,3,http://dbpedia.org/ontology/status
GitTables_20428,0,http://dbpedia.org/ontology/id
GitTables_805,0,http://dbpedia.org/ontology/id
GitTables_3966,7,http://dbpedia.org/ontology/time
GitTables_151232,0,http://dbpedia.org/ontology/county
GitTables_54493,1,http://dbpedia.org/ontology/type
GitTables_119744,5,http://dbpedia.org/ontology/type
GitTables_148585,9,http://dbpedia.org/ontology/duration
GitTables_90064,1,http://dbpedia.org/ontology/id
GitTables_77362,0,http://dbpedia.org/ontology/id
GitTables_17227,5,http://dbpedia.org/ontology/depth
GitTables_57916,3,http://dbpedia.org/ontology/name
GitTables_12583,5,http://dbpedia.org/ontology/description
GitTables_11344,0,http://dbpedia.org/ontology/id
GitTables_139419,0,http://dbpedia.org/ontology/id
GitTables_70998,7,http://dbpedia.org/ontology/class
GitTables_40050,1,http://dbpedia.org/ontology/time
GitTables_48195,2,http://dbpedia.org/ontology/type
GitTables_23926,18,http://dbpedia.org/ontology/releaseDate
GitTables_24419,1,http://dbpedia.org/ontology/id
GitTables_19384,3,http://dbpedia.org/ontology/description
GitTables_31686,0,http://dbpedia.org/ontology/id
GitTables_123903,1,http://dbpedia.org/ontology/name
GitTables_169492,13,http://dbpedia.org/ontology/time
GitTables_61553,1,http://dbpedia.org/ontology/name
GitTables_43732,17,http://dbpedia.org/ontology/cost
GitTables_104052,9,http://dbpedia.org/ontology/state
GitTables_97790,4,http://dbpedia.org/ontology/role
GitTables_93657,6,http://dbpedia.org/ontology/id
GitTables_103066,3,http://dbpedia.org/ontology/alias
GitTables_110795,15,http://dbpedia.org/ontology/sex
GitTables_55159,17,http://dbpedia.org/ontology/age
GitTables_327,16,http://dbpedia.org/ontology/notes
GitTables_28370,1,http://dbpedia.org/ontology/id
GitTables_168772,3,http://dbpedia.org/ontology/city
GitTables_126815,0,http://dbpedia.org/ontology/id
GitTables_95354,0,http://dbpedia.org/ontology/id
GitTables_120660,14,http://dbpedia.org/ontology/height
GitTables_25433,2,http://dbpedia.org/ontology/name
GitTables_8918,1,http://dbpedia.org/ontology/title
GitTables_169746,14,http://dbpedia.org/ontology/part
GitTables_59202,28,http://dbpedia.org/ontology/depth
GitTables_29600,9,http://dbpedia.org/ontology/title
GitTables_79366,0,http://dbpedia.org/ontology/year
GitTables_92958,0,http://dbpedia.org/ontology/tag
GitTables_13616,0,http://dbpedia.org/ontology/location
GitTables_100277,0,http://dbpedia.org/ontology/id
GitTables_28164,0,http://dbpedia.org/ontology/id
GitTables_114797,2,http://dbpedia.org/ontology/city
GitTables_205520,2,http://dbpedia.org/ontology/status
GitTables_98795,3,http://dbpedia.org/ontology/name
GitTables_19946,4,http://dbpedia.org/ontology/topic
GitTables_23072,1,http://dbpedia.org/ontology/date
GitTables_119245,28,http://dbpedia.org/ontology/description
GitTables_17979,0,http://dbpedia.org/ontology/id
GitTables_37025,0,http://dbpedia.org/ontology/id
GitTables_146570,5,http://dbpedia.org/ontology/country
GitTables_178620,0,http://dbpedia.org/ontology/id
GitTables_12874,15,http://dbpedia.org/ontology/notes
GitTables_50843,13,http://dbpedia.org/ontology/width
GitTables_96307,1,http://dbpedia.org/ontology/name
GitTables_83572,4,http://dbpedia.org/ontology/class
GitTables_194244,3,http://dbpedia.org/ontology/language
GitTables_44279,4,http://dbpedia.org/ontology/format
GitTables_164093,3,http://dbpedia.org/ontology/name
GitTables_196854,0,http://dbpedia.org/ontology/id
GitTables_188621,8,http://dbpedia.org/ontology/language
GitTables_119899,3,http://dbpedia.org/ontology/type
GitTables_123688,2,http://dbpedia.org/ontology/city
GitTables_40962,0,http://dbpedia.org/ontology/id
GitTables_108730,0,http://dbpedia.org/ontology/code
GitTables_203309,0,http://dbpedia.org/ontology/county
GitTables_29884,4,http://dbpedia.org/ontology/title
GitTables_146241,2,http://dbpedia.org/ontology/name
GitTables_27451,0,http://dbpedia.org/ontology/id
GitTables_7862,2,http://dbpedia.org/ontology/address
GitTables_110378,7,http://dbpedia.org/ontology/source
GitTables_101637,14,http://dbpedia.org/ontology/time
GitTables_165523,1,http://dbpedia.org/ontology/name
GitTables_8054,0,http://dbpedia.org/ontology/id
GitTables_63180,0,http://dbpedia.org/ontology/id
GitTables_40724,12,http://dbpedia.org/ontology/countryCode
GitTables_140621,0,http://dbpedia.org/ontology/id
GitTables_126500,8,http://dbpedia.org/ontology/description
GitTables_178976,10,http://dbpedia.org/ontology/id
GitTables_62887,1,http://dbpedia.org/ontology/id
GitTables_35274,1,http://dbpedia.org/ontology/name
GitTables_110693,4,http://dbpedia.org/ontology/name
GitTables_137544,49,http://dbpedia.org/ontology/address
GitTables_108697,1,http://dbpedia.org/ontology/number
GitTables_53647,0,http://dbpedia.org/ontology/id
GitTables_144564,1,http://dbpedia.org/ontology/name
GitTables_159916,0,http://dbpedia.org/ontology/state
GitTables_2383,0,http://dbpedia.org/ontology/age
GitTables_15067,7,http://dbpedia.org/ontology/model
GitTables_57104,2,http://dbpedia.org/ontology/field
GitTables_5371,0,http://dbpedia.org/ontology/id
GitTables_29343,10,http://dbpedia.org/ontology/name
GitTables_161434,0,http://dbpedia.org/ontology/id
GitTables_168448,1,http://dbpedia.org/ontology/code
GitTables_45967,4,http://dbpedia.org/ontology/endDate
GitTables_43493,1,http://dbpedia.org/ontology/source
GitTables_193589,0,http://dbpedia.org/ontology/id
GitTables_156034,3,http://dbpedia.org/ontology/id
